Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons	VDW Volume	H/C	O/C
G5	C(C(C=CC(O)=O)C(CO)O)=O	DGXRQISDIJLUQC	174.05282342	C7H10O5	7	10	5	-1.6029	-0.273	5	3	94.83	-1.5195	5	0.0199934036639849	0.7142857142857143	158.81	1.4285714285714286	0.7142857142857143
G5	C(C(C(C(C(O)=O)=CC)O)O)=O	YEEPAFFFSPRVSH	174.05282342	C7H10O5	7	10	5	-1.3099	-0.345	5	3	94.83	-3.0155	5	-0.0891466801105514	0.7142857142857143	158.37	1.4285714285714286	0.7142857142857143
G5	C(C(C(C=CC(CO)=O)O)O)=O	LVTNTMJCZZKCFW	174.05282342	C7H10O5	7	10	5	-2.1653	-0.161	5	3	94.83	-1.0344	5	0.5916756861283502	0.7142857142857143	160.41	1.4285714285714286	0.7142857142857143
G5	C(C(C(C=CC=O)(CO)O)O)=O	NNEUCVFLSKRFDF	174.05282342	C7H10O5	7	10	5	-2.3251	-0.056	5	3	94.83	-4.0542	5	0.5916756861283502	0.7142857142857143	156.51	1.4285714285714286	0.7142857142857143
G5	C(C=CC(C(C(CO)O)O)=O)=O	QIUWSHIVKAPXPO	174.05282342	C7H10O5	7	10	5	-2.1653	-0.161	5	3	94.83	-2.8146	5	0.5916756861283502	0.7142857142857143	159.56	1.4285714285714286	0.7142857142857143
G5	C(C(C(C=C(C=O)CO)O)O)=O	VVVGCGVGMCRFSZ	174.05282342	C7H10O5	7	10	5	-2.0993	-0.071	5	3	94.83	-2.5861	5	0.5916756861283502	0.7142857142857143	162.57	1.4285714285714286	0.7142857142857143
G5	C(C(C(C(CO)=CC=O)O)O)=O	RQPIHQPDPHYUSW	174.05282342	C7H10O5	7	10	5	-2.0993	-0.071	5	3	94.83	-4.2055	5	0.5916756861283502	0.7142857142857143	161.16	1.4285714285714286	0.7142857142857143
G5	C(C(C(C(C(C=C)O)=O)O)O)=O	SLDVUTOCRMGOJL	174.05282342	C7H10O5	7	10	5	-2.1937	-0.436	5	3	94.83	-6.5255	5	0.5928623644520955	0.7142857142857143	161.69	1.4285714285714286	0.7142857142857143
G5	C(C(C(C=O)(C(C=C)O)O)O)=O	WDYWPWJQSOKWOY	174.05282342	C7H10O5	7	10	5	-2.3535	-0.331	5	3	94.83	-6.9181	5	0.5928623644520955	0.7142857142857143	159.71	1.4285714285714286	0.7142857142857143
G5	C(C(C=C)(C(C=O)O)O)(O)=O	VXJDRVYFUOVBOS	160.037173356	C6H8O5	6	8	5	-1.9234	-0.227	5	3	94.83	-5.5115	5	0.292953290420662	0.8333333333333334	141.69	1.3333333333333333	0.8333333333333334
G5	C(C(C(C(C(O)=O)=C)(C)O)O)=O	IUHSTTADKGSFFU	174.05282342	C7H10O5	7	10	5	-1.317	-0.351	5	3	94.83	-4.2279	5	-0.0891466801105514	0.7142857142857143	159.74	1.4285714285714286	0.7142857142857143
G5	C=C(C(O)=O)C(CC(CO)O)=O	SNKYBGHLDKDICS	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-8.6161	5	-0.0868818128683387	0.7142857142857143	164.63	1.4285714285714286	0.7142857142857143
G5	C(C(C(C(CC)O)O)O)=O	UEZOSHSWUKFHAQ	148.073558864	C6H12O4	6	12	4	-1.4096	-0.575	4	3	77.76	-4.0153	4	0.2756098683099741	0.6666666666666666	142.53	2.0	0.6666666666666666
G5	C(C(C(CCCO)O)O)=O	KUIOHCAQZYZUSR	148.073558864	C6H12O4	6	12	4	-1.3145	-0.467	4	3	77.76	-9.4064	4	0.2778747355521863	0.6666666666666666	147.99	2.0	0.6666666666666666
G5	C(C(CCO)C(CO)O)=O	UBFARMVNFGAAMO	148.073558864	C6H12O4	6	12	4	-1.4555	-0.249	4	3	77.76	-5.7733	4	0.3835632737607647	0.6666666666666666	145.03	2.0	0.6666666666666666
G5	C(C(C(CC(CO)C)O)O)=O	BALMIFNFSUPNCS	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-8.057	4	0.0026499815532964	0.5714285714285714	161.24	2.0	0.5714285714285714
G5	C(C(C(CO)O)C(C)CO)=O	XHCGPRMVLZXHKI	162.089208928	C7H14O4	7	14	4	-1.2372	-0.409	4	3	77.76	-5.6194	4	0.108338519761875	0.5714285714285714	160.24	2.0	0.5714285714285714
G5	C(C(CO)=O)(CC(C(C)O)O)=O	UMPORJXQJSDWFE	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-4.095	5	0.4122071290998733	0.7142857142857143	167.09	1.7142857142857142	0.7142857142857143
G5	C(C(C)=O)(C(C(C(C)O)O)O)=O	GLGUJJRYWJUNTJ	176.068473484	C7H12O5	7	12	5	-1.9222	-0.441	5	3	94.83	-4.2154	5	0.4099422618576609	0.7142857142857143	165.69	1.7142857142857142	0.7142857142857143
G5	C(C(C(C)=O)C(C(C)O)O)(O)=O	MCHCDBHUQSAHFO	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-2.7541	5	-0.1617400206067043	0.7142857142857143	165.27	1.7142857142857142	0.7142857142857143
G5	C(CC(CC(C(C)O)O)=O)(O)=O	PPRMIHLKQDVCJK	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	-6.3588	5	-0.2651636915730696	0.7142857142857143	166.45	1.7142857142857142	0.7142857142857143
G5	C(C)(C(CO)C(C(C)O)O)=O	UDRXCVUCIMEBCO	162.089208928	C7H14O4	7	14	4	-1.0102	-0.571	4	3	77.76	-0.86065	4	-0.000801564012661	0.5714285714285714	160.4	2.0	0.5714285714285714
G5	C(CC(C(C)O)O)(CCO)=O	ACGBNJWEBPYKGY	162.089208928	C7H14O4	7	14	4	-0.7741	-0.681	4	3	77.76	-1.7162	4	-0.1042252349790267	0.5714285714285714	164.82	2.0	0.5714285714285714
G5	C(CO)(CC(C(C)O)O)=O	JBFPUJIRZOCCCM	148.073558864	C6H12O4	6	12	4	-1.2285	-0.411	4	3	77.76	-2.2275	4	0.2744231899862288	0.6666666666666666	145.98	2.0	0.6666666666666666
G5	C(C)(C(C(C(C)O)O)O)=O	DFQUTANVBPRYRI	148.073558864	C6H12O4	6	12	4	-1.3236	-0.519	4	3	77.76	-0.37846	4	0.2721583227440161	0.6666666666666666	143.91	2.0	0.6666666666666666
G5	C(C(C(C)C(C(C)O)O)=O)(O)=O	KNWXHRYGUHCECL	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-6.3769	5	-0.1617400206067043	0.7142857142857143	163.96	1.7142857142857142	0.7142857142857143
G5	C(C(C)O)(CC(C(C)O)O)=O	GFAWNEDEOUPDLJ	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	0.36033	4	-0.1064901022212393	0.5714285714285714	161.87	2.0	0.5714285714285714
G5	C(C(C(C(C)O)O)O)(CC)=O	RWCIWRGDDVHEOY	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	1.455	4	-0.1064901022212391	0.5714285714285714	165.01	2.0	0.5714285714285714
G5	C(CO)(C(C)C(C(C)O)O)=O	PHUOPZSXGAOECD	162.089208928	C7H14O4	7	14	4	-1.0102	-0.571	4	3	77.76	0.84179	4	-0.000801564012661	0.5714285714285714	162.04	2.0	0.5714285714285714
G5	C(C(CCO)C(C(C)O)O)=O	DKEODAGKKHIXAG	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-6.0507	4	0.0026499815532971	0.5714285714285714	161.34	2.0	0.5714285714285714
G5	C(C)(C(CO)C(C(O)=O)O)=O	WADIROPWYDABPJ	162.05282342	C6H10O5	6	10	5	-1.7191	-0.175	5	3	94.83	0.56542	5	0.2191732716007632	0.8333333333333334	146.31	1.6666666666666667	0.8333333333333334
G5	C(CC(C(O)=O)O)(CCO)=O	KUSWJOPOFIZCSN	162.05282342	C6H10O5	6	10	5	-1.483	-0.285	5	3	94.83	-1.6989	5	0.1157496006343975	0.8333333333333334	154.14	1.6666666666666667	0.8333333333333334
G5	C(C(CC(CO)=O)O)(O)=O	YVXXPGROVYTBAL	148.037173356	C5H8O5	5	8	5	-1.9374	-0.015	5	3	94.83	-2.2187	5	0.4943980255996528	1.0	135.37	1.6	1.0
G5	C(C(C(C(C)=O)O)O)(O)=O	HDGNQJMIIPXNJZ	148.037173356	C5H8O5	5	8	5	-2.0325	-0.123	5	3	94.83	1.8724	5	0.4921331583574403	1.0	129.58	1.6	1.0
G5	C(CC(C(O)=O)O)(C(C)O)=O	YYEQJYJUENXSIE	162.05282342	C6H10O5	6	10	5	-1.5781	-0.393	5	3	94.83	-0.66134	5	0.1134847333921848	0.8333333333333334	147.97	1.6666666666666667	0.8333333333333334
G5	C(C(C(C(O)=O)O)O)(CC)=O	ZIAOYJMEHPXTAE	162.05282342	C6H10O5	6	10	5	-1.5781	-0.393	5	3	94.83	2.9475	5	0.1134847333921853	0.8333333333333334	152.41	1.6666666666666667	0.8333333333333334
G5	C(CO)(C(C)C(C(O)=O)O)=O	PKDHCAJSHPGUKZ	162.05282342	C6H10O5	6	10	5	-1.7191	-0.175	5	3	94.83	2.8599	5	0.2191732716007632	0.8333333333333334	149.76	1.6666666666666667	0.8333333333333334
G5	C(C(CCO)C(C(O)=O)O)=O	VQBCCHBXGQIMMN	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-4.6035	5	0.2226248171667214	0.8333333333333334	149.11	1.6666666666666667	0.8333333333333334
G5	C(C(C(CO)C)C(C(O)=O)O)=O	XFHIMLSOMISLQP	176.068473484	C7H12O5	7	12	5	-1.5868	-0.391	5	3	94.83	-4.543	5	-0.0525999368321679	0.7142857142857143	164.69	1.7142857142857142	0.7142857142857143
G5	C(C(CO)=O)(CC(CO)(C)O)=O	XKXZEACAFQAIQV	176.068473484	C7H12O5	7	12	5	-1.8058	-0.064	5	3	94.83	-9.3744	5	0.411020450776128	0.7142857142857143	172.6	1.7142857142857142	0.7142857142857143
G5	C(C(C)=O)(C(C(CO)(C)O)O)=O	NKFIZVNTLLBLKM	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	-5.4167	5	0.4087555835339154	0.7142857142857143	166.66	1.7142857142857142	0.7142857142857143
G5	C(CO)(C(C)(CC(CO)=O)O)=O	GXWQUWAIZYVRSL	176.068473484	C7H12O5	7	12	5	-1.8058	-0.064	5	3	94.83	0.25667	5	0.411020450776128	0.7142857142857143	170.26	1.7142857142857142	0.7142857142857143
G5	C(C)(C(CO)(CC(CO)=O)O)=O	IJDWMFYMYLDQHX	176.068473484	C7H12O5	7	12	5	-1.8058	-0.064	5	3	94.83	-0.68688	5	0.411020450776128	0.7142857142857143	170.54	1.7142857142857142	0.7142857142857143
G5	C(CO)(C(C)(C(C(C)=O)O)O)=O	BHHRYPSUPSKRKX	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	3.4228	5	0.4087555835339154	0.7142857142857143	165.78	1.7142857142857142	0.7142857142857143
G5	C(C)(C(CO)(C(C(C)=O)O)O)=O	QVHLVPFFZOJXII	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	1.309	5	0.4087555835339154	0.7142857142857143	164.4	1.7142857142857142	0.7142857142857143
G5	C(C(C(C)=O)C(C)(CO)O)(O)=O	WEJYYZMNAANNNF	176.068473484	C7H12O5	7	12	5	-1.3385	-0.284	5	3	94.83	-4.6833	5	-0.16292669893045	0.7142857142857143	163.39	1.7142857142857142	0.7142857142857143
G5	C(CC(CC(C)(CO)O)=O)(O)=O	QEPOQHUORZSQOB	176.068473484	C7H12O5	7	12	5	-1.1024	-0.394	5	3	94.83	-11.884	5	-0.2663503698968155	0.7142857142857143	172.28	1.7142857142857142	0.7142857142857143
G5	C(CC(C)(CC(CO)=O)O)(O)=O	QHIOMBGNUMSHBP	176.068473484	C7H12O5	7	12	5	-1.1024	-0.394	5	3	94.83	-1.888	5	-0.2663503698968155	0.7142857142857143	172.4	1.7142857142857142	0.7142857142857143
G5	C(CC(C)(C(C(C)=O)O)O)(O)=O	VKNFDBFVBNYDLW	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	2.3158	5	-0.2686152371390278	0.7142857142857143	164.25	1.7142857142857142	0.7142857142857143
G5	C(C)(C(CO)C(C)(CO)O)=O	LCHGHDNDWGREAF	162.089208928	C7H14O4	7	14	4	-0.9889	-0.302	4	3	77.76	-2.3935	4	-0.0019882423364068	0.5714285714285714	159.76	2.0	0.5714285714285714
G5	C(CC(C)(CO)O)(CCO)=O	MXMPWHHWMIDNPY	162.089208928	C7H14O4	7	14	4	-0.7528	-0.412	4	3	77.76	-7.1903	4	-0.105411913302772	0.5714285714285714	170.56	2.0	0.5714285714285714
G5	C(CO)(CC(C)(CCO)O)=O	JZYBZAVWIOSEOB	162.089208928	C7H14O4	7	14	4	-0.7528	-0.412	4	3	77.76	-4.8408	4	-0.1054119133027723	0.5714285714285714	171.34	2.0	0.5714285714285714
G5	C(C)(C(C(C)(CCO)O)O)=O	ZNCLUPLHILULRS	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-0.835	4	-0.1076767805449852	0.5714285714285714	162.47	2.0	0.5714285714285714
G5	C(CO)(CC(CO)(C)O)=O	GRCKFGQFRRODIE	148.073558864	C6H12O4	6	12	4	-1.2072	-0.142	4	3	77.76	-4.5919	4	0.2732365116624831	0.6666666666666666	151.3	2.0	0.6666666666666666
G5	C(C)(C(C(CO)(C)O)O)=O	CBUKMSAKZIPOGL	148.073558864	C6H12O4	6	12	4	-1.3023	-0.25	4	3	77.76	-1.312	4	0.2709716444202704	0.6666666666666666	142.31	2.0	0.6666666666666666
G5	C(CO)(CC(C(C(O)=O)=C)O)=O	GFGZQEANRJRNTB	174.05282342	C7H10O5	7	10	5	-1.0621	-0.348	5	3	94.83	-5.4293	5	-0.0868818128683387	0.7142857142857143	166.15	1.4285714285714286	0.7142857142857143
G5	C(C)(C(C(C(C(O)=O)=C)O)O)=O	AAFXXWOEKYBOBQ	174.05282342	C7H10O5	7	10	5	-1.1572	-0.456	5	3	94.83	-3.6449	5	-0.0891466801105516	0.7142857142857143	160.57	1.4285714285714286	0.7142857142857143
G5	C(C(CC)(CC(CO)=O)O)(O)=O	BCDQLDFKQMUUMM	176.068473484	C7H12O5	7	12	5	-1.1024	-0.394	5	3	94.83	-0.99267	5	-0.2663503698968157	0.7142857142857143	171.7	1.7142857142857142	0.7142857142857143
G5	C(C(CC)(C(C(C)=O)O)O)(O)=O	PKWBTAZEMSFSAP	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	2.9492	5	-0.2686152371390278	0.7142857142857143	164.08	1.7142857142857142	0.7142857142857143
G5	C(C(C(C)C(C)(CO)O)=O)(O)=O	DRDQRQJNJSXPQT	176.068473484	C7H12O5	7	12	5	-1.3385	-0.284	5	3	94.83	-7.3426	5	-0.16292669893045	0.7142857142857143	163.18	1.7142857142857142	0.7142857142857143
G5	C(CO)(CC(C)(C(C)O)O)=O	UAENSFHMGSBELV	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-0.7	4	-0.107676780544985	0.5714285714285714	162.69	2.0	0.5714285714285714
G5	C(C)(C(C(C)(C(C)O)O)O)=O	GQEFYZCPQRWDJH	162.089208928	C7H14O4	7	14	4	-0.943	-0.628	4	3	77.76	2.1957	4	-0.1099416477871979	0.5714285714285714	156.4	2.0	0.5714285714285714
G5	C(C(C)O)(CC(CO)(C)O)=O	DTIZBJTVGUZJQE	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	-6.071	4	-0.1076767805449847	0.5714285714285714	162.15	2.0	0.5714285714285714
G5	C(CO)(CC(CO)(CC)O)=O	LZYVUVLHMKYXNE	162.089208928	C7H14O4	7	14	4	-0.7528	-0.412	4	3	77.76	-1.7915	4	-0.105411913302772	0.5714285714285714	167.28	2.0	0.5714285714285714
G5	C(C)(C(C(CO)(CC)O)O)=O	DVGUTGJLVPHTNO	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	1.6984	4	-0.107676780544985	0.5714285714285714	159.1	2.0	0.5714285714285714
G5	C(C(C(CO)(C)O)O)(CC)=O	VFSGTONRQYBEKG	162.089208928	C7H14O4	7	14	4	-0.8479	-0.52	4	3	77.76	0.30533	4	-0.1076767805449845	0.5714285714285714	163.23	2.0	0.5714285714285714
G5	C(CO)(C(C)C(CO)(C)O)=O	XYFMUBRGRUHKDH	162.089208928	C7H14O4	7	14	4	-0.9889	-0.302	4	3	77.76	0.17043	4	-0.0019882423364066	0.5714285714285714	161.9	2.0	0.5714285714285714
G5	C(C(C=C)(CC(CO)=O)O)(O)=O	AZWVOOFPXVUQBX	174.05282342	C7H10O5	7	10	5	-1.2879	-0.333	5	3	94.83	-6.2519	5	-0.0868818128683389	0.7142857142857143	165.27	1.4285714285714286	0.7142857142857143
G5	C(C(C=C)(C(C(C)=O)O)O)(O)=O	DMOYPJPWYKWKJW	174.05282342	C7H10O5	7	10	5	-1.383	-0.441	5	3	94.83	-2.6563	5	-0.0891466801105514	0.7142857142857143	160.12	1.4285714285714286	0.7142857142857143
G5	C(CO)(CC(C(CC)O)O)=O	NFJNIZSSNWGYBL	162.089208928	C7H14O4	7	14	4	-0.7741	-0.681	4	3	77.76	-2.7342	4	-0.104225234979027	0.5714285714285714	163.68	2.0	0.5714285714285714
G5	C(C)(C(C(C(CC)O)O)O)=O	YPZAGVDXOYZFLV	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	-0.30237	4	-0.1064901022212395	0.5714285714285714	160.49	2.0	0.5714285714285714
G5	C(CO)(CC(CCCO)O)=O	YZYGPHOGSUNNMM	162.089208928	C7H14O4	7	14	4	-0.679	-0.573	4	3	77.76	-7.0744	4	-0.1019603677368143	0.5714285714285714	171.7	2.0	0.5714285714285714
G5	C(C)(C(C(CCCO)O)O)=O	LCJVIWRHNVSTSN	162.089208928	C7H14O4	7	14	4	-0.7741	-0.681	4	3	77.76	-5.8889	4	-0.1042252349790272	0.5714285714285714	167.2	2.0	0.5714285714285714
G5	C(C(CCO)C(C)(CO)O)=O	ROYLBPWMPALPRM	162.089208928	C7H14O4	7	14	4	-1.0749	-0.358	4	3	77.76	-7.8477	4	0.0014633032295511	0.5714285714285714	161.92	2.0	0.5714285714285714
G5	C(CC1(C(C(CC1O)O)O)O)=O	MMXDICYIQINPOI	176.068473484	C7H12O5	7	12	5	-2.085	-0.371	5	4	97.99	-1.8493	5	0.7399074798789814	0.7142857142857143	159.75	1.7142857142857142	0.7142857142857143
G5	C(CC(C(CO)C(C=O)O)O)=O	OUTPSOONCVTDKA	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-2.4668	5	0.5225338911981549	0.7142857142857143	163.21	1.7142857142857142	0.7142857142857143
G5	C(C(CO)C(C(CC=O)O)O)=O	XQANVGVJRDORSN	176.068473484	C7H12O5	7	12	5	-2.2352	-0.335	5	3	94.83	-2.5744	5	0.5225338911981551	0.7142857142857143	165.5	1.7142857142857142	0.7142857142857143
G5	C(CC(CC(CCO)O)O)=O	CPHUXXKBQFVUCH	162.089208928	C7H14O4	7	14	4	-0.8601	-0.737	4	3	77.76	-4.3048	4	-0.1007736894130692	0.5714285714285714	163.72	2.0	0.5714285714285714
G5	C(CC(CC(C(C=O)O)O)O)=O	GSIMUYGDFJQDBE	176.068473484	C7H12O5	7	12	5	-2.0942	-0.553	5	3	94.83	-2.2663	5	0.4168453529895768	0.7142857142857143	165.41	1.7142857142857142	0.7142857142857143
G5	C(CC(C(C(CC=O)O)O)O)=O	PRAXVFMLTOIPRM	176.068473484	C7H12O5	7	12	5	-2.0942	-0.553	5	3	94.83	-2.3043	5	0.4168453529895766	0.7142857142857143	165.57	1.7142857142857142	0.7142857142857143
G5	C(CC(CC(CO)(CO)O)O)=O	CBHAJAUVVPHQHX	178.084123548	C7H14O5	7	14	5	-1.8606	-0.069	5	4	97.99	-6.6093	5	0.5555549215153458	0.7142857142857143	170.15	2.0	0.7142857142857143
G5	C(CC(CO)(C(C(C)O)O)O)=O	ZDLVNORXXJJYHS	178.084123548	C7H14O5	7	14	5	-1.9557	-0.177	5	4	97.99	-5.6091	5	0.5532900542731333	0.7142857142857143	166.23	2.0	0.7142857142857143
G5	C(C(C(C)O)O)(C(C(C)O)O)=O	ZCYCKVBRHFPPIS	178.084123548	C7H14O5	7	14	5	-1.891	-0.39	5	4	97.99	-0.12816	5	0.5510251870309208	0.7142857142857143	170.36	2.0	0.7142857142857143
G5	C(CC(C(CO)CO)O)=O	PFKBQYVPOPJVSC	148.073558864	C6H12O4	6	12	4	-1.4555	-0.249	4	3	77.76	-3.8012	4	0.3835632737607645	0.6666666666666666	143.23	2.0	0.6666666666666666
G5	C(CC(CO)(C(CO)O)O)=O	IDBTYBMNHBMAOU	164.068473484	C6H12O5	6	12	5	-2.315	0.201	5	4	97.99	-5.2062	5	0.9342033464806008	0.8333333333333334	151.89	2.0	0.8333333333333334
G5	C(C(C(C)O)O)(C(CO)O)=O	IWASYLACXSGJPG	164.068473484	C6H12O5	6	12	5	-2.2503	-0.012	5	4	97.99	-0.13089	5	0.9319384792383888	0.8333333333333334	151.9	2.0	0.8333333333333334
G5	C(C(CO)=O)(C(C(C)O)O)=O	WYPQOONMPKQEMR	162.05282342	C6H10O5	6	10	5	-2.2815	-0.063	5	3	94.83	-3.4468	5	0.7908555540651285	0.8333333333333334	150.27	1.6666666666666667	0.8333333333333334
G5	C(C)(C(C(CO)O)(CC=O)O)=O	LLWOEOKJWRCJIR	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-0.7143	5	0.4122071290998735	0.7142857142857143	164.61	1.7142857142857142	0.7142857142857143
G5	C(C(C)(CC=O)O)(C(CO)O)=O	IZRRNNSEKFOZTM	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	0.17312	5	0.4122071290998735	0.7142857142857143	167.61	1.7142857142857142	0.7142857142857143
G5	C(C(C(CO)O)=O)(CC(C)O)=O	LKCQCQLYXDKAKU	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-7.7936	5	0.4122071290998735	0.7142857142857143	165.64	1.7142857142857142	0.7142857142857143
G5	C(CC(C(CC(C)O)O)O)=O	CMEMHYXPCDDZPL	162.089208928	C7H14O4	7	14	4	-0.9552	-0.845	4	3	77.76	-5.4531	4	-0.1030385566552819	0.5714285714285714	162.38	2.0	0.5714285714285714
G5	C(CC(C(CC=O)O)O)(O)=O	GKZSNHCHIRPUAP	162.05282342	C6H10O5	6	10	5	-1.6641	-0.449	5	3	94.83	-1.0839	5	0.1169362789581426	0.8333333333333334	148.5	1.6666666666666667	0.8333333333333334
G5	C(CC(C(C(CO)=O)O)O)=O	DPJVCISCLBZLDP	162.05282342	C6H10O5	6	10	5	-2.3675	-0.119	5	3	94.83	-0.51952	5	0.7943070996310865	0.8333333333333334	150.94	1.6666666666666667	0.8333333333333334
G5	C(CC(CO)(C(C=O)O)O)=O	IEHDXMKHICIRFU	162.05282342	C6H10O5	6	10	5	-2.5273	-0.014	5	3	94.83	-5.3043	5	0.7943070996310865	0.8333333333333334	147.5	1.6666666666666667	0.8333333333333334
G5	C(C(C(C(C(C)O)O)=O)O)=O	BHIQKDNSGQRBRS	162.05282342	C6H10O5	6	10	5	-2.4626	-0.227	5	3	94.83	-2.3908	5	0.7920422323888741	0.8333333333333334	148.14	1.6666666666666667	0.8333333333333334
G5	C(C(CO)(C(CC=O)O)O)=O	KMZKNPYVLFCBJR	162.05282342	C6H10O5	6	10	5	-2.5273	-0.014	5	3	94.83	-2.1049	5	0.7943070996310865	0.8333333333333334	147.69	1.6666666666666667	0.8333333333333334
G5	C(CC(C(CO)O)O)=O	ASJSAQIRZKANQN	134.0579088	C5H10O4	5	10	4	-1.7689	-0.197	4	3	77.76	-2.4886	4	0.6565231605174416	0.8	126.56	2.0	0.8
G5	C(C(C)(C(C)(CC=O)O)O)(O)=O	UJIRRRHUFRACNJ	176.068473484	C7H12O5	7	12	5	-1.3573	-0.397	5	3	94.83	1.5957	5	-0.2686152371390278	0.7142857142857143	163.26	1.7142857142857142	0.7142857142857143
G5	C(C(C(CC(C)O)=O)(C)O)(O)=O	GIBMYQJXIJXQOR	176.068473484	C7H12O5	7	12	5	-1.1975	-0.502	5	3	94.83	-1.8242	5	-0.268615237139028	0.7142857142857143	165.78	1.7142857142857142	0.7142857142857143
G5	C(CC(C(C)O)(CC=O)O)(O)=O	UIGGUENKCFGBFO	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-1.2207	5	-0.2651636915730702	0.7142857142857143	164.91	1.7142857142857142	0.7142857142857143
G5	C(C(C(C(C)O)=O)C(C)O)(O)=O	XERRMDUDRIMLPX	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-1.4103	5	-0.1617400206067043	0.7142857142857143	165.7	1.7142857142857142	0.7142857142857143
G5	C(C(C)C(CO)(CC=O)O)(O)=O	TYLVLTDKHHBQLN	176.068473484	C7H12O5	7	12	5	-1.4245	-0.34	5	3	94.83	-3.0925	5	-0.159475153364492	0.7142857142857143	162.78	1.7142857142857142	0.7142857142857143
G5	C(C(C(C(C(C)O)O)=O)C)(O)=O	YFMPSVMUBHDPID	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-2.3374	5	-0.1617400206067043	0.7142857142857143	168.12	1.7142857142857142	0.7142857142857143
G5	C(CC(CC)(C(C(O)=O)O)O)=O	GZKDWWFFIVEBHT	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	0.32144	5	-0.2651636915730702	0.7142857142857143	162.84	1.7142857142857142	0.7142857142857143
G5	C(C(C(C(C)C(C)O)=O)O)(O)=O	LAYCPLNHIOCPJX	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-0.49764	5	-0.1617400206067043	0.7142857142857143	166.85	1.7142857142857142	0.7142857142857143
G5	C(CC(CC(C(CO)O)=O)O)=O	RFAXTEDHRIUXSC	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-0.67946	5	0.4156586746658315	0.7142857142857143	166.25	1.7142857142857142	0.7142857142857143
G5	C(CC(C(CO)O)(CC=O)O)=O	CBFOKEKSFJAASQ	176.068473484	C7H12O5	7	12	5	-2.0729	-0.284	5	3	94.83	-2.1548	5	0.4156586746658315	0.7142857142857143	166.73	1.7142857142857142	0.7142857142857143
G5	C(CC(C(C)O)(C(C=O)O)O)=O	ZWIRVMBWWHTRNB	176.068473484	C7H12O5	7	12	5	-2.168	-0.392	5	3	94.83	-2.2825	5	0.4133938074236188	0.7142857142857143	163.38	1.7142857142857142	0.7142857142857143
G5	C(CC(C(C(C(C)O)=O)O)O)=O	MZTLOGFHKWTTQY	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-2.3168	5	0.4133938074236186	0.7142857142857143	167.67	1.7142857142857142	0.7142857142857143
G5	C(CC(CO)(C(C(C)=O)O)O)=O	PZLXLRJPTYMEMW	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-4.0248	5	0.4122071290998733	0.7142857142857143	164.85	1.7142857142857142	0.7142857142857143
