Generation	Inchi	Smiles	Energy	Molecular Formula	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	ICEDUSZAUATPIS	C(C1(C(C(C(O)=O)NC1)O)O)=O	102.401	C6H9NO5	175.048074	-5.1577	0.273	6	4	106.86	0.70775
G4	MXNSOMYBWKKLDR	C(C(CO)(C(C(C(O)=O)N)O)N)=O	125.772	C6H12N2O5	192.074623	-7.9356	0.466	7	5	146.87	-9.0876
G4	RGOLNWCEPVTLQJ	C(C(CN)(C(C(C(O)=O)N)O)O)=O	116.442	C6H12N2O5	192.074623	-7.9356	0.466	7	5	146.87	-7.1887
G4	NXTHZBADARDKFK	C(C(CC(C(O)=O)=O)N)(O)=O	40.9086	C5H7NO5	161.032424	-4.4116	-0.073	6	3	117.69	-22.651
G4	RMMONOWBVIKRSI	C(C(C=C(C=O)N)N)(O)=O	49.3353	C5H8N2O3	144.053493	-5.7648	-0.433	5	3	106.41	-9.6294
G4	PHSBINGCQDHSRR	C(C(C(C(O)=O)NCCO)N)=O	102.768	C6H12N2O4	176.079708	-6.6553	0.23	6	4	112.65	-0.69912
G4	HCWWREZSDSGKSK	C(C(C(C(O)=O)NCC(O)=O)N)=O	105.286	C6H10N2O5	190.058973	-7.0049	0.248	7	4	129.72	-3.5353
G4	ZCSJSPMOQXRTPZ	C(C(C(C(C(O)=O)N)N)N)=O	114.937	C5H11N3O3	161.080042	-9.5141	-0.008	6	4	132.43	-8.9293
G4	RMPRZRJMSJLHAV	C(C(C(C(C=O)O)N)N)(O)=O	107.037	C5H10N2O4	162.064058	-7.3895	0.068	6	4	126.64	-8.0495
G4	VIVJELYGFZQFJG	C(C(C(C(C(O)=O)O)N)N)(O)=O	110.425	C5H10N2O5	178.058973	-7.5268	0.301	7	5	146.87	-4.7388
G4	WAGCRSSCYXAZKL	C(C(C(C(CN)O)N)N)(O)=O	90.3334	C5H13N3O3	163.095692	-9.3018	0.207	6	5	135.59	-5.8975
G4	MKPKBIHUKYCAED	C(C(C(CO)N)NCC=O)(O)=O	111.837	C6H12N2O4	176.079708	-6.6553	0.23	6	4	112.65	-4.1142
G4	XCXUZPXOFFRGGP	C(C(CC(C=O)O)N)(O)=O	43.3743	C5H9NO4	147.053159	-4.2431	-0.255	5	3	100.62	-13.792
G4	KSDGDHAVXIWIQE	C(C(C(C=O)O)NCCN)(O)=O	86.1455	C6H12N2O4	176.079708	-6.6553	0.23	6	4	112.65	-3.218
G4	XJBFSVCWWOWTIY	C(C1C(C(C(N1)=O)O)O)(O)=O	60.4737	C5H7NO5	161.032424	-2.8195	0.108	6	4	106.86	-2.887
G4	AFXDYGXNQVSAPF	C(C(C(C(C=O)N)O)N)(O)=O	97.2552	C5H10N2O4	162.064058	-7.3895	0.068	6	4	126.64	-7.7695
G4	NXQTXMVQLQWSEF	C(C(C(C(C=O)O)O)N)(O)=O	76.5048	C5H9NO5	163.048074	-5.2649	0.144	6	4	120.85	-7.5426
G4	YJTLYALIYQJAFP	C(CC(CO)O)(NCCN)=O	12.8575	C6H14N2O3	162.100443	-2.3033	0.046	5	4	95.58	-4.3118
G4	MEJRUMCYGZDPRS	C(C(C(CO)O)O)(NCCN)=O	57.6066	C6H14N2O4	178.095358	-3.3251	0.445	6	5	115.81	-2.1679
G4	APCDJAFTHLPEKO	C(C(C(CO)O)O)(N)=O	36.9322	C4H9NO4	135.053159	-2.7584	0.23	5	4	103.78	1.5731
G4	NFFPKRVXIPSSQR	C(C(C(C(CO)O)O)O)(N)=O	58.0533	C5H11NO5	165.063724	-3.3258	0.359	6	5	124.01	2.0553
G4	DAGMTYVFKMTZSH	C(CNC(C(C(CO)O)O)=O)=O	459.395	C6H11NO5	177.063724	-3.1396	0.306	6	4	106.86	-1.6998
G4	ZALQCZZSYUATIC	C(CC(CO)O)(NCCO)=O	14.9809	C6H13NO4	163.084459	-1.9055	0.122	5	4	89.79	-1.5217
G4	YTHUNUQRHVQMOK	C(C(C(CO)O)O)(NCCO)=O	59.7086	C6H13NO5	179.079374	-2.9273	0.521	6	5	110.02	0.59046
G4	LLVGGXSIJJWQFB	C(CNC(CC(CO)O)=O)(O)=O	8.62424	C6H11NO5	177.063724	-2.2551	0.14	6	4	106.86	-6.5628
G4	IJSMKXBGOVFUMR	C(C(CO)N)(CC(CO)=O)=O	58.845	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-12.78
G4	ACEBXNQWAVBBLQ	C(C(CO)=O)(CC(CO)N)=O	510.742	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-10.969
G4	HTPCMKNTPHQSJB	C(C(CO)N)(CC(CN)=O)=O	73.5025	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	-10.674
G4	SVVSGHPLYTUVQX	C(C(CN)=O)(CC(CO)N)=O	74.6144	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	-12.018
G4	OEWRBTMFVDTTPT	C(C(CO)=O)(C(CO)CN)=O	45.4709	C6H11NO4	161.068809	-2.7252	0.187	5	3	100.62	-3.4533
G4	ZRCQNWUFVNHOTM	C(C(CO)C(C(CN)=O)O)=O	53.0563	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-2.2879
G4	UHLTZHHMZHKASI	C(C(CN)=O)(C(CO)CO)=O	55.8026	C6H11NO4	161.068809	-2.7252	0.187	5	3	100.62	-5.79
G4	APSVCGFBKMNGFG	C(C(CN)O)(CC(CO)=O)=O	49.4458	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-7.1835
G4	ADVFXVXYLPVHSX	C(CCN)(C(C(CO)=O)O)=O	54.7131	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	1.5403
G4	GVFWSHBEMBBCOE	C(C(CN)=O)(C(CN)CO)=O	59.0818	C6H12N2O3	160.084793	-3.123	0.111	5	3	106.41	-4.34
G4	JDNWLCFSEYIORV	C(C(CN)C(C(CN)=O)O)=O	53.9354	C6H12N2O3	160.084793	-3.3041	-0.053	5	3	106.41	-2.1061
G4	SPRCDARSHNNDCX	C(C(CN)C(C(CO)=O)N)=O	56.489	C6H12N2O3	160.084793	-3.3041	-0.053	5	3	106.41	-4.0563
G4	KJLKJKRJQAOIRM	C(CN)(C(CC(CN)=O)O)=O	83.2121	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	1.5588
G4	ORCZPHYEBXTUCR	C(C(CN)O)(CC(CN)=O)=O	60.5342	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	-4.8116
G4	GJBNGFRZPMWHOU	C(CCN)(C(C(CN)=O)O)=O	69.3384	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	0.59102
G4	GNORGKJEZRSQLB	C(CO)(C(CC(CN)=O)N)=O	84.3816	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	-3.1259
G4	KTHNDOLPEPYJGJ	C(CCN)(C(C(CO)=O)N)=O	81.488	C6H12N2O3	160.084793	-2.982	-0.107	5	3	106.41	-1.3695
G4	XYVWFGWOGXGWEW	C(CO)(C(CC(CO)=O)N)=O	70.0433	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-6.0415
G4	HQHHOHPUFRRQRY	C(CCO)(C(C(CO)=O)N)=O	85.0173	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-2.9811
G4	SQXFGCCBCVKDJF	C(CC(C=O)N)(C(CN)O)=O	73.896	C6H12N2O3	160.084793	-3.1631	-0.271	5	3	106.41	-2.9807
G4	BWFODDSUVICFTO	C(C(C(CO)O)=O)(CCN)=O	53.1075	C6H11NO4	161.068809	-2.5842	-0.031	5	3	100.62	-5.0269
G4	QITKULPFPRRXTG	C(CO)(C(CN)C(C=O)N)=O	47.5677	C6H12N2O3	160.084793	-3.3041	-0.053	5	3	106.41	-1.9063
G4	JTXXJKVBTBMEQI	C(C(C(CC(CO)N)=O)N)=O	72.6092	C6H12N2O3	160.084793	-3.1631	-0.271	5	3	106.41	-10.873
G4	KQOUHFWCLVPBET	C(C(CC(C(CN)O)N)=O)=O	81.2929	C6H12N2O3	160.084793	-3.1631	-0.271	5	3	106.41	-2.7934
G4	CFIPTNRUUCHLRU	C(C(CC(C(CO)O)N)=O)=O	77.6759	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-2.7926
G4	XWDFYPOVMZNPBP	C(C(CO)O)(C(C(C)=O)N)=O	99.5432	C6H11NO4	161.068809	-2.6793	-0.139	5	3	100.62	-6.3781
G4	OGOOLELVTMLOGV	C(CC(C(C(CO)N)O)=O)=O	63.7545	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-4.4812
G4	CWKBVHWILPQTCU	C(C(C(CC(CO)N)=O)O)=O	49.4259	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-8.2287
G4	LEZZEBDLIZQRAE	C(C(CO)C(C=O)(CO)N)=O	53.9013	C6H11NO4	161.068809	-3.0661	0.128	5	3	100.62	-4.525
G4	JRZDQZPYOMRFTQ	C(C(CN)C(C=O)(CO)N)=O	1033.68	C6H12N2O3	160.084793	-3.4639	0.052	5	3	106.41	-4.6502
G4	JDEDNNHXTVNEMF	C(C(C(C(CO)N)=O)CO)(O)=O	8.29065	C6H11NO5	177.063724	-4.7704	0.256	6	4	120.85	-6.386
G4	PXKBTWFBYQZFAG	C(C(C(C(CO)N)=O)CN)=O	44.8135	C6H12N2O3	160.084793	-3.3041	-0.053	5	3	106.41	-8.0024
G4	WFZAMFNXKODPGN	C(C(CO)(CC(CN)=O)N)=O	81.6465	C6H12N2O3	160.084793	-3.1418	-0.002	5	3	106.41	-8.3971
G4	AZJKZRMPDHWMAJ	C(C(C(CCN)=O)(CO)N)=O	82.4535	C6H12N2O3	160.084793	-3.1418	-0.002	5	3	106.41	-4.5146
G4	NJKOOYATENVLBQ	C(C(CO)C(C=O)(CN)O)=O	702.458	C6H11NO4	161.068809	-3.0661	0.128	5	3	100.62	-2.644
G4	DJBDURHSSPUZDP	C(C(CN)C(C(O)=O)(CO)O)=O	685.339	C6H11NO5	177.063724	-4.9302	0.361	6	4	120.85	-1.2368
G4	GEEFFRAZIZMKFL	C(C(CN)C(C=O)(CN)O)=O	712.607	C6H12N2O3	160.084793	-3.4639	0.052	5	3	106.41	-2.4601
G4	PGRMQTPYEZFNKS	C(C(CO)(CC(CN)=O)O)(O)=O	59.6766	C6H11NO5	177.063724	-4.6081	0.307	6	4	120.85	-2.3422
G4	PNBJJVFZRIUXAE	C(C(C(C(CN)O)=O)CO)(O)=O	0.566797	C6H11NO5	177.063724	-4.7704	0.256	6	4	120.85	-0.80357
G4	QGVSLMMVPZGCCZ	C(C(C(CCN)=O)(CO)O)(O)=O	50.5234	C6H11NO5	177.063724	-4.6081	0.307	6	4	120.85	0.46262
G4	LRGCEWKFMAIEIW	C(C(C(C)=O)C(CN)O)(O)=O	-21.4696	C6H11NO4	161.068809	-3.8437	-0.251	5	3	100.62	-1.8665
G4	ARKJESPBUKHSFP	C(C(CN)(CC(CN)=O)O)=O	67.8648	C6H12N2O3	160.084793	-3.1418	-0.002	5	3	106.41	-2.8736
G4	FELFMCSYCNXABL	C(C(C(CCN)=O)(CN)O)=O	82.6743	C6H12N2O3	160.084793	-3.1418	-0.002	5	3	106.41	-1.5277
G4	KBMGKKAMSNTCJC	C(C(C(C(CN)O)=O)CN)=O	41.078	C6H12N2O3	160.084793	-3.3041	-0.053	5	3	106.41	-2.1061
G4	MPNXBYZGBOFHHU	C(C(CN)(CC(CO)=O)O)=O	52.2341	C6H11NO4	161.068809	-2.744	0.074	5	3	100.62	-5.232
G4	XJUIUFLJRAQQGK	C(C(C(CCO)=O)(CN)O)=O	67.3497	C6H11NO4	161.068809	-2.744	0.074	5	3	100.62	-3.3002
G4	MBZDAVUFHUXAKO	C(C(C(C(CO)O)=O)CN)=O	29.7948	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-2.0865
G4	NJJDTNCDSBGFHJ	C(C(C(C(CN)O)=O)CO)=O	29.5237	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-2.0587
G4	GVPILTCFSQMMAM	C(C(C(CCN)=O)(CO)O)=O	50.3271	C6H11NO4	161.068809	-2.744	0.074	5	3	100.62	-1.4922
G4	RAZPPUMOTGTIKT	C(CN)(C(C(CO)=O)CO)=O	35.2793	C6H11NO4	161.068809	-2.7252	0.187	5	3	100.62	0.92569
G4	KBKDATCIUHDNBM	C(CN)(C(C(CN)=O)CO)=O	47.8095	C6H12N2O3	160.084793	-3.123	0.111	5	3	106.41	0.086354
G4	OUMYIRLXZDIGMN	C(C(C(CN)=O)C(CO)N)=O	44.0386	C6H12N2O3	160.084793	-3.3041	-0.053	5	3	106.41	-6.0625
G4	YOGXPSGTQNKHLT	C(C)(C(C(CN)=O)(CO)O)=O	88.6376	C6H11NO4	161.068809	-2.658	0.13	5	3	100.62	0.30535
G4	PHWATGIULNVCFW	C(C(C(CO)N)(CC=O)O)=O	64.7436	C6H11NO4	161.068809	-2.9251	-0.09	5	3	100.62	-6.6042
G4	WGUOOIANQNMLFN	C(C(C(C)=O)(C(CO)N)O)=O	78.6204	C6H11NO4	161.068809	-2.8391	-0.034	5	3	100.62	-4.6236
G4	JMEGTFODTPNJNY	C(C(C(CO)=O)C(CO)N)=O	31.9927	C6H11NO4	161.068809	-2.9063	0.023	5	3	100.62	-5.0655
G4	GQVNSVTZSDSSAC	C(CC(C(O)=O)N)(C(CN)O)=O	61.8284	C6H12N2O4	176.079708	-6.754	-0.038	6	4	126.64	-11.912
G4	GTEFKYBQGSZXDS	C(C(C(CC(CN)O)=O)N)(O)=O	59.7621	C6H12N2O4	176.079708	-6.754	-0.038	6	4	126.64	-5.9766
G4	DFOHORMBFQVULU	C(C(CO)C(C(O)=O)N)=O	19.7707	C5H9NO4	147.053159	-4.3841	-0.037	5	3	100.62	-8.9106
G4	LLSFRTXGVXLDFC	C(C(C(CO)O)C(C(O)=O)N)=O	43.9357	C6H11NO5	177.063724	-4.9515	0.092	6	4	120.85	-8.7669
G4	YLFOUWREMSVNLT	C(CO)(C(CO)C(C(O)=O)N)=O	559.444	C6H11NO5	177.063724	-4.7704	0.256	6	4	120.85	-5.4696
G4	XCWYFPYAGYNRNE	C(C(CN)C(C(O)=O)N)=O	28.6863	C5H10N2O3	146.069143	-6.5087	-0.113	5	3	106.41	-8.9123
G4	MKMWXXXFGYQTHN	C(CO)(C(CN)C(C(O)=O)N)=O	45.02	C6H12N2O4	176.079708	-6.895	0.18	6	4	126.64	-5.7364
G4	CZXJONPSQGPJJR	C(C(C(C(CO)CO)=O)N)(O)=O	44.6263	C6H11NO5	177.063724	-4.7704	0.256	6	4	120.85	-8.6375
G4	SURWICONOPIANU	C(C(CC(CN)=O)N)(O)=O	56.3255	C5H10N2O3	146.069143	-6.1866	-0.167	5	3	106.41	-12.473
G4	LEHXYVYSBAOJMI	C(CCN)(C(C(O)=O)N)=O	49.1027	C5H10N2O3	146.069143	-6.1866	-0.167	5	3	106.41	-7.0495
G4	BCQSGIYMJODINX	C(CC(C(O)=O)N)(C(CO)N)=O	80.1068	C6H12N2O4	176.079708	-6.754	-0.038	6	4	126.64	-15.251
G4	LFMUECQCCVMNBN	C(C(C(CC(CO)N)=O)N)(O)=O	74.9555	C6H12N2O4	176.079708	-6.754	-0.038	6	4	126.64	-13.378
G4	UAVMJKVHOCDMCC	C(C(CC(C(CN)O)N)=O)(O)=O	77.1863	C6H12N2O4	176.079708	-6.754	-0.038	6	4	126.64	-10.587
G4	ZZHMTCJABGYARS	C(C(CC(CO)N)=O)(O)=O	44.1483	C5H9NO4	147.053159	-4.062	-0.091	5	3	100.62	-17.844
G4	BNAZJFATMQJGAY	C(C(CC(C(CO)O)N)=O)(O)=O	64.4748	C6H11NO5	177.063724	-4.6294	0.038	6	4	120.85	-10.575
G4	LICLJEIEWBVVBW	C(CC(C(C(CO)N)O)=O)(O)=O	29.1436	C6H11NO5	177.063724	-4.6294	0.038	6	4	120.85	-6.9986
G4	JGGFTKRBBQFELA	C(C(C(CC(CO)N)=O)O)(O)=O	44.9952	C6H11NO5	177.063724	-4.6294	0.038	6	4	120.85	-6.3317
G4	BOEVFSHHYADGHF	C(C(C(CC(CO)=O)N)N)=O	78.9473	C6H12N2O3	160.084793	-3.1631	-0.271	5	3	106.41	-4.9995
G4	CCNHXUOYTNIIJI	C(C(C(CC(CO)=O)N)O)=O	68.3502	C6H11NO4	161.068809	-2.7653	-0.195	5	3	100.62	-4.036
G4	YDBWKEOXBKHTMG	C(CC(C(C(O)=O)O)N)=O	46.8742	C5H9NO4	147.053159	-4.2431	-0.255	5	3	100.62	-0.64827
G4	KRDJZIDMBBHZEW	C(CC(C(C(C(O)=O)O)N)O)=O	63.3581	C6H11NO5	177.063724	-4.8105	-0.126	6	4	120.85	-0.30581
G4	MDPKFGIAWONVIQ	C(C(C(CC(CO)=O)N)O)(O)=O	70.4145	C6H11NO5	177.063724	-4.6294	0.038	6	4	120.85	-0.772
G4	DIZNKAPLWBUPPM	C(C(C(C(C(C)=O)O)N)O)(O)=O	95.432	C6H11NO5	177.063724	-4.7245	-0.07	6	4	120.85	1.8494
G4	SHHMTZHZCWZVGV	C(CC1C(C(C(O)O1)N)O)=O	52.8212	C6H11NO4	161.068809	-2.2664	-0.439	5	3	92.78	-1.4708
G4	UNELFYNLVVTCRN	C(C)(C1C(C(C(O1)O)N)O)=O	394.527	C6H11NO4	161.068809	-2.1804	-0.383	5	3	92.78	1.0553
G4	RFNFJVJUNLVLMU	C(CN)(C1C(O)OCC1O)=O	18.7833	C6H11NO4	161.068809	-2.3104	-0.057	5	3	92.78	0.3865
G4	SEUHWTRNLYQXMM	C1(C(CO)OC(C(C1)N)O)=O	457.007	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	0.50392
G4	KZLQGJQONDFQFJ	C1(C(C(O)OC(CO)C1)N)=O	61.0622	C6H11NO4	161.068809	-2.0228	-0.275	5	3	92.78	-4.8132
G4	ZRUXLPQRZCZOMF	C1(C(COC(C(C1)N)O)O)=O	59.0166	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	0.72873
G4	FZIDPOKOYPEPIH	C1(C(C(C(O)OCC1)N)O)=O	730.342	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	1.0484
G4	OWYYBXUDUIOUQA	C1(C(C(O)OCC(C1)O)N)=O	69.7752	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	-0.45842
G4	NRJRCJOZSBAZRE	C1(COC(C(C(C1)O)N)O)=O	60.6924	C6H11NO4	161.068809	-1.9309	-0.275	5	3	92.78	2.5241
G4	NSACLYPTAGBTBO	C(C)(C(C(CN)N)O)=O	69.2541	C5H12N2O2	132.089878	-2.4785	-0.293	4	3	89.34	1.0618
G4	KFEXKPPXODJZGJ	C(CO)(CC(CN)N)=O	44.117	C5H12N2O2	132.089878	-2.3834	-0.185	4	3	89.34	-3.0675
G4	CYBIHKQPWISYMF	C(C(CN)N)(CCO)=O	50.1912	C5H12N2O2	132.089878	-2.3834	-0.185	4	3	89.34	-4.0226
G4	GPRSKFKUWBPWSO	C(C(CO)O)(CC(CN)N)=O	68.2293	C6H14N2O3	162.100443	-2.9508	-0.056	5	4	109.57	0.39742
G4	JKXSMNSOYKORIQ	C(C(C(CN)N)O)(CCO)=O	72.6587	C6H14N2O3	162.100443	-2.9508	-0.056	5	4	109.57	-0.86105
G4	FNCFWADAVPEFTL	C(C(CN)N)(CC(CO)O)=O	65.8497	C6H14N2O3	162.100443	-2.9508	-0.056	5	4	109.57	-5.4914
G4	DSVFPBJEJRCOKY	C(CCO)(C(CO)(CN)O)=O	76.6693	C6H13NO4	163.084459	-2.5317	0.289	5	4	103.78	-0.9775
G4	JGWHKXXVPPPJHL	C(C(CO)O)(C(CO)CN)=O	46.2259	C6H13NO4	163.084459	-2.694	0.238	5	4	103.78	0.16273
G4	JBFPDVCEUFWJSJ	C(CN)(C(CN)CO)=O	39.2564	C5H12N2O2	132.089878	-2.5244	0.033	4	3	89.34	-0.27
G4	LHEDLNHUQVZDRI	C(CN)(C(CN)C(CO)O)=O	53.0754	C6H14N2O3	162.100443	-3.0918	0.162	5	4	109.57	-0.17222
G4	USIZCZAKFUCDFQ	C(CC=C(C(CN)O)N)=O	67.0261	C6H12N2O2	144.089878	-1.5072	-0.721	4	3	89.34	-2.2442
G4	LYPNAQZVVVUWMN	C(C(C(CN)O)N)=CC=O	38.6111	C6H12N2O2	144.089878	-2.3623	-0.391	4	3	89.34	-4.6963
G4	QCGIHNLRTFTHNA	C(CN)(C(C=C(CO)N)O)=O	67.2326	C6H12N2O3	160.084793	-2.3479	-0.158	5	4	109.57	-0.5414
G4	FWEKWTQJPVEOMV	C(CO)(C(C=C(CO)N)N)=O	67.386	C6H12N2O3	160.084793	-2.3479	-0.158	5	4	109.57	-3.5381
G4	KGEGJJSHXHGQOF	C(C(CO)N)=C(C(CO)=O)N	70.078	C6H12N2O3	160.084793	-2.3479	-0.158	5	4	109.57	-4.915
G4	UCTQEGIFXPWYGL	C(C(C(CN)O)O)=CC=O	47.2637	C6H11NO3	145.073894	-1.9645	-0.315	4	3	83.55	-4.1884
G4	JAEABVYQHLGTMX	C(C(C(CO)O)N)=CC=O	43.0712	C6H11NO3	145.073894	-1.9645	-0.315	4	3	83.55	-4.7375
G4	SRPJKDQOYZFCOT	C(CN)(C(C(CO)=CN)O)=O	60.523	C6H12N2O3	160.084793	-2.9501	-0.026	5	4	109.57	0.24072
G4	FLYKHYHLFKAENT	C(CO)(CN)=C(C(CO)=O)N	55.1398	C6H12N2O3	160.084793	-2.1008	0.096	5	4	109.57	-0.801
G4	GIBYOEVSROCBTJ	C(CO)(C(C(CO)=CN)N)=O	55.5898	C6H12N2O3	160.084793	-2.9501	-0.026	5	4	109.57	-1.4032
G4	RGPXWLFARFJYML	C(C(CN)O)=C(C(CO)=O)N	78.1671	C6H12N2O3	160.084793	-2.3479	-0.158	5	4	109.57	-0.31677
G4	DCNXNZKIBTVNCU	C(C(CO)O)(C(C=C)N)=O	78.5609	C6H11NO3	145.073894	-1.8118	-0.426	4	3	83.55	-4.6724
G4	FDHONSYJFRAIAS	C(CN)(C(CO)O)=CC=O	14.7043	C6H11NO3	145.073894	-1.7174	-0.061	4	3	83.55	-3.9075
G4	DZCJBYFKHWRFPH	C(C(C(CO)N)O)=CC=O	51.4933	C6H11NO3	145.073894	-1.9645	-0.315	4	3	83.55	-6.8355
G4	NDEVBYPFJOYXDC	C(C(C(CN)O)N)=C(C=O)N	79.4969	C6H13N3O2	159.100777	-2.9268	-0.398	5	4	115.36	-2.7823
G4	LRLVUEBYXOKJQE	C(C(C=C(C(CN)O)N)N)=O	79.8924	C6H13N3O2	159.100777	-2.9268	-0.398	5	4	115.36	-3.6263
G4	XFNKEBOJIBPTOZ	C(C(CO)N)=C(C=O)N	46.572	C5H10N2O2	130.074228	-1.9616	-0.451	4	3	89.34	-7.3875
G4	DRGKRQXFTIELDJ	C(C(C=C(CO)N)N)=O	40.3033	C5H10N2O2	130.074228	-1.9616	-0.451	4	3	89.34	-5.3625
G4	LAXPHNLQJGRHNQ	C(C(C(CN)O)O)=C(C=O)N	68.5309	C6H12N2O3	160.084793	-2.529	-0.322	5	4	109.57	-2.2202
G4	CTBAMUWHGPSTIS	C(C(C(CO)O)N)=C(C=O)N	67.1603	C6H12N2O3	160.084793	-2.529	-0.322	5	4	109.57	-2.8324
G4	JAZVLMQZQBGRNR	C(C(C=C(C(CO)O)N)N)=O	75.1288	C6H12N2O3	160.084793	-2.529	-0.322	5	4	109.57	-3.6539
G4	FJSRYFLTRHEWDK	C(CO)(CN)=C(C=O)N	11.7246	C5H10N2O2	130.074228	-1.7145	-0.197	4	3	89.34	-3.3688
G4	ZOHRQOLPJLELOQ	C(C(C(CO)=CN)N)=O	30.1468	C5H10N2O2	130.074228	-2.5638	-0.319	4	3	89.34	-3.015
G4	SDXDXXYSLBGGOD	C(CN)(C(C=CN)O)=O	61.4683	C5H10N2O2	130.074228	-2.6298	-0.409	4	3	89.34	0.35076
G4	DUWZWJYBCFLHBB	C(CO)(C(C=CN)N)=O	54.4656	C5H10N2O2	130.074228	-2.6298	-0.409	4	3	89.34	-2.6804
G4	LDXRQHOXDCUPNG	C(CN)=C(C(CO)=O)N	44.4376	C5H10N2O2	130.074228	-1.7805	-0.287	4	3	89.34	-0.50394
G4	OODIIBODULSWED	C(CN)(C(CO)O)=C(C=O)N	55.46	C6H12N2O3	160.084793	-2.2819	-0.068	5	4	109.57	-2.6084
G4	PEZQTOBHNZUMKC	C(C(C(C(CO)O)=CN)N)=O	56.1415	C6H12N2O3	160.084793	-3.1312	-0.19	5	4	109.57	-2.6457
G4	VMKSQNDBVJTYHV	C(C(CO)O)(C(C=CN)N)=O	71.7087	C6H12N2O3	160.084793	-3.1972	-0.28	5	4	109.57	-2.9055
G4	VKGJZQSXDNCYFS	C(CN)=C(C(C(CO)O)=O)N	65.9061	C6H12N2O3	160.084793	-2.3479	-0.158	5	4	109.57	-0.15263
G4	LSUUASYNIPEIRP	C(C(CN)O)=C(C=O)N	44.6937	C5H10N2O2	130.074228	-1.9616	-0.451	4	3	89.34	-2.595
G4	OLJNQDJWTHOWRC	C(C(C(CO)N)O)=C(C=O)N	71.5998	C6H12N2O3	160.084793	-2.529	-0.322	5	4	109.57	-4.9302
G4	YQNTUYAYLBMUQC	C(C(C=C(C(CN)O)N)O)=O	71.8568	C6H12N2O3	160.084793	-2.529	-0.322	5	4	109.57	-2.3911
G4	OLPIREJAAZOVGH	C=C(C(CN)O)N	46.9143	C4H10N2O	102.079313	-1.2103	-0.64	3	3	72.27	-3.4327
G4	IPWZQKWASWGPDF	C(C(C=C)(C(CN)O)N)=O	96.9803	C6H12N2O2	144.089878	-2.3694	-0.397	4	3	89.34	-5.317
G4	ODKOXYSOMUFDOZ	C(C(C=C(CO)N)(CO)N)=O	82.2903	C6H12N2O3	160.084793	-2.5077	-0.053	5	4	109.57	-5.3975
G4	UBBRGUHHAGFFRJ	C(C(C(CO)=CN)(CO)N)=O	62.6349	C6H12N2O3	160.084793	-3.1099	0.079	5	4	109.57	-4.1837
G4	DZVFZVAZAMTTKG	C(C(C=C(CO)N)(CN)O)=O	67.5708	C6H12N2O3	160.084793	-2.5077	-0.053	5	4	109.57	-3.6136
G4	BGEIONBPPJRNPZ	C(N)=C(C=O)C(C(CO)N)O	78.7912	C6H12N2O3	160.084793	-3.1312	-0.19	5	4	109.57	-5.3215
G4	UJIVIRNOTYJJFU	C(C(C=C)(C(CN)O)O)=O	88.8021	C6H11NO3	145.073894	-1.9716	-0.321	4	3	83.55	-6.8274
G4	MUIRTCICPYALGY	C(C(C=C)(C(CO)O)N)=O	88.811	C6H11NO3	145.073894	-1.9716	-0.321	4	3	83.55	-5.3532
G4	MWLLDUAAPRNKKX	C(C(C(CO)=CN)(CN)O)=O	62.6071	C6H12N2O3	160.084793	-3.1099	0.079	5	4	109.57	-2.3452
G4	WPXJVISURDVGMK	C(N)=C(C=O)C(CO)(CN)O	77.393	C6H12N2O3	160.084793	-3.1099	0.079	5	4	109.57	-2.3774
G4	GHMPZBKLGSHJOV	C(CN)(C(C=C)(CO)O)=O	111.449	C6H11NO3	145.073894	-1.7905	-0.157	4	3	83.55	-3.8629
G4	FEWWEYYSJOOJDQ	C(C(C=C)(C(CN)O)O)(O)=O	86.3919	C6H11NO4	161.068809	-3.8357	-0.088	5	4	103.78	-3.1857
G4	FZXQRZUZFLZEIR	C(C(C=C)(C(CO)N)O)=O	96.1291	C6H11NO3	145.073894	-1.9716	-0.321	4	3	83.55	-10.377
