Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G6	C(C1(C(C(CO1)(C)O)O)O)=O	IDVJQKQFBOGQGA	162.05282342	C6H10O5	6	10	5	-2.0854	-0.071	5	3	86.99	-0.21182
G6	C(C1(COC(CO)(C1)O)O)=O	RVQWMQLGLOKGDD	162.05282342	C6H10O5	6	10	5	-2.16	0.037	5	3	86.99	-6.3099
G6	C1(C(O)OC(C)(C(C)O)C1O)=O	ITNWHTPQBJNDHC	176.068473484	C7H12O5	7	12	5	-1.3097	-0.416	5	3	86.99	0.27692
G6	C(C1(C(C(C)(C(C)O1)O)O)O)=O	VDBHGROSKRICLM	176.068473484	C7H12O5	7	12	5	-1.7607	-0.449	5	3	86.99	0.92761
G6	C(C1(COC(C1)(C(C)O)O)O)=O	PUPWVDFJVVDLJD	176.068473484	C7H12O5	7	12	5	-1.8007	-0.341	5	3	86.99	-3.0574
G6	C1(C(O)OC(CO)(CC)C1O)=O	IXVIXXCNEGTOTL	176.068473484	C7H12O5	7	12	5	-1.2146	-0.308	5	3	86.99	1.1513
G6	C(C1(C(C(CO1)(CC)O)O)O)=O	QWASQPUTEXDVKL	176.068473484	C7H12O5	7	12	5	-1.631	-0.341	5	3	86.99	-1.2415
G6	C(C1(COC(C1O)(CC)O)O)=O	QUHJTBNFYIOMSQ	176.068473484	C7H12O5	7	12	5	-1.631	-0.341	5	3	86.99	-0.88047
G6	C(C1(COC(CO)(C1C)O)O)=O	ARTJMFONMKENEM	176.068473484	C7H12O5	7	12	5	-1.8907	-0.123	5	3	86.99	-1.0521
G6	C(C1(C(C(C(CC)O1)O)O)O)=O	ZRUCFQRKQFNZDM	176.068473484	C7H12O5	7	12	5	-1.6043	-0.61	5	3	86.99	-3.2194
G6	C(CO)(C(C1C(O)OCC1)O)=O	CVVOVGKBISDZGB	176.068473484	C7H12O5	7	12	5	-1.6279	-0.251	5	3	86.99	1.1797
G6	C(C(CO)(C1C(O)OCC1)O)=O	CFYWOTRTTBHICZ	176.068473484	C7H12O5	7	12	5	-1.7877	-0.146	5	3	86.99	-2.5662
G6	C1(C(CCO)(O)OCC1O)=O	AQMQTWLOTUOAJR	162.05282342	C6H10O5	6	10	5	-1.573	-0.068	5	3	86.99	-0.20826
G6	C1(COC(CCO)(C1O)O)=O	YFLFQGBASSFMRD	162.05282342	C6H10O5	6	10	5	-1.573	-0.068	5	3	86.99	0.053057
G6	C1CC(C(C(CO)O)(O)O1)O	QUCSQXJSZYIMMO	164.068473484	C6H12O5	6	12	5	-1.8864	-0.017	5	4	90.15	0.14566
G6	C(C1(C(CO)CC(C)O1)O)(O)=O	BIQSTRNXGGKJSC	176.068473484	C7H12O5	7	12	5	-1.1492	-0.558	5	3	86.99	-2.949
G6	C(C1(C(CO)CCO1)O)(O)=O	YYYIDCXANFKNNZ	162.05282342	C6H10O5	6	10	5	-1.4739	-0.18	5	3	86.99	-3.2679
G6	C(C1COC(C1CO)O)(O)=O	DBVCSFXTJNTHHB	162.05282342	C6H10O5	6	10	5	-1.4689	-0.093	5	3	86.99	-0.5995
G6	C(C1(C(CO)C(CO1)C)O)(O)=O	OEQLLFWPSSCCIS	176.068473484	C7H12O5	7	12	5	-1.2046	-0.34	5	3	86.99	0.11468
G6	C(C1(COC(C1CO)O)C)(O)=O	CLNMOGDOLPLXIU	176.068473484	C7H12O5	7	12	5	-1.1374	-0.27	5	3	86.99	0.053311
G6	C(C1C(C)C(CO)C(O1)O)(O)=O	YQOVXWZTTONCFA	176.068473484	C7H12O5	7	12	5	-1.1442	-0.471	5	3	86.99	-0.091488
G6	CC1C(CO)OC(C1CO)O	AQYRQASAKQRACH	162.089208928	C7H14O4	7	14	4	-0.7946	-0.489	4	3	69.92	-0.45768
G6	C(C(CO)C1CC(C(O)O1)O)=O	OOGRPYJEFXGTQJ	176.068473484	C7H12O5	7	12	5	-1.7249	-0.415	5	3	86.99	-3.1272
G6	C(C1C(CCO)OC(C1O)O)=O	PKZBAZXUHMJSEI	176.068473484	C7H12O5	7	12	5	-1.6739	-0.415	5	3	86.99	-4.1935
G6	C(C1COC(C1O)(C(C)O)O)=O	UKQKFNWPHKMRBR	176.068473484	C7H12O5	7	12	5	-1.8294	-0.392	5	3	86.99	-2.5738
G6	C1C(C(C(O)O1)CO)O	XTYCLALXHOIRRO	134.0579088	C5H10O4	5	10	4	-1.314	-0.059	4	3	69.92	-0.51951
G6	CC1C(C(C(O)O1)CO)O	WZOHPHKCSSSKTO	148.073558864	C6H12O4	6	12	4	-0.9893	-0.437	4	3	69.92	0.6068
G6	C(C1COC(CO)(C1(C)O)O)=O	LVYTZMAJGQRHEO	176.068473484	C7H12O5	7	12	5	-1.8907	-0.123	5	3	86.99	-0.94967
G6	C(C1COC(C)(C1(CO)O)O)=O	CCTFSZPMCAKSFN	176.068473484	C7H12O5	7	12	5	-1.8907	-0.123	5	3	86.99	-0.81333
G6	C(C)(C1(COC(C1CO)O)O)=O	UALTZHUPNPESCK	176.068473484	C7H12O5	7	12	5	-1.6146	-0.09	5	3	86.99	1.2413
G6	C1(C(CO)(O)OC(CCO)C1)=O	NAETYOPNRFSHMA	176.068473484	C7H12O5	7	12	5	-1.3229	-0.338	5	3	86.99	-1.7814
G6	C1(C(C)(O)OC(CCO)C1O)=O	HQYQUORBOGILFI	176.068473484	C7H12O5	7	12	5	-1.2483	-0.446	5	3	86.99	-0.18541
G6	C1C(C)(C(C(O)O1)CO)O	YVDGIIAFRQCXMM	148.073558864	C6H12O4	6	12	4	-1.016	-0.168	4	3	69.92	0.89604
G6	CC1(C(C)OC(C1CO)O)O	KYOFRTRYWIKZKS	162.089208928	C7H14O4	7	14	4	-0.6913	-0.546	4	3	69.92	2.5618
G6	C1C(CC)(C(C(O)O1)CO)O	XMGXBSPAOHYBMA	162.089208928	C7H14O4	7	14	4	-0.5616	-0.438	4	3	69.92	0.010415
G6	CCC1C(C(C(O)O1)CO)O	INXRCFFCZSOIMO	162.089208928	C7H14O4	7	14	4	-0.5349	-0.707	4	3	69.92	0.55774
G6	C1CC(C(O)O1)C(CCO)O	MNGBYCQELFJTIS	162.089208928	C7H14O4	7	14	4	-0.5749	-0.599	4	3	69.92	-2.063
G6	C(C1C(C(CO)C(C)(O1)O)O)=O	ONURTUPGEZSEAT	176.068473484	C7H12O5	7	12	5	-1.864	-0.392	5	3	86.99	-1.8603
G6	C(C1C(CC(CCO)(O1)O)O)=O	JWSRVAHEUYJJFL	176.068473484	C7H12O5	7	12	5	-1.6789	-0.502	5	3	86.99	-4.5673
G6	C(C1C(CC(CO)(O1)O)O)=O	DNFROWGDJNTHSQ	162.05282342	C6H10O5	6	10	5	-2.1333	-0.232	5	3	86.99	-6.0204
G6	C(C1C(C(C(C)(O1)O)O)O)=O	DUPMVEXRXRIHES	162.05282342	C6H10O5	6	10	5	-2.0587	-0.34	5	3	86.99	-3.0074
G6	C(C)(C1C(C(C(O1)O)O)O)=O	VTYZWSTWPSLGHX	162.05282342	C6H10O5	6	10	5	-1.7826	-0.307	5	3	86.99	-1.7788
G6	C(C1C(CC(C(C)O)(O1)O)O)=O	GYIPUUMYDJDGND	176.068473484	C7H12O5	7	12	5	-1.774	-0.61	5	3	86.99	-2.9967
G6	C(C1C(C(C(CC)(O1)O)O)O)=O	NBHRZPIWVHFRKZ	176.068473484	C7H12O5	7	12	5	-1.6043	-0.61	5	3	86.99	-3.2194
G6	C(C1C(C(C(O1)O)O)O)(CC)=O	VBUNVDJAXWIGPA	176.068473484	C7H12O5	7	12	5	-1.3282	-0.577	5	3	86.99	-0.7845
G6	C(C1C(C(C)C(CO)(O1)O)O)=O	CNBCBZWUKYRYED	176.068473484	C7H12O5	7	12	5	-1.864	-0.392	5	3	86.99	-0.91291
G6	C(C(C(C1C(O)OCC1)O)O)=O	PQGTXYYBTZORGU	176.068473484	C7H12O5	7	12	5	-1.809	-0.415	5	3	86.99	-2.8418
G6	C(C1(CC(CO)(CO1)O)O)=O	KRJMEOLMYNVBJJ	162.05282342	C6H10O5	6	10	5	-2.16	0.037	5	3	86.99	-6.1083
G6	C1(C(O)OC(CO)(CO)C1)=O	TZVHWLZLDYVJSV	162.05282342	C6H10O5	6	10	5	-1.7436	0.07	5	3	86.99	-5.6535
G6	CC1C(C(C(CO)(O)O1)O)O	CJJCPDZKQKUXSS	164.068473484	C6H12O5	6	12	5	-1.8464	-0.125	5	4	90.15	-0.19654
G6	C1C(CO)(C(CO)C(C)(O)O1)O	KLWWEPCIQBYROW	178.084123548	C7H14O5	7	14	5	-1.6784	0.092	5	4	90.15	0.77169
G6	C1C(CO)(CC(CCO)(O)O1)O	SKZUUKMSNZXJEP	178.084123548	C7H14O5	7	14	5	-1.4933	-0.018	5	4	90.15	-4.7096
G6	C1C(C)(C(C(CO)(O)O1)O)O	DANRSFFIWBYXJS	164.068473484	C6H12O5	6	12	5	-1.8731	0.144	5	4	90.15	1.6958
G6	C1C(CO)(CC(CO)(O)O1)O	IIWBMHFOSYOJSW	164.068473484	C6H12O5	6	12	5	-1.9477	0.252	5	4	90.15	-3.1201
G6	C1C(CO)(C(C(C)(O)O1)O)O	OJZWBBOEKYKCJR	164.068473484	C6H12O5	6	12	5	-1.8731	0.144	5	4	90.15	1.771
G6	CC1(C(C)OC(CO)(C1O)O)O	VXGNJUZZBDDRSR	178.084123548	C7H14O5	7	14	5	-1.5484	-0.234	5	4	90.15	2.7917
G6	CC(C1(CC(CO1)(CO)O)O)O	KXTAXLGKYGJXAX	178.084123548	C7H14O5	7	14	5	-1.5884	-0.126	5	4	90.15	-2.9564
G6	C1C(CC)(C(C(CO)(O)O1)O)O	TXHSYKBUHFHKSB	178.084123548	C7H14O5	7	14	5	-1.4187	-0.126	5	4	90.15	0.65667
G6	C1C(CO)(C(C(CC)(O)O1)O)O	DFQHPRYACIOHFN	178.084123548	C7H14O5	7	14	5	-1.4187	-0.126	5	4	90.15	1.175
G6	C1C(CO)(C(C)C(CO)(O)O1)O	QAYBRVIHCDYHDW	178.084123548	C7H14O5	7	14	5	-1.6784	0.092	5	4	90.15	1.1042
G6	CCC1C(C(C(CO)(O)O1)O)O	GTBUWXTTZMHGJF	178.084123548	C7H14O5	7	14	5	-1.392	-0.395	5	4	90.15	-1.33
G6	C1CC(C(O)O1)C(CO)(CO)O	SWQUOZYXRWISEP	178.084123548	C7H14O5	7	14	5	-1.5754	0.069	5	4	90.15	-1.8672
G6	C(C1(C(C=C)C(CO1)O)O)(O)=O	MPBLRZHDXTUJCS	174.05282342	C7H10O5	7	10	5	-1.1304	-0.497	5	3	86.99	-2.6656
G6	C=C(C(O)=O)C1C(O)OCC1O	ZKETUPKWULYVLJ	174.05282342	C7H10O5	7	10	5	-0.7883	-0.374	5	3	86.99	-4.278
G6	C(C1(CC(CO1)O)O)(O)=O	DONPUMGGARYEMQ	148.037173356	C5H8O5	5	8	5	-1.6686	-0.128	5	3	86.99	-0.30481
G6	C(C1(CC(C(C)O1)O)O)(O)=O	YHDMJIUDFRWPAD	162.05282342	C6H10O5	6	10	5	-1.3439	-0.506	5	3	86.99	-0.57847
G6	C(C1(CC(CO1)(C)O)O)(O)=O	FUOSCVHELXQBGQ	162.05282342	C6H10O5	6	10	5	-1.3706	-0.237	5	3	86.99	0.57578
G6	C(C1(CC(C)(C(C)O1)O)O)(O)=O	VCSRTXSORHMSSF	176.068473484	C7H12O5	7	12	5	-1.0459	-0.615	5	3	86.99	0.82871
G6	C(C1(CC(CO1)(CC)O)O)(O)=O	ARWANCKTPRKRAE	176.068473484	C7H12O5	7	12	5	-0.9162	-0.507	5	3	86.99	-0.30635
G6	C(C1(CC(C(CC)O1)O)O)(O)=O	WMRWHABYDDDEJC	176.068473484	C7H12O5	7	12	5	-0.8895	-0.776	5	3	86.99	-0.58665
G6	C(C(C)(C1C(O)OCC1)O)(O)=O	GLSXCIMZILVLMY	176.068473484	C7H12O5	7	12	5	-0.9983	-0.42	5	3	86.99	1.8833
G6	C(C1(C(CCO1)O)O)(C(C)O)=O	JAUWFXMTUFPKRX	176.068473484	C7H12O5	7	12	5	-1.5583	-0.446	5	3	86.99	0.31759
G6	C(CO)(C1(C(CCO1)O)O)=O	SFURDCYQAPZGQW	162.05282342	C6H10O5	6	10	5	-1.9176	-0.068	5	3	86.99	2.0976
G6	C(C1(C(C(CO)C(C)O1)O)O)=O	GMCANFLXAOCLDN	176.068473484	C7H12O5	7	12	5	-1.864	-0.392	5	3	86.99	-1.5752
G6	C(C1(C(C(CO1)C(C)O)O)O)=O	YMPJFFIXRSXAMU	176.068473484	C7H12O5	7	12	5	-1.8294	-0.392	5	3	86.99	-3.2205
G6	C(C)(C1(CC(C(CO)O1)O)O)=O	KGJCUQXUWJUVEE	176.068473484	C7H12O5	7	12	5	-1.5929	-0.446	5	3	86.99	0.73706
G6	C1C(C(C)O)C(C(O)O1)O	USVKGOWRGRNZKE	148.073558864	C6H12O4	6	12	4	-0.9547	-0.437	4	3	69.92	-1.5002
G6	C1C(C(C)O)(C(C(O)O1)O)O	RKMNPLIQYZPIMY	164.068473484	C6H12O5	6	12	5	-1.7781	0.013	5	4	90.15	-0.10154
G6	C(CC1C(C(C(O)O1)O)O)O	WRYOEBBYARWGSI	164.068473484	C6H12O5	6	12	5	-1.6563	-0.148	5	4	90.15	-4.1241
G6	C(C1C(C(C(O1)O)O)O)=CC	FJFJLRPVJLVXAZ	160.073558864	C7H12O4	7	12	4	-0.5274	-0.697	4	3	69.92	-4.8235
G6	C=CCC1C(C(C(O)O1)O)O	HTDCILCPSRYWIU	160.073558864	C7H12O4	7	12	4	-0.4607	-0.864	4	3	69.92	-4.9755
G6	C1(C(C(CO)O)OC(C1)O)=O	GONGZWHRWCYDTA	162.05282342	C6H10O5	6	10	5	-1.6823	-0.199	5	3	86.99	0.032236
G6	C1(C(C(C(C)O)O)OC(C1)O)=O	FRUDLTHHSUGHEV	176.068473484	C7H12O5	7	12	5	-1.323	-0.577	5	3	86.99	-0.32932
G6	C(C(C1(C(CCO1)O)O)O)=O	WBWYHLPBUPBTFS	162.05282342	C6H10O5	6	10	5	-2.0987	-0.232	5	3	86.99	-1.8979
G6	C1(COC(C1(CO)C(C)O)O)=O	YNVAZTJBZQLFEA	176.068473484	C7H12O5	7	12	5	-1.4062	-0.158	5	3	86.99	0.10273
G6	C=C(C(O)=O)C1COC(C1O)O	HUZOFNYCAYVWLB	174.05282342	C7H10O5	7	10	5	-0.7883	-0.374	5	3	86.99	-4.5096
G6	C1CC(C(O)O1)(C(CO)O)O	LPEPWTJKLALRBK	164.068473484	C6H12O5	6	12	5	-1.8527	0.121	5	4	90.15	0.015835
G6	CC(C(C1(C(O)OCC1)O)O)O	YTCKEEQXRVHGRP	178.084123548	C7H14O5	7	14	5	-1.4934	-0.257	5	4	90.15	-0.34517
G6	CC(C1(CCOC1(CO)O)O)O	IANABSXDMSEYGG	178.084123548	C7H14O5	7	14	5	-1.5884	-0.126	5	4	90.15	-0.51057
G6	CC(C1(C(CO)(CCO1)O)O)O	NSLRPYLUPKTZIQ	178.084123548	C7H14O5	7	14	5	-1.5884	-0.126	5	4	90.15	-3.3412
G6	C1C(C(C(O)O1)(CO)C(C)O)O	HWWZLISCYNDONZ	178.084123548	C7H14O5	7	14	5	-1.5499	-0.107	5	4	90.15	-1.3555
G6	C(C1(C(O)OCC1O)O)=O	BKNGDOYWTFQGAW	148.037173356	C5H8O5	5	8	5	-2.3497	0.176	5	3	86.99	-3.7715
G6	C1CC(CO)(C(CO)(O)O1)O	ARQPBEXCGJYENN	164.068473484	C6H12O5	6	12	5	-1.9477	0.252	5	4	90.15	-3.2945
G6	C(C1(C=C)C(O)OCC1O)(O)=O	LNCKUKQWXRWUMG	174.05282342	C7H10O5	7	10	5	-1.0632	-0.427	5	3	86.99	-2.6805
G6	C(C1(COC(C)(C1O)O)CO)=O	HGZCFEUUGKYQKU	176.068473484	C7H12O5	7	12	5	-1.8572	-0.191	5	3	86.99	-1.0162
G6	C(C1(COC(C1(C)O)O)CO)=O	IIKAMPWCJBCFKR	176.068473484	C7H12O5	7	12	5	-1.8235	-0.053	5	3	86.99	-1.1302
G6	C1C(C(C(O)O1)(CO)CO)O	YMWBCBSVWOCGPN	164.068473484	C6H12O5	6	12	5	-1.9092	0.271	5	4	90.15	-1.9695
G6	CC1C(C(C(O)O1)(CO)CO)O	FJZPXJUBFCXMKE	178.084123548	C7H14O5	7	14	5	-1.5845	-0.107	5	4	90.15	-0.8432
G6	C1C(C)(C(C(O)O1)(CO)CO)O	JRQHGJTUIRKTFW	178.084123548	C7H14O5	7	14	5	-1.6112	0.162	5	4	90.15	-0.55396
G6	C=CC1(C(O)OCC1O)CO	NDQMEDRZFPVLKS	160.073558864	C7H12O4	7	12	4	-0.7136	-0.445	4	3	69.92	-3.275
G6	C(C1(COC(C1(C)O)O)O)=O	CNVMDMVNMGDDBX	162.05282342	C6H10O5	6	10	5	-2.0517	0.067	5	3	86.99	-0.3902
G6	C(C1C(C(OC1C=C)O)O)(O)=O	CGSXBXHPIMPIFL	174.05282342	C7H10O5	7	10	5	-1.07	-0.628	5	3	86.99	-4.7334
G6	CC1C(C(C(O)O1)(CO)O)O	ZNUINSWCPCYWOQ	164.068473484	C6H12O5	6	12	5	-1.8127	0.013	5	4	90.15	0.97601
G6	C1C(C)(C(C(O)O1)(CO)O)O	JYLBZSBJMUHJOO	164.068473484	C6H12O5	6	12	5	-1.8394	0.282	5	4	90.15	1.6973
G6	CC1(C(C)OC(C1(CO)O)O)O	FAXXNEHYCSLCRJ	178.084123548	C7H14O5	7	14	5	-1.5147	-0.096	5	4	90.15	2.6574
G6	C1C(CC)(C(C(O)O1)(CO)O)O	LGOUGNRRFWQUQR	178.084123548	C7H14O5	7	14	5	-1.385	0.012	5	4	90.15	0.46938
G6	CCC1C(C(C(O)O1)(CO)O)O	AXMJVSXIWXYOHP	178.084123548	C7H14O5	7	14	5	-1.3583	-0.257	5	4	90.15	0.92284
G6	C(C)(C1(C(C)OC(C1O)O)O)=O	YSTSHFGSDMCCGM	176.068473484	C7H12O5	7	12	5	-1.4846	-0.416	5	3	86.99	1.89
G6	C(C1(CO)C(C)OC(C1)O)(O)=O	OZCXIPHMPKXDFR	176.068473484	C7H12O5	7	12	5	-1.082	-0.488	5	3	86.99	-3.8564
G6	C(C1(C)C(C)OC(C1O)O)(O)=O	YMXDRTDFHTVCQK	176.068473484	C7H12O5	7	12	5	-1.0074	-0.596	5	3	86.99	1.3722
G6	C(C1(COC(C1O)O)C)(O)=O	KVRHCNZQXSTUGE	162.05282342	C6H10O5	6	10	5	-1.3321	-0.218	5	3	86.99	0.67
G6	C(C1(C(O)OC(C)C1O)O)=O	XDYOFVARFPVKIC	162.05282342	C6H10O5	6	10	5	-2.025	-0.202	5	3	86.99	-1.0716
G6	C(C1(C(O)OCC1(C)O)O)=O	PFVWIEKNTSIROD	162.05282342	C6H10O5	6	10	5	-2.0517	0.067	5	3	86.99	-0.36975
G6	C(C1(C(O)OC(C)C1(C)O)O)=O	WAZUKOWAZVWONW	176.068473484	C7H12O5	7	12	5	-1.727	-0.311	5	3	86.99	0.61901
G6	C(C1(C(O)OCC1(CC)O)O)=O	NITSWTZIXUQSII	176.068473484	C7H12O5	7	12	5	-1.5973	-0.203	5	3	86.99	-1.6
G6	C(C1(C(O)OC(C1O)CC)O)=O	HVSNPGVYZXXULV	176.068473484	C7H12O5	7	12	5	-1.5706	-0.472	5	3	86.99	-1.1084
G6	C(C1COC(C)(C1O)O)(O)=O	AFSQOMVCFQTSBF	162.05282342	C6H10O5	6	10	5	-1.3993	-0.288	5	3	86.99	1.6175
G6	C(C1COC(C1(C)O)O)(O)=O	JENJPXPMLPTVCQ	162.05282342	C6H10O5	6	10	5	-1.3656	-0.15	5	3	86.99	1.8017
G6	C(C1C(C)OC(C)(C1O)O)(O)=O	MCONWRWDYRUHFZ	176.068473484	C7H12O5	7	12	5	-1.0746	-0.666	5	3	86.99	2.3832
G6	C(C1C(C)OC(C1(C)O)O)(O)=O	MMHMJNSTWXQBHX	176.068473484	C7H12O5	7	12	5	-1.0409	-0.528	5	3	86.99	2.3969
G6	C(C1(C2(CC(CC2O)O1)O)O)O	SYHFQGBORMICAB	176.068473484	C7H12O5	7	12	5	-1.8416	-0.32	5	4	90.15	-0.64132
G6	C(C(C)(C1CC(C(O)O1)O)O)=O	ICDXYVJHXWUURS	176.068473484	C7H12O5	7	12	5	-1.6577	-0.472	5	3	86.99	-3.2661
G6	C(CC1C(C(C)(C(O)O1)O)O)=O	BOUZFEOIDOOBHW	176.068473484	C7H12O5	7	12	5	-1.5706	-0.472	5	3	86.99	-0.070337
G6	C(C(C)(C1C(CC(O)O1)O)O)=O	MUKVJLNQPMXOKD	176.068473484	C7H12O5	7	12	5	-1.6577	-0.472	5	3	86.99	-3.3291
G6	C(C1(CC(O)OC1(CO)C)O)=O	CSGYGJPKHYLZBX	176.068473484	C7H12O5	7	12	5	-1.8016	-0.203	5	3	86.99	-6.5483
G6	C(CC1(C(O)OCC1(C)O)O)=O	QTVQGAZQHVPAKX	176.068473484	C7H12O5	7	12	5	-1.5973	-0.203	5	3	86.99	0.05606
G6	C1(C(O)OC(CO)C1(C)O)=O	KGJWTMFACAUWDN	162.05282342	C6H10O5	6	10	5	-1.669	-0.038	5	3	86.99	1.4606
G6	C(C1(C(C)(C(CO1)O)O)O)=O	KOYHBSSASLUPDG	162.05282342	C6H10O5	6	10	5	-2.0854	-0.071	5	3	86.99	-1.6251
G6	C(C1(C(C)OC(C1(C)O)O)O)=O	VYXKSZWPURQLMX	176.068473484	C7H12O5	7	12	5	-1.727	-0.311	5	3	86.99	0.0019534
G6	C1(C(O)OC(C(C)O)C1(C)O)=O	ASYNJUQUAQRNRK	176.068473484	C7H12O5	7	12	5	-1.3097	-0.416	5	3	86.99	0.7252
G6	C(C1(C(C)(C(C(C)O1)O)O)O)=O	ZIULIEPBMQGFAC	176.068473484	C7H12O5	7	12	5	-1.7607	-0.449	5	3	86.99	0.55
G6	C1(C(O)OC(CO)(C)C1(C)O)=O	TZPZCBQDLSSMDY	176.068473484	C7H12O5	7	12	5	-1.371	-0.147	5	3	86.99	-0.48521
G6	C(C1(C(C)(C(CO1)(C)O)O)O)=O	PDBYLGFTBOBDSJ	176.068473484	C7H12O5	7	12	5	-1.7874	-0.18	5	3	86.99	0.25833
G6	CC1CC(C(O)O1)(C(CO)O)O	MOXHTQJRKBQRCO	178.084123548	C7H14O5	7	14	5	-1.528	-0.257	5	4	90.15	0.44332
G6	C1C(C(C(O)O1)(CC(C)O)O)O	NIRUTIAMUJZHQP	178.084123548	C7H14O5	7	14	5	-1.3237	-0.257	5	4	90.15	-4.3286
G6	CC1(C(O)OC(CO)C1O)O	OTSXNWWJWCDXSQ	164.068473484	C6H12O5	6	12	5	-1.8127	0.013	5	4	90.15	1.3135
G6	CC1(C(C)(C(C(CO)O1)O)O)O	IEPRCMJAJUEINP	178.084123548	C7H14O5	7	14	5	-1.5484	-0.234	5	4	90.15	2.5551
G6	CCC1(C(O)OC(CO)C1O)O	LNDUKBANOSYNLV	178.084123548	C7H14O5	7	14	5	-1.3583	-0.257	5	4	90.15	0.29363
G6	CC1(C(O)OCC1O)O	CIZLDZCLFUFYMS	134.0579088	C5H10O4	5	10	4	-1.2107	-0.116	4	3	69.92	0.18947
G6	CC1(C(COC1(C)O)O)O	HCFBWPBURAWDGT	148.073558864	C6H12O4	6	12	4	-0.9464	-0.363	4	3	69.92	1.3917
G6	C(C1(C(C=C)(C(CO1)O)O)O)=O	QTDUAOFOFYRFPQ	174.05282342	C7H10O5	7	10	5	-1.8165	-0.28	5	3	86.99	-8.127
G6	C1(C(O)OC(CO)C1(C=C)O)=O	HOBUXUOSJRNXQV	174.05282342	C7H10O5	7	10	5	-1.4001	-0.247	5	3	86.99	-3.8615
G6	C1C(C(C(O)O1)(CC)O)O	FDCYTMDQAMKUOS	148.073558864	C6H12O4	6	12	4	-0.7563	-0.386	4	3	69.92	-0.82585
G6	CC1(C(O)OC(C)C1O)O	HUFRHOLQHXWQPK	148.073558864	C6H12O4	6	12	4	-0.886	-0.494	4	3	69.92	2.3826
G6	C(C)(C1(COC(C1(C)O)O)O)=O	MPRDXVOKNQSZPQ	176.068473484	C7H12O5	7	12	5	-1.5113	-0.147	5	3	86.99	2.3167
G6	C1C(C)(C(C)(C(O)O1)O)O	BFPNXPYYZSMJEE	148.073558864	C6H12O4	6	12	4	-0.9127	-0.225	4	3	69.92	2.4393
G6	CC1(C(C)(C(C(C)O1)O)O)O	RSQXYGZITAGNSY	162.089208928	C7H14O4	7	14	4	-0.6217	-0.741	4	3	69.92	3.6126
G6	CC1(C(C)OC(C1(C)O)O)O	MORYIZHTQCMGIP	162.089208928	C7H14O4	7	14	4	-0.588	-0.603	4	3	69.92	2.8284
G6	C1C(CC)(C(C)(C(O)O1)O)O	RNCWOQNZBOVBCF	162.089208928	C7H14O4	7	14	4	-0.4583	-0.495	4	3	69.92	2.5288
G6	CC1C(C(C(O)O1)(CC)O)O	KQFKMXPHKZACRX	162.089208928	C7H14O4	7	14	4	-0.4316	-0.764	4	3	69.92	2.0257
G6	CC1(C(O)OC(CC)C1O)O	LOCKYVMYXNKXDC	162.089208928	C7H14O4	7	14	4	-0.4316	-0.764	4	3	69.92	2.938
G6	CC1(C(C)(O)OCC1(C)O)O	WPRPOLOKBSUJBO	162.089208928	C7H14O4	7	14	4	-0.6484	-0.472	4	3	69.92	2.6798
G6	C1C(C)(C(C(O)O1)(CC)O)O	ZCSSKCKCHKJPEU	162.089208928	C7H14O4	7	14	4	-0.4583	-0.495	4	3	69.92	2.5357
G6	CC(C1(C(O)OC(C)C1)O)O	BAGBGVWIWBHOSV	162.089208928	C7H14O4	7	14	4	-0.6013	-0.764	4	3	69.92	-0.20933
G6	C(C1(C(C)OC(C)(C1)O)O)(O)=O	LFEBGTNGFMOANL	176.068473484	C7H12O5	7	12	5	-1.0459	-0.615	5	3	86.99	1.8906
G6	C(C1(C(O)OC(C)C1)O)(O)=O	DFYUDSVXRGKGMP	162.05282342	C6H10O5	6	10	5	-1.3102	-0.368	5	3	86.99	0.60067
G6	C(C1(COC(C)(C1(C)O)O)O)=O	CVTBLCBGGSOGFW	176.068473484	C7H12O5	7	12	5	-1.7874	-0.18	5	3	86.99	0.48601
G6	C(C1(C(CO)(CC(C)O1)O)O)=O	GJGWQKYWRFIQSL	176.068473484	C7H12O5	7	12	5	-1.8353	-0.341	5	3	86.99	-4.7968
G6	C1(C(O)OCC1(CC(C)O)O)=O	NFBLAVOELATGII	176.068473484	C7H12O5	7	12	5	-1.18	-0.308	5	3	86.99	-1.4705
G6	CC1CC(C(O)O1)(CO)O	JXDXKLOMGOXIPM	148.073558864	C6H12O4	6	12	4	-0.9606	-0.386	4	3	69.92	-2.9149
G6	C(C1(COC(C)(C1)O)O)(O)=O	ALVUOPPDXFAYMV	162.05282342	C6H10O5	6	10	5	-1.3706	-0.237	5	3	86.99	1.8214
G6	C(C1(CC(O)OC1CCO)O)=O	OHTZMZTYDJWXCC	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-5.6424
G6	C1(C(O)OC(CCO)C1(C)O)=O	LADZVSCANHETHQ	176.068473484	C7H12O5	7	12	5	-1.2146	-0.308	5	3	86.99	0.3222
G6	C(C(C1(C(O)OC(C)C1)O)O)=O	WUVHQCSSMIDZLD	176.068473484	C7H12O5	7	12	5	-1.7403	-0.472	5	3	86.99	-1.6275
