Generation	Test Smiles	Library Smiles	Canonical Code
G6	C(C(C(O)=O)C(C)(C)O)(O)=O	C(=O)(C(C(=O)O)C(C)(C)O[H])O	eda8495413e8250e
G6	C(C(CO)(CO)C(C)(C)O)=O	C(=O)C(CO)(CO)C(C)(C)O[H]	aa1c633fd50c05a6
G6	C(C(CO)(CO)C(C)(C)O)(O)=O	C(=O)(C(CO)(CO)C(C)(C)O)O[H]	50230377b737a2a7
G6	C(C(C(O)=O)(CC=C)O)(O)=O	C=CCC(C(=O)O)(C(=O)O)O[H]	c4c9af007d62d50c
G6	C(C(CCC(CO)(CO)O)=O)=O	C(=O)C(=O)CCC(CO)(CO)O[H]	23fb030e5b986995
G6	C(C(CO)=O)(CC(CO)CO)=O	C(=O)(C(=O)CO)C[C@@H](CO[H])CO	a1e1aedf4bd50f85
G6	C(C(C(CCO)=O)(CO)CO)=O	C(=O)C(C(=O)CCO[H])(CO)CO	8ad8d57d6d1e1a22
G6	C(C(CO)(CO)CC(C)=O)(O)=O	C(=O)(C)CC(C(=O)O[H])(CO)CO	50300551319372af
G6	C(C(C(CC)=O)(CO)CO)(O)=O	C(=O)(CC)C(C(=O)O[H])(CO)CO	85444e4c0bd81cf8
G6	C(CO)(C(C(CO)=O)CCO)=O	C(=O)(CO)C(C(=O)CO)CCO[H]	1661cca940ecdba
G6	C(CO)(CC=C(CO)CO)=O	C(=C(CO)CO)CC(=O)CO[H]	7c2ba9c2447c2910
G6	C(CO)(CO)=CC(C(CO)=O)=O	C(=C(CO)CO)C(=O)C(=O)CO[H]	9a381033b7600a2e
G6	C(CO)(CO)=C(C(O)=O)C(C)=O	C(=C(CO)CO)(C(=O)C)C(=O)O[H]	c5781d0ea29f2f23
G6	C(CC(C=C(CO)CO)=O)(O)=O	C(=C(CO)CO)C(=O)CC(=O)O[H]	49a934596a77975
G6	C(CO)(CO)=C(C(C)=O)CO	C(=C(CO)CO)(C(=O)C)CO[H]	be205b6204837db4
G6	C=C(C(C)=O)C(CO)(CO)O	C=C(C(=O)C)C(CO)(CO)O[H]	e968599b20f71198
G6	C(CO)(CO)=CC(CCO)=O	C(=C(CO)CO)C(=O)CCO[H]	c89d95175e009a15
G6	C(CO)(CO)=C(C(C(O)=O)=O)C	C(=C(CO)CO)(C(=O)C(=O)O[H])C	7f5d991911fadc48
G6	C(CO)(CO)=C(C(CO)=O)C	C(=C(CO)CO)(C(=O)CO[H])C	42e56d97dc92461f
G6	C(CO)(CO)=C(C=O)CCO	C(=O)/C(=C(/CO[H])\CO)/CCO	922d3c3b1a641437
G6	C=CC(C(CO)(CO)O)=C	C=CC(=C)C(CO)(CO)O[H]	54c530ecab66bb2a
G6	C(C(C(CO)=C)(CO)CO)=O	C=C(CO)[C@@](C=O)(CO[H])CO	14418c7e42edfa72
G6	C(C(C(C=O)=C)(CO)CO)(O)=O	C=C(C=O)C(C(=O)O[H])(CO)CO	89ae03b9a49acebc
G6	C(C(C(CO)=C)(CO)CO)(O)=O	C=C(CO)C(C(=O)O[H])(CO)CO	74ac68ce8c0a595a
G6	C(C(C=O)(C=C(CO)CO)O)=O	C(=C(CO)CO)C(C=O)(C=O)O[H]	1d409b7e90d34085
G6	C=C(C(O)=O)C(C(C(O)=O)=C)O	C=C(C(=O)O)C(C(=C)C(=O)O)O[H]	9511658c61265424
G6	C(C(C(O)=O)C(CCO)=C)(O)=O	C=C(CCO)[C@@H](C(=O)O[H])C(=O)O	56f653d2c399164d
G6	C(C)(CO)=C(C(O)=O)C(O)=O	C(=C(C)CO[H])(C(=O)O)C(=O)O	e0a073e9740f85ae
G6	C(C(C(O)=O)C(CO)=C)(O)=O	C=C(CO)[C@@H](C(=O)O[H])C(=O)O	384d8dfae51cb9ad
G6	C(CO)(CC)=C(C(O)=O)C(O)=O	C(=C(CC)CO[H])(C(=O)O)C(=O)O	a3aef63dd3d50ed9
G6	C(CCCO)=C(C(O)=O)C(O)=O	C(=C(C(=O)O)C(=O)O)CCCO[H]	ae43dc3f751a4cb
G6	C=C(C(C=O)=O)C(CO)(CO)O	C=C(C(=O)C=O)C(CO)(CO)O[H]	8617a821f4b7338f
G6	C(CC(C)=C(CO)CO)(O)=O	C(=C(CO)CO)(C)CC(=O)O[H]	7d4d8ad72889cc2b
G6	C=CCC(CO)(CO)O	C=CCC(CO)(CO)O[H]	d9a85ac7f0fe15c3
G6	C(C(CC(C)(CO)CO)=O)(O)=O	C(=O)(C(=O)O)C[C@@](C)(CO[H])CO	aab083ea29639345
G6	C(C(C(O)=O)CCCCO)(O)=O	C(=O)(C(C(=O)O)CCCCO[H])O	50760bdc1c6cb02d
G6	C(C(C(O)=O)CC(C)(C)O)(O)=O	C(=O)(C(C(=O)O)CC(C)(C)O[H])O	a19d0579273cbb2c
G6	C(CC(CO)CO)(O)=O	C(=O)(CC(CO)CO)O[H]	3d4ec21e340be5e1
G6	C(C)(CCC(CO)(CO)O)=O	C(=O)(C)CCC(CO)(CO)O[H]	1c83aeb33cd554d9
G6	C=C(C(O)=O)CC(CO)CO	C=C(C(=O)O)C[C@@H](CO[H])CO	579bc2c0d69e5865
