Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons
G5	C(C)(C(C1CC(C(O)O1)O)O)=O	YRMMWJUIPOVHFE	176.068473484	C7H12O5	7	12	5	-1.4979	-0.577	5	3	86.99	0.26167	5	0.2862996906272871	0.7142857142857143
G5	C(CO)(C1C(O)OCC1(C)O)=O	JGQCBCPTZPVAPF	176.068473484	C7H12O5	7	12	5	-1.6146	-0.09	5	3	86.99	2.3124	5	0.3908015505121199	0.7142857142857143
G5	C(C1C(CO)(O)OCC1(C)O)=O	VIMMFGHDCPTWKH	176.068473484	C7H12O5	7	12	5	-1.8907	-0.123	5	3	86.99	-1.4886	5	0.3908015505121199	0.7142857142857143
G5	C(CC1(C(C(CO1)(C)O)O)O)=O	LWIFQPLWFSTHEL	176.068473484	C7H12O5	7	12	5	-1.631	-0.341	5	3	86.99	0.30235	5	0.2851130123035418	0.7142857142857143
G5	C(CC1(COC(C)(C1O)O)O)=O	HHJAQRKTDFDRGD	176.068473484	C7H12O5	7	12	5	-1.631	-0.341	5	3	86.99	0.2473	5	0.2851130123035418	0.7142857142857143
G5	C(C(C1(CC(CO1)(C)O)O)O)=O	SDNUOSRGIAWFFG	176.068473484	C7H12O5	7	12	5	-1.8007	-0.341	5	3	86.99	-0.23425	5	0.285113012303542	0.7142857142857143
G5	C(C)(C1C(C(C(C)(O1)O)O)O)=O	YQMLBHROJKMKBM	176.068473484	C7H12O5	7	12	5	-1.5183	-0.554	5	3	86.99	-0.38828	5	0.2828481450613291	0.7142857142857143
G5	C(C1C(C)(C(C(C)(O1)O)O)O)=O	IPPDOVSAPWBLQB	176.068473484	C7H12O5	7	12	5	-1.7607	-0.449	5	3	86.99	0.063333	5	0.2828481450613293	0.7142857142857143
G5	C(C)(C1C(C)(C(C(O1)O)O)O)=O	IRPABGYOGPXXIG	176.068473484	C7H12O5	7	12	5	-1.4846	-0.416	5	3	86.99	2.3294	5	0.2828481450613293	0.7142857142857143
G5	CC(C(C1(COC(C1)O)O)O)O	UUSIFUHNKAEPBE	178.084123548	C7H14O5	7	14	5	-1.4934	-0.257	5	4	90.15	0.26808	5	0.4261959374768015	0.7142857142857143
G5	CC(C1C(CO)(CC(O)O1)O)O	ZXWGKWHUYOFQSK	178.084123548	C7H14O5	7	14	5	-1.528	-0.257	5	4	90.15	-4.5978	5	0.4261959374768015	0.7142857142857143
G5	C(C1C(CC(O1)O)(CCO)O)=O	RGYCFSFKCXODFP	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-4.5924	5	0.2885645578695	0.7142857142857143
G5	C(C1C(C(C(O1)O)C(C)O)O)=O	IJZANFYEWJTVTR	176.068473484	C7H12O5	7	12	5	-1.769	-0.523	5	3	86.99	-3.5723	5	0.393174907159611	0.7142857142857143
G5	C(CC1C(C(C)(C(O)O1)O)O)=O	BOUZFEOIDOOBHW	176.068473484	C7H12O5	7	12	5	-1.5706	-0.472	5	3	86.99	-0.070337	5	0.2862996906272871	0.7142857142857143
G5	C(C(C)(C1C(CC(O)O1)O)O)=O	MUKVJLNQPMXOKD	176.068473484	C7H12O5	7	12	5	-1.6577	-0.472	5	3	86.99	-3.3291	5	0.2862996906272873	0.7142857142857143
G5	C(CC1C(C)(C(C(O)O1)O)O)=O	PJTTWTYFUSOTEQ	176.068473484	C7H12O5	7	12	5	-1.5706	-0.472	5	3	86.99	-0.053705	5	0.2862996906272873	0.7142857142857143
G5	C(C(C1(C)C(CC(O)O1)O)O)=O	QLQVMGRQFNHDFV	176.068473484	C7H12O5	7	12	5	-1.7403	-0.472	5	3	86.99	-1.9652	5	0.2862996906272873	0.7142857142857143
G5	C(CC1(C)C(C(C(O)O1)O)O)=O	HVUXTISLTNWIHE	176.068473484	C7H12O5	7	12	5	-1.5706	-0.472	5	3	86.99	-2.0556	5	0.2862996906272873	0.7142857142857143
G5	C(C(C1C(C)(CC(O)O1)O)O)=O	KAXSBVXULWVXCV	176.068473484	C7H12O5	7	12	5	-1.7403	-0.472	5	3	86.99	-1.3601	5	0.2862996906272873	0.7142857142857143
G5	C(C1(C(C(C)O)C(CO1)O)O)=O	QGVLDQDQEMLXRV	176.068473484	C7H12O5	7	12	5	-1.8294	-0.392	5	3	86.99	-2.9705	5	0.3919882288358655	0.7142857142857143
G5	CC(C1C(CC(O)O1)O)O	PIPAQLDLZHBXTP	148.073558864	C6H12O4	6	12	4	-0.8993	-0.655	4	3	69.92	-1.8448	4	0.1485157515136421	0.6666666666666666
G5	C1C(C(C(O)O1)C(C)O)O	VCLBDLLJRWNJOO	148.073558864	C6H12O4	6	12	4	-0.9547	-0.437	4	3	69.92	-1.2328	4	0.2542042897222202	0.6666666666666666
G5	CC(C1(CO)C(CC(O)O1)O)O	SBFVZZCCACRGSU	178.084123548	C7H14O5	7	14	5	-1.528	-0.257	5	4	90.15	-2.1282	5	0.4261959374768017	0.7142857142857143
G5	C(CC1CC(C(O)O1)(CO)O)=O	CCDQLLVETXTQOV	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-6.0955	5	0.2885645578694996	0.7142857142857143
G5	C(CC1(CO)CC(C(O)O1)O)=O	OIEOLKOZFZWGBR	176.068473484	C7H12O5	7	12	5	-1.6452	-0.364	5	3	86.99	-6.6863	5	0.2885645578695	0.7142857142857143
G5	C(CO)(C1C(C)OC(C1O)O)=O	KXFBRJBQTIGNOS	176.068473484	C7H12O5	7	12	5	-1.5879	-0.359	5	3	86.99	1.6727	5	0.3919882288358657	0.7142857142857143
G5	C(C1C(C(CO)C(O1)O)O)=O	PHUXFMUSODXHMY	162.05282342	C6H10O5	6	10	5	-2.1283	-0.145	5	3	86.99	-2.8413	5	0.7740881993670784	0.8333333333333334
G5	C(C(C1CC(C(O)O1)(C)O)O)=O	NZHAFEVKLHAGOH	176.068473484	C7H12O5	7	12	5	-1.7403	-0.472	5	3	86.99	-1.1732	5	0.2862996906272873	0.7142857142857143
G5	C(C(C1CC(C(C)(O)O1)O)O)=O	ZJSUSPYJVOQEAU	176.068473484	C7H12O5	7	12	5	-1.774	-0.61	5	3	86.99	-1.2449	5	0.2862996906272873	0.7142857142857143
G5	C1(C(C)(O)OC(CO)C1O)=O	UTZAWPQRRFDXAO	162.05282342	C6H10O5	6	10	5	-1.7027	-0.176	5	3	86.99	1.0104	5	0.6637614372687973	0.8333333333333334
G5	C(C1(C(C)OC(C1O)O)O)=O	PSLNNVPHIJQGRF	162.05282342	C6H10O5	6	10	5	-2.025	-0.202	5	3	86.99	-0.84999	5	0.6649481155925424	0.8333333333333334
G5	C1C(C)(C(C(O)O1)O)O	ZQVQSQVGVDTFAC	134.0579088	C5H10O4	5	10	4	-1.2107	-0.116	4	3	69.92	1.9508	4	0.5259774981551522	0.8
G5	CC1(C(C(CO1)O)O)O	LTCAIAGMOKODMK	134.0579088	C5H10O4	5	10	4	-1.2444	-0.254	4	3	69.92	-1.9621	4	0.525977498155152	0.8
G5	C1C2(C(CO1)OC(C2O)O)O	UWAYALFDOONBNB	162.05282342	C6H10O5	6	10	5	-2.0012	0.039	5	3	79.15	-1.5064	5	0.8013762774380779	0.8333333333333334
G5	C1C(C2(C(C(CO2)O)O1)O)O	MQOQIOXWRVUHBM	162.05282342	C6H10O5	6	10	5	-2.0349	-0.099	5	3	79.15	-1.4953	5	0.8013762774380779	0.8333333333333334
G5	C(C1CC(C(O1)O)O)(O)=O	RBGQSSFDPVOZIU	148.037173356	C5H8O5	5	8	5	-1.6082	-0.259	5	3	86.99	-2.7323	5	0.368490587127067	1.0
G5	C(C1CC(C)(C(O1)O)O)(O)=O	BIRAWOMJSIEDLW	162.05282342	C6H10O5	6	10	5	-1.3102	-0.368	5	3	86.99	-0.93891	5	-0.0136093834041464	0.8333333333333334
G5	C(C1CC(C(C)(O1)O)O)(O)=O	GIBFCKSUZVEBOB	162.05282342	C6H10O5	6	10	5	-1.3439	-0.506	5	3	86.99	-0.98178	5	-0.0136093834041464	0.8333333333333334
G5	C1(C(CO)OC(C1(C)O)O)=O	KQFYKICDGSKZJC	162.05282342	C6H10O5	6	10	5	-1.669	-0.038	5	3	86.99	2.0617	5	0.6637614372687971	0.8333333333333334
G5	C(C1C(C(C)(C(O1)O)O)O)=O	NDQQICVMFWYKME	162.05282342	C6H10O5	6	10	5	-2.025	-0.202	5	3	86.99	-0.45127	5	0.6649481155925424	0.8333333333333334
G5	C1(C(CO)OC(C)(C1O)O)=O	PTOQKCKDTSBJSI	162.05282342	C6H10O5	6	10	5	-1.7027	-0.176	5	3	86.99	2.2279	5	0.6637614372687971	0.8333333333333334
G5	C1(C(C)OC(CO)(C1O)O)=O	OCYYBSZPXNLHRH	162.05282342	C6H10O5	6	10	5	-1.7027	-0.176	5	3	86.99	1.4243	5	0.6637614372687971	0.8333333333333334
G5	C1(COC(C(C)O)(C1O)O)=O	JYJGUWRUERFSMI	162.05282342	C6H10O5	6	10	5	-1.6681	-0.176	5	3	86.99	1.0895	5	0.6637614372687971	0.8333333333333334
G5	CC1C(C(C(CO)(O)O1)O)O	CJJCPDZKQKUXSS	164.068473484	C6H12O5	6	12	5	-1.8464	-0.125	5	4	90.15	-0.19654	5	0.804844362442057	0.8333333333333334
G5	C1(COC(C1(CCO)O)O)=O	ORUDVLWOKUQADR	162.05282342	C6H10O5	6	10	5	-1.5393	0.07	5	3	86.99	-0.023263	5	0.6660263045110094	0.8333333333333334
G5	C(C1(C(CO)(O)OCC1)O)=O	FFHHTVLVNXDXFJ	162.05282342	C6H10O5	6	10	5	-2.16	0.037	5	3	86.99	-3.4554	5	0.6660263045110101	0.8333333333333334
G5	C1(COC(CCO)(C1O)O)=O	YFLFQGBASSFMRD	162.05282342	C6H10O5	6	10	5	-1.573	-0.068	5	3	86.99	0.053057	5	0.6660263045110099	0.8333333333333334
G5	C1(C(CCO)OC(C1O)O)=O	VTAFYLCIGMKPNS	162.05282342	C6H10O5	6	10	5	-1.5126	-0.199	5	3	86.99	-0.83328	5	0.6672129828347552	0.8333333333333334
G5	C(C(C1(C(CCO1)O)O)O)=O	WBWYHLPBUPBTFS	162.05282342	C6H10O5	6	10	5	-2.0987	-0.232	5	3	86.99	-1.8979	5	0.6672129828347547	0.8333333333333334
G5	C(C1CC(C(CO)(O1)O)O)=O	QHHHDODRSCICNF	162.05282342	C6H10O5	6	10	5	-2.1333	-0.232	5	3	86.99	-3.9416	5	0.6672129828347552	0.8333333333333334
G5	C(C1(C(CC(CO)O1)O)O)=O	LWRLONYMTNKGJW	162.05282342	C6H10O5	6	10	5	-2.1333	-0.232	5	3	86.99	-5.9209	5	0.6672129828347552	0.8333333333333334
G5	C1(C(C)OC(C1(CO)O)O)=O	KGPDDTYDHFHWCU	162.05282342	C6H10O5	6	10	5	-1.669	-0.038	5	3	86.99	1.7311	5	0.6637614372687971	0.8333333333333334
G5	C(C1CC(CO)(C(O1)O)O)=O	OOCYTPVHYLPENB	162.05282342	C6H10O5	6	10	5	-2.0996	-0.094	5	3	86.99	-7.2297	5	0.6672129828347552	0.8333333333333334
G5	C(C1(CO)CC(C(O1)O)O)=O	UPLLRINEFOBGHI	162.05282342	C6H10O5	6	10	5	-2.0996	-0.094	5	3	86.99	-7.7981	5	0.6672129828347552	0.8333333333333334
G5	C(C1(C(CCO1)O)O)(O)=O	GMKDKNHVYXSFPS	148.037173356	C5H8O5	5	8	5	-1.6686	-0.128	5	3	86.99	0.35801	5	0.3673039088033211	1.0
G5	C(C(C1COC(C1O)O)O)=O	QWRBAKVXYXHYJW	162.05282342	C6H10O5	6	10	5	-2.0937	-0.145	5	3	86.99	-2.8209	5	0.7740881993670784	0.8333333333333334
G5	C(C(C1COC(C1(C)O)O)O)=O	NJYPGTVBRQKSAY	176.068473484	C7H12O5	7	12	5	-1.7957	-0.254	5	3	86.99	-0.95269	5	0.3919882288358652	0.7142857142857143
G5	C(C(C)(C1COC(C1O)O)O)=O	JDXKJFKQDLRARR	176.068473484	C7H12O5	7	12	5	-1.7131	-0.254	5	3	86.99	-2.9017	5	0.3919882288358657	0.7142857142857143
G5	C(C(C1COC(C)(C1O)O)O)=O	MKUHGGZQAVIORH	176.068473484	C7H12O5	7	12	5	-1.8294	-0.392	5	3	86.99	-0.95579	5	0.3919882288358652	0.7142857142857143
G5	C(C)(C(C1COC(C1O)O)O)=O	BLEVQQKXECOPDE	176.068473484	C7H12O5	7	12	5	-1.5533	-0.359	5	3	86.99	0.61212	5	0.3919882288358655	0.7142857142857143
G5	C1CC(C(CCO)(O)O1)O	BTWIMSKOTDEDQB	148.073558864	C6H12O4	6	12	4	-0.8646	-0.416	4	3	69.92	-1.4669	4	0.1495939404321095	0.6666666666666666
G5	C1C(C(C)O)C(C(O)O1)O	USVKGOWRGRNZKE	148.073558864	C6H12O4	6	12	4	-0.9547	-0.437	4	3	69.92	-1.5002	4	0.2542042897222203	0.6666666666666666
G5	CC1(C(O)OCC1O)O	CIZLDZCLFUFYMS	134.0579088	C5H10O4	5	10	4	-1.2107	-0.116	4	3	69.92	0.18947	4	0.525977498155152	0.8
G5	C1C(C(C(O)O1)O)C(CO)O	VZCABSJTVNARLT	164.068473484	C6H12O5	6	12	5	-1.8814	0.07	5	4	90.15	-0.74689	5	0.9139844462165936	0.8333333333333334
G5	C(C)(C1(C(O)OCC1(C)O)O)=O	YHKOCAKJOFCWEG	176.068473484	C7H12O5	7	12	5	-1.5113	-0.147	5	3	86.99	2.3424	5	0.2816614667375836	0.7142857142857143
G5	C(C1(C(C)(O)OCC1(C)O)O)=O	KHLHDBVEWGECFC	176.068473484	C7H12O5	7	12	5	-1.7874	-0.18	5	3	86.99	-0.098386	5	0.2816614667375838	0.7142857142857143
G5	C(C)(C1(COC(C1(C)O)O)O)=O	MPRDXVOKNQSZPQ	176.068473484	C7H12O5	7	12	5	-1.5113	-0.147	5	3	86.99	2.3167	5	0.281661466737584	0.7142857142857143
G5	C1C(C)(C(C(O)O1)(CO)O)O	JYLBZSBJMUHJOO	164.068473484	C6H12O5	6	12	5	-1.8394	0.282	5	4	90.15	1.6973	5	0.8036576841183115	0.8333333333333334
G5	C(CC(C1(C(O)OCC1)O)O)=O	OFXFILQYHIZAOG	176.068473484	C7H12O5	7	12	5	-1.6106	-0.364	5	3	86.99	-1.8228	5	0.2885645578694998	0.7142857142857143
G5	C(CC1(C(O)OCC1(C)O)O)=O	QTVQGAZQHVPAKX	176.068473484	C7H12O5	7	12	5	-1.5973	-0.203	5	3	86.99	0.05606	5	0.2851130123035416	0.7142857142857143
G5	C(CC1(COC(C1(C)O)O)O)=O	OEQPLRWEZZXZPR	176.068473484	C7H12O5	7	12	5	-1.5973	-0.203	5	3	86.99	0.17267	5	0.285113012303542	0.7142857142857143
G5	CC(C1(COC(C1)O)O)O	YBIJILOVRBSKLV	148.073558864	C6H12O4	6	12	4	-0.926	-0.386	4	3	69.92	0.10912	4	0.1473290731898968	0.6666666666666666
G5	CC(C1(C(O)OCC1)O)O	DRVBRYLTTJWEDQ	148.073558864	C6H12O4	6	12	4	-0.926	-0.386	4	3	69.92	-0.5395	4	0.1473290731898965	0.6666666666666666
G5	C1CC(C(O)O1)(CO)O	VNSBLLWDQQDYHK	134.0579088	C5H10O4	5	10	4	-1.2853	-0.008	4	3	69.92	-3.43	4	0.5282423653973647	0.8
G5	C1(C2(C(C(CC2O)O1)O)O)O	QNCQYJVFLPRRNO	162.05282342	C6H10O5	6	10	5	-2.0313	-0.181	5	4	90.15	0.59979	5	0.998364879179821	0.8333333333333334
G5	C(C1(C(O)OCC1(C)O)CO)=O	WTTXJOAIHZBUOH	176.068473484	C7H12O5	7	12	5	-1.8235	-0.053	5	3	86.99	-1.2688	5	0.3908015505121197	0.7142857142857143
G5	C1C(C)(C(C(O)O1)(C(C)O)O)O	BPUKSSXNMOTXJC	178.084123548	C7H14O5	7	14	5	-1.4801	-0.096	5	4	90.15	0.62829	5	0.4227443919108437	0.7142857142857143
G5	C1C(C)(C(CO)(C(C)(O)O1)O)O	LSTWALGNVWXJIV	178.084123548	C7H14O5	7	14	5	-1.5751	0.035	5	4	90.15	1.9823	5	0.4215577135870984	0.7142857142857143
G5	C1C2(C(CO1)(O)OCC2(C)O)O	PLBABDUXTDJZRH	176.068473484	C7H12O5	7	12	5	-1.7636	0.061	5	3	79.15	0.19829	5	0.4180896285831195	0.7142857142857143
G5	C(C1(C(C)OC(C1(C)O)O)O)=O	VYXKSZWPURQLMX	176.068473484	C7H12O5	7	12	5	-1.727	-0.311	5	3	86.99	0.0019534	5	0.2828481450613293	0.7142857142857143
G5	C(C)(C1(C(C)OC(C1O)O)O)=O	YSTSHFGSDMCCGM	176.068473484	C7H12O5	7	12	5	-1.4846	-0.416	5	3	86.99	1.89	5	0.2828481450613293	0.7142857142857143
G5	C1(C(O)OC(C)C1(CO)O)=O	PZWDEJFKKPTXNS	162.05282342	C6H10O5	6	10	5	-1.669	-0.038	5	3	86.99	2.4173	5	0.6637614372687971	0.8333333333333334
G5	C1C2(C(CO1)(O)OCC2O)O	OHQXFQDOUOQNAB	162.05282342	C6H10O5	6	10	5	-2.0616	0.17	5	3	79.15	-3.2165	5	0.8001895991143324	0.8333333333333334
G5	C1(C2C(C(C(O2)O)(C1)O)O)=O	WHIBESRNAYGQHZ	160.037173356	C6H8O5	6	8	5	-1.8876	-0.232	5	3	86.99	1.4203	5	0.8572819540065608	0.8333333333333334
G5	C1(C2C(C(C(C)(O2)O)(C1)O)O)=O	IAOSNGNCADDUTR	174.05282342	C7H10O5	7	10	5	-1.6233	-0.479	5	3	86.99	2.8596	5	0.4751819834753479	0.7142857142857143
G5	C1(C2(CC(CC2O)O1)O)O	XQFWAQXWXDITSF	146.0579088	C6H10O4	6	10	4	-1.1792	-0.58	4	3	69.92	-0.3315	4	0.340849589927661	0.6666666666666666
G5	C1(C2(CC(C(C2O)O1)O)O)O	MDQMYPJBFMPSMM	162.05282342	C6H10O5	6	10	5	-2.0313	-0.181	5	4	90.15	0.52481	5	0.998364879179821	0.8333333333333334
G5	C1(C2(CC(C(C2O)O)O1)O)O	YWZBQXWVOKIYBH	162.05282342	C6H10O5	6	10	5	-2.0313	-0.181	5	4	90.15	-0.90437	5	0.998364879179821	0.8333333333333334
G5	C1(C(O)OC(CCO)C1(C)O)=O	LADZVSCANHETHQ	176.068473484	C7H12O5	7	12	5	-1.2146	-0.308	5	3	86.99	0.3222	5	0.2851130123035416	0.7142857142857143
G5	C1CC(C(O)O1)(C(CCO)O)O	YAFMQGMQONITKU	178.084123548	C7H14O5	7	14	5	-1.3983	-0.149	5	4	90.15	-1.5905	5	0.4284608047190142	0.7142857142857143
G5	C1(C(O)OC(CO)(C)C1(C)O)=O	TZPZCBQDLSSMDY	176.068473484	C7H12O5	7	12	5	-1.371	-0.147	5	3	86.99	-0.48521	5	0.281661466737584	0.7142857142857143
G5	C(C1(C(C)(C(CO1)(C)O)O)O)=O	PDBYLGFTBOBDSJ	176.068473484	C7H12O5	7	12	5	-1.7874	-0.18	5	3	86.99	0.25833	5	0.281661466737584	0.7142857142857143
G5	C1C(C)(C(C(O)O1)(CCO)O)O	NWVMHEHIGAJKIQ	178.084123548	C7H14O5	7	14	5	-1.385	0.012	5	4	90.15	0.29971	5	0.4250092591530562	0.7142857142857143
G5	CC(CO)(C1(C(O)OCC1)O)O	HRGZODGIYCSHBR	178.084123548	C7H14O5	7	14	5	-1.4721	0.012	5	4	90.15	-1.9188	5	0.4250092591530564	0.7142857142857143
G5	C(C1(C)C(CC(O1)O)O)(O)=O	FIIJBJMTZQKONV	162.05282342	C6H10O5	6	10	5	-1.3102	-0.368	5	3	86.99	-0.36904	5	-0.0136093834041464	0.8333333333333334
G5	C(CCO)(C1(COC(C1)O)O)=O	JHUUTFSSMVPEOU	176.068473484	C7H12O5	7	12	5	-1.4295	-0.2	5	3	86.99	-0.22403	5	0.2873778795457543	0.7142857142857143
G5	C(CC1(C(C)(O)OCC1O)O)=O	UNIOHHMEKVWUDI	176.068473484	C7H12O5	7	12	5	-1.631	-0.341	5	3	86.99	-1.7077	5	0.285113012303542	0.7142857142857143
G5	C(C)(C1(C(CO)OC(C1)O)O)=O	FUCAZBFTQCJGKX	176.068473484	C7H12O5	7	12	5	-1.5592	-0.308	5	3	86.99	0.49522	5	0.2851130123035416	0.7142857142857143
G5	C(C1(C(C)(C(CO1)O)O)O)=O	KOYHBSSASLUPDG	162.05282342	C6H10O5	6	10	5	-2.0854	-0.071	5	3	86.99	-1.6251	5	0.6637614372687971	0.8333333333333334
G5	C1(C(O)OC(CO)C1(C)O)=O	KGJWTMFACAUWDN	162.05282342	C6H10O5	6	10	5	-1.669	-0.038	5	3	86.99	1.4606	5	0.6637614372687973	0.8333333333333334
G5	C(CCC1(C(C(CO1)O)O)O)=O	PMTXENVKIJLZNM	176.068473484	C7H12O5	7	12	5	-1.4746	-0.502	5	3	86.99	-5.8071	5	0.2885645578694998	0.7142857142857143
G5	C(CC1(CC(C(CO)O1)O)O)=O	UXWZMEOCVNYQRU	176.068473484	C7H12O5	7	12	5	-1.6789	-0.502	5	3	86.99	-3.009	5	0.2885645578694998	0.7142857142857143
G5	C(CC1(C(CO)C(CO1)O)O)=O	AXBDXGRCDIRTIA	176.068473484	C7H12O5	7	12	5	-1.7343	-0.284	5	3	86.99	-1.5998	5	0.3942530960780777	0.7142857142857143
G5	C1(C(CCO)(O)OCC1O)=O	AQMQTWLOTUOAJR	162.05282342	C6H10O5	6	10	5	-1.573	-0.068	5	3	86.99	-0.20826	5	0.6660263045110099	0.8333333333333334
G5	C(C1C(C)(O)OC(CO)C1O)=O	JBDMIOAFGFUUNI	176.068473484	C7H12O5	7	12	5	-1.864	-0.392	5	3	86.99	-2.0997	5	0.3919882288358659	0.7142857142857143
G5	C(C1C(C)(O)OCC1O)(O)=O	HUPNKVSFFHRRLJ	162.05282342	C6H10O5	6	10	5	-1.3993	-0.288	5	3	86.99	1.31	5	0.0920791548044316	0.8333333333333334
G5	C1(COC(C)(C1(CO)O)O)=O	MVLSKYCXIGJUCV	162.05282342	C6H10O5	6	10	5	-1.7294	0.093	5	3	86.99	2.9858	5	0.6625747589450514	0.8333333333333334
G5	C1C2(C(C(C(CO)O2)O1)O)O	JMRQIXORMXHUAU	162.05282342	C6H10O5	6	10	5	-2.1268	-0.099	5	3	79.15	-0.26168	5	0.8048278230040359	0.8333333333333334
G5	C1C2(C(C(C(CO1)O2)O)O)O	YFLUZLGALSXXRB	162.05282342	C6H10O5	6	10	5	-2.0349	-0.099	5	3	79.15	-5.2528	5	0.8013762774380779	0.8333333333333334
G5	C(C1(CCC(C(CO)O)O1)O)=O	WVAQKYWSZOWZRX	176.068473484	C7H12O5	7	12	5	-1.8486	-0.502	5	3	86.99	-3.8946	5	0.2885645578694998	0.7142857142857143
G5	C(C1(CCC(CO)(CO)O1)O)=O	GXZKKZSWLGHOHH	176.068473484	C7H12O5	7	12	5	-1.9099	-0.233	5	3	86.99	-9.2491	5	0.2873778795457545	0.7142857142857143
G5	C(CC1C(O)OC(CO)C1O)=O	QJRYIZGQWMGYTA	176.068473484	C7H12O5	7	12	5	-1.6739	-0.415	5	3	86.99	-2.7677	5	0.3954397744018237	0.7142857142857143
G5	C(C1CC(O)OC1C(CO)O)=O	DBCZTOSUMCKXPC	176.068473484	C7H12O5	7	12	5	-1.8436	-0.415	5	3	86.99	-4.325	5	0.3954397744018237	0.7142857142857143
G5	C(CC1C(O)OCC1(CO)O)=O	WDACZBUJJPEGTK	176.068473484	C7H12O5	7	12	5	-1.7006	-0.146	5	3	86.99	-1.9947	5	0.3942530960780782	0.7142857142857143
G5	C(C1CC(O)OC1(CO)CO)=O	ICGMUAXAAVNNHP	176.068473484	C7H12O5	7	12	5	-1.9049	-0.146	5	3	86.99	-6.3667	5	0.3942530960780784	0.7142857142857143
G5	CC(C1C(O)OCCC1O)O	YOOXHWCUSYRLOI	162.089208928	C7H14O4	7	14	4	-0.6127	-0.707	4	3	69.92	-1.0675	4	-0.127895680808993	0.5714285714285714
G5	CC1CC(C(C(O)O1)CO)O	VGKXFHCTUDQPMN	162.089208928	C7H14O4	7	14	4	-0.6473	-0.707	4	3	69.92	1.292	4	-0.1278956808089927	0.5714285714285714
G5	C1(COC(C(C(C)O)C1O)O)=O	FKSLPDNLQGMDSR	176.068473484	C7H12O5	7	12	5	-1.3211	-0.359	5	3	86.99	0.066977	5	0.3885366832699077	0.7142857142857143
G5	C(C1(C(C(CC(C)O1)O)O)O)=O	JIBJBVAGDFZGDM	176.068473484	C7H12O5	7	12	5	-1.7167	-0.61	5	3	86.99	-0.068789	5	0.2828481450613291	0.7142857142857143
G5	CC1CC(CC(CO)(O)O1)O	BNJZKGBRUNALQJ	162.089208928	C7H14O4	7	14	4	-0.6523	-0.794	4	3	69.92	-1.7926	4	-0.2347708973413168	0.5714285714285714
G5	CC1(C(C(CC(C)O1)O)O)O	KDYNWEGSAYGUIC	162.089208928	C7H14O4	7	14	4	-0.5777	-0.902	4	3	69.92	3.1648	4	-0.2370357645835294	0.5714285714285714
G5	C(C1C(O)OC(C)CC1O)(O)=O	SHGCEXUUUYUZGV	176.068473484	C7H12O5	7	12	5	-0.9969	-0.689	5	3	86.99	1.7704	5	-0.2888341374030361	0.7142857142857143
G5	C(C1(CC(CC(C)O1)O)O)(O)=O	UXRWOGFBFMUWOB	176.068473484	C7H12O5	7	12	5	-1.0019	-0.776	5	3	86.99	0.55932	5	-0.3957093539353599	0.7142857142857143
G5	C(C1COC(C(CO)C1O)O)=O	ZKXHLLIXKOUICE	176.068473484	C7H12O5	7	12	5	-1.8417	-0.197	5	3	86.99	-3.0085	5	0.4976767670444436	0.7142857142857143
G5	C(C1COC(CO)(CC1O)O)=O	DGBGJNKQRVJBJA	176.068473484	C7H12O5	7	12	5	-1.8467	-0.284	5	3	86.99	-4.9784	5	0.3908015505121204	0.7142857142857143
G5	C(C1COC(C)(C(C1O)O)O)=O	OGPKCFXQJMGSPT	176.068473484	C7H12O5	7	12	5	-1.7721	-0.392	5	3	86.99	-0.93353	5	0.3885366832699077	0.7142857142857143
G5	C1CC(C(C(O)O1)CO)O	COUDMXWHBOHDRK	148.073558864	C6H12O4	6	12	4	-0.972	-0.329	4	3	69.92	-0.3195	4	0.2530176113984747	0.6666666666666666
G5	CC1C(C(C(C(O)O1)CO)O)O	UQTQXLLPUWKBKN	178.084123548	C7H14O5	7	14	5	-1.4994	-0.308	5	4	90.15	0.38222	5	0.5296196084431674	0.7142857142857143
G5	C1(C(CO)C(CC(CO)O1)O)O	UDMULGYOSVWKNX	178.084123548	C7H14O5	7	14	5	-1.574	-0.2	5	4	90.15	-3.0455	5	0.5318844756853797	0.7142857142857143
G5	C1CC(C(C(O)O1)C(CO)O)O	DNTYZGXPMCZXQH	178.084123548	C7H14O5	7	14	5	-1.5394	-0.2	5	4	90.15	-0.3115	5	0.5318844756853797	0.7142857142857143
G5	C(C1(C(C(CCO1)O)O)O)=O	JKVPEWHXKZYBEW	162.05282342	C6H10O5	6	10	5	-2.0414	-0.232	5	3	86.99	-1.8633	5	0.6637614372687967	0.8333333333333334
G5	C1(COC(C(CO)C1(C)O)O)=O	LZGHHYHVKIKITH	176.068473484	C7H12O5	7	12	5	-1.3824	-0.09	5	3	86.99	2.0809	5	0.3873500049461617	0.7142857142857143
G5	C(C)(C1(C(C(CCO1)O)O)O)=O	MVXJTISTUUVZNI	176.068473484	C7H12O5	7	12	5	-1.501	-0.446	5	3	86.99	1.7822	5	0.2816614667375838	0.7142857142857143
