Generation	Smiles	Inchi	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons
G5	C(C1(CCC(C1O)=O)O)(O)=O	MOHWGWUUMIOSNY	160.037173356	C6H8O5	6	8	5	-1.6809	-0.318	5	3	94.83	-0.12389	5	0.2989154806742879	0.8333333333333334
G5	C1(C(C(C=CC1O)O)O)=O	WQWQVAVIACSGEW	144.042258736	C6H8O4	6	8	4	-1.4881	-0.377	4	3	77.76	0.36954	4	0.6370576270545953	0.6666666666666666
G5	C1(C(C(C(C1O)=C)O)O)=O	OIQWOJXPVRPGCR	144.042258736	C6H8O4	6	8	4	-1.3116	-0.398	4	3	77.76	-2.4609	4	0.6370576270545953	0.6666666666666666
G5	C1(C(C(C(C1O)=CCO)O)O)=O	GOWLTFRXRAFYRY	174.05282342	C7H10O5	7	10	5	-1.8506	0.0060001	5	4	97.99	0.62687	5	0.9147378130177548	0.7142857142857143
G5	C1(C(C(C(C=CC1O)O)O)O)=O	RAJULEAOVSJKFQ	174.05282342	C7H10O5	7	10	5	-1.9982	-0.248	5	4	97.99	0.6465	5	0.9124729457755424	0.7142857142857143
G5	C1C(C(CO)(C(C(C=1)=O)O)O)O	MINFZFIUCVAFLC	174.05282342	C7H10O5	7	10	5	-2.1168	0.021	5	4	97.99	1.2846	5	0.9147378130177548	0.7142857142857143
G5	C1(C(C(C=CC1O)(CO)O)O)=O	YEXBFUCAXXADSU	174.05282342	C7H10O5	7	10	5	-2.1168	0.021	5	4	97.99	0.5841	5	0.9147378130177548	0.7142857142857143
G5	C1(C(C(C=C(CO)C1O)O)O)=O	SNGKRSVIYSKTKR	174.05282342	C7H10O5	7	10	5	-1.9746	0.0060001	5	4	97.99	0.52888	5	0.9147378130177548	0.7142857142857143
G5	C1(C(C(C(C(C1O)=C)O)O)O)=O	UAECSJLJGVGYTR	174.05282342	C7H10O5	7	10	5	-1.8217	-0.269	5	4	97.99	-2.1806	5	0.9124729457755424	0.7142857142857143
G5	C1C(C(C(C(C=1)=O)O)O)O	UDGPTYYVDNKAPG	144.042258736	C6H8O4	6	8	4	-1.4881	-0.377	4	3	77.76	1.3477	4	0.6370576270545953	0.6666666666666666
G5	C1(C(C(C=CC1(CO)O)O)O)=O	JXVKELKRBWBPPG	174.05282342	C7H10O5	7	10	5	-2.1168	0.021	5	4	97.99	0.8214	5	0.9147378130177548	0.7142857142857143
G5	C1(C(C(C(C1(CO)O)=C)O)O)=O	VVQPDSNUSGPVDY	174.05282342	C7H10O5	7	10	5	-1.9403	4.4703e-08	5	4	97.99	-2.0042	5	0.9147378130177548	0.7142857142857143
G5	C1C(CO)(C(C(C(C=1)=O)O)O)O	BSKLFBAAHGQCDW	174.05282342	C7H10O5	7	10	5	-2.1168	0.021	5	4	97.99	1.5715	5	0.9147378130177548	0.7142857142857143
G5	C1(CO)C(C(C(C=1)=O)O)O	DVMPEVOBVDWDFV	144.042258736	C6H8O4	6	8	4	-1.4645	-0.123	4	3	77.76	1.0469	4	0.6393224942968078	0.6666666666666666
G5	C(C1C2C(C(C(O)O2)C1O)O)=O	UHMLVWXWVCPLJJ	174.05282342	C7H10O5	7	10	5	-2.0776	-0.499	5	3	86.99	-2.8723	5	0.6923839621059534	0.7142857142857143
G5	C1(C2C(C(C(C1)O)C(O2)O)O)=O	WVKSIVMCRJASAP	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.5476	5	0.5820572000076716	0.7142857142857143
G5	C1(C2CC(C(O2)O)(C1CO)O)=O	PDUBNGTUNVBYTK	174.05282342	C7H10O5	7	10	5	-1.6929	-0.284	5	3	86.99	0.42015	5	0.5843220672498842	0.7142857142857143
G5	C1(C2C(CO)C(C(O2)O)(C1)O)=O	ZYNJGAKHDXRFKO	174.05282342	C7H10O5	7	10	5	-1.6929	-0.284	5	3	86.99	1.4114	5	0.5843220672498842	0.7142857142857143
G5	C(C1C(C2CC1(C(O)O2)O)O)=O	IBFPVSHGDLITCE	174.05282342	C7H10O5	7	10	5	-2.0489	-0.448	5	3	86.99	-2.7495	5	0.5855087455736295	0.7142857142857143
G5	C1(C(O)OC2C(CC(C12)O)O)=O	LEDWEEYTNPTIDB	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.2195	5	0.5820572000076716	0.7142857142857143
G5	C(C1C2C(CC(C1O)(O)O2)O)=O	XXIOWJQWZDUBOO	174.05282342	C7H10O5	7	10	5	-2.0826	-0.586	5	3	86.99	-2.8746	5	0.5855087455736295	0.7142857142857143
G5	C1(C(O)OC2CC(C(C12)O)O)=O	ATOQKVJDOAUFIF	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.1397	5	0.5820572000076716	0.7142857142857143
G5	C1(C2C(C(C1)O)C(C(O2)O)O)=O	RBUBWJCGEKXHSH	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.517	5	0.5820572000076716	0.7142857142857143
G5	C1(C(C2(C(O)OC(C2)C1)O)O)=O	SGMVOYYYCSWCLX	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	0.37704	5	0.4751819834753479	0.7142857142857143
G5	C(C1C(C2(CC1(CO2)O)O)O)=O	JWMGOZMDJANATE	174.05282342	C7H10O5	7	10	5	-2.1093	-0.317	5	3	86.99	-1.3582	5	0.5843220672498842	0.7142857142857143
G5	C1(C(C2CC(C(O)O2)(C1)O)O)=O	RJIKSZIVDBOATJ	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	0.55805	5	0.4751819834753479	0.7142857142857143
G5	C1(C2C(CC(C(C1)O)(O2)O)O)=O	OASHVYFVKBHYLF	174.05282342	C7H10O5	7	10	5	-1.5793	-0.64	5	3	86.99	0.75667	5	0.4751819834753479	0.7142857142857143
G5	C1(C2C(C(C1)O)(CC(O2)O)O)=O	JSJSTWUUZSLGQI	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	0.99429	5	0.4751819834753479	0.7142857142857143
G5	C1(C(C2C(C1C(O)O2)O)O)=O	RNHIDVYKLVZVST	160.037173356	C6H8O5	6	8	5	-1.9163	-0.283	5	3	86.99	0.15314	5	0.9641571705388844	0.8333333333333334
G5	C1(C(C2CC(C1C(O)O2)O)O)=O	ULKPMNDNCNTACN	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.0389	5	0.5820572000076716	0.7142857142857143
G5	C(C1C2C(CC1(C(O)O2)O)O)=O	MEUQSWZZAWTZPK	174.05282342	C7H10O5	7	10	5	-2.0489	-0.448	5	3	86.99	-1.4558	5	0.5855087455736295	0.7142857142857143
G5	C1(C(O)OC2C(C1C(C2)O)O)=O	XYHLREMRPVNJGK	174.05282342	C7H10O5	7	10	5	-1.5743	-0.553	5	3	86.99	1.2173	5	0.5820572000076716	0.7142857142857143
G5	C1(C(C2(C)C(C1C(O)O2)O)O)=O	SOSUAPJBNPIJRT	174.05282342	C7H10O5	7	10	5	-1.6183	-0.392	5	3	86.99	1.2659	5	0.5820572000076716	0.7142857142857143
G5	C1(C(C2C(C)(C1C(O)O2)O)O)=O	SHPLPYQCOXUBAH	174.05282342	C7H10O5	7	10	5	-1.6183	-0.392	5	3	86.99	1.8547	5	0.5820572000076716	0.7142857142857143
G5	C1(C2C(C(CC(O2)O)(C1)O)O)=O	LLZQUTFNBLEFIV	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	1.6682	5	0.4751819834753479	0.7142857142857143
G5	C1(C2C(CC(C(O2)O)(C1)O)O)=O	MFROYHYNHROCOX	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	1.7886	5	0.4751819834753479	0.7142857142857143
G5	C1(C2CC(C(C(O2)O)O)(C1)O)=O	FNZJPJQHBRIIEE	174.05282342	C7H10O5	7	10	5	-1.5456	-0.502	5	3	86.99	1.8325	5	0.4751819834753479	0.7142857142857143
G5	C1(C(C2C(O)OCC1C2O)O)=O	CZOLHVCFAFYSBJ	174.05282342	C7H10O5	7	10	5	-1.6297	-0.335	5	3	86.99	0.11963	5	0.6877457382162495	0.7142857142857143
G5	C1(C(CC2(C(C1CO2)O)O)O)=O	RZCUDCGDDDSPFI	174.05282342	C7H10O5	7	10	5	-1.6347	-0.422	5	3	86.99	1.4269	5	0.5808705216839263	0.7142857142857143
G5	C1(COC2(C(C1C(C2)O)O)O)=O	OZOSJVVHUIHRCZ	174.05282342	C7H10O5	7	10	5	-1.6347	-0.422	5	3	86.99	1.9042	5	0.5808705216839263	0.7142857142857143
G5	C(C(C1CC(C(C1O)O)O)=O)=O	QVADVNOSQZNNSZ	174.05282342	C7H10O5	7	10	5	-2.3146	-0.473	5	3	94.83	-1.6575	5	0.705699771238045	0.7142857142857143
G5	C(C1C(C(C(C1C=O)O)O)O)=O	ZFPMDSGCMAXYTQ	174.05282342	C7H10O5	7	10	5	-2.5857	-0.419	5	3	94.83	-3.095	5	0.8125749877703682	0.7142857142857143
G5	C(C1(CCC(C(C1O)=O)O)O)=O	ZBJXRYNJQDBSEC	174.05282342	C7H10O5	7	10	5	-2.0537	-0.422	5	3	94.83	-2.9535	5	0.5953730091397634	0.7142857142857143
G5	C1(C(C(C(C(CC1)O)=O)O)O)=O	JZWPGNQDCFBQLZ	174.05282342	C7H10O5	7	10	5	-1.5791	-0.527	5	3	94.83	0.12874	5	0.5919214635738053	0.7142857142857143
G5	C=CC(C(C(C(CO)=O)=O)O)O	HHSVYUHKNYDDLY	174.05282342	C7H10O5	7	10	5	-2.0126	-0.272	5	3	94.83	-7.4855	5	0.5916756861283502	0.7142857142857143
G5	C(C(C(C(C(C=C)O)O)=O)O)=O	JPPWIWFHECRSGV	174.05282342	C7H10O5	7	10	5	-2.1937	-0.436	5	3	94.83	-6.5255	5	0.592862364452096	0.7142857142857143
G5	C(C(C(C(C)O)O)O)(C(C)O)=O	HHXGDMLIHWUUQH	178.084123548	C7H14O5	7	14	5	-1.891	-0.39	5	4	97.99	-0.028839	5	0.5510251870309208	0.7142857142857143
G5	C=CC(C(C(C(C)O)O)O)=O	JUXXWSSSFAEMKW	160.073558864	C7H12O4	7	12	4	-1.0547	-0.728	4	3	77.76	-5.5279	4	0.0729784548072373	0.5714285714285714
G5	C(C(C(C)C(C(C)O)O)=O)(O)=O	KNWXHRYGUHCECL	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-6.3769	5	-0.1617400206067043	0.7142857142857143
G5	C(C(C(C)=O)C(C(C)O)O)(O)=O	MCHCDBHUQSAHFO	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-2.7541	5	-0.1617400206067043	0.7142857142857143
G5	C(CC(CC(C(C)O)O)=O)(O)=O	PPRMIHLKQDVCJK	176.068473484	C7H12O5	7	12	5	-1.1237	-0.663	5	3	94.83	-6.3588	5	-0.2651636915730696	0.7142857142857143
G5	C(C(C(C(C(C=C)=O)O)O)O)=O	AZQIKSHCIFNNOI	174.05282342	C7H10O5	7	10	5	-2.1937	-0.436	5	3	94.83	-7.3134	5	0.5928623644520955	0.7142857142857143
G5	C(CC(C(CCO)O)=O)(O)=O	MGHRZSGERATMNJ	162.05282342	C6H10O5	6	10	5	-1.483	-0.285	5	3	94.83	-5.7812	5	0.1157496006343973	0.8333333333333334
G5	C(C(C(C(C=C)O)=O)O)(O)=O	LDZCBWZPYFXVSJ	160.037173356	C6H8O5	6	8	5	-1.7636	-0.332	5	3	94.83	-4.7175	5	0.2929532904206617	0.8333333333333334
G5	C(C(C(C(C(O)=O)=O)O)O)=CC	SPTSHTNHKIYNET	174.05282342	C7H10O5	7	10	5	-1.3759	-0.435	5	3	94.83	-9.2658	5	-0.0891466801105514	0.7142857142857143
G5	C(CC(C(C(C(O)=O)=O)O)O)=C	CGSUUBFQEYBUHN	174.05282342	C7H10O5	7	10	5	-1.3092	-0.602	5	3	94.83	-9.1907	5	-0.0856951345445934	0.7142857142857143
G5	C(C(C=C)C(C(O)=O)(CO)O)=O	AWDGWTFUKQQJCS	174.05282342	C7H10O5	7	10	5	-1.61	-0.279	5	3	94.83	-4.0975	5	0.0199934036639849	0.7142857142857143
G5	C=CC(C(C(C(O)=O)=O)O)O	AEAUJEHRNZXMPL	160.037173356	C6H8O5	6	8	5	-1.7636	-0.332	5	3	94.83	-11.456	5	0.2929532904206617	0.8333333333333334
G5	C(C(C=C)C(C(C(O)=O)O)O)=O	SJZRASXLILFQKA	174.05282342	C7H10O5	7	10	5	-1.6313	-0.548	5	3	94.83	-4.0263	5	0.0211800819877302	0.7142857142857143
G5	C(C(C(C=C)O)O)(C(C)O)=O	DETITXUTAMVQHB	160.073558864	C7H12O4	7	12	4	-1.0547	-0.728	4	3	77.76	-5.0942	4	0.0729784548072373	0.5714285714285714
G5	C=CC(C(C(C(CO)O)O)O)=O	NHTZGCAWTQQKFY	176.068473484	C7H12O5	7	12	5	-1.9814	-0.221	5	4	97.99	-4.9134	5	0.7327586113016101	0.7142857142857143
G5	C(C(C(C)C(C(CO)O)O)=O)=O	MCAUNOINKAJRTD	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-1.2729	5	0.519082345632197	0.7142857142857143
G5	C(C(C)=O)(CC(C(CO)O)O)=O	FDEBSVCISIUMSP	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-4.3145	5	0.4122071290998731	0.7142857142857143
G5	C(C(C=C)C(C(CO)O)O)=O	BAPCGDBOHIAKEB	160.073558864	C7H12O4	7	12	4	-1.2817	-0.566	4	3	77.76	-6.0253	4	0.1821185385817737	0.5714285714285714
G5	C(CC(C=O)O)(C(CCO)O)=O	VZXSEVIGTRLFBJ	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-3.6695	5	0.4156586746658311	0.7142857142857143
G5	C(C(C(C(C(C=C)O)=O)O)O)=O	SLDVUTOCRMGOJL	174.05282342	C7H10O5	7	10	5	-2.1937	-0.436	5	3	94.83	-6.5255	5	0.5928623644520955	0.7142857142857143
G5	C(CC(C)(C(C(CO)=O)O)O)=O	MCFITSDWJQTWPY	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	1.6937	5	0.4122071290998735	0.7142857142857143
G5	C(C)(CC(C(C(CO)=O)O)O)=O	OXWLVCXYBWXIAS	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	0.91652	5	0.4122071290998733	0.7142857142857143
G5	C(CC(CC(CO)(CO)O)=O)=O	HAJRMLGDMBOOTH	176.068473484	C7H12O5	7	12	5	-1.8918	-0.12	5	3	94.83	-6.5117	5	0.414471996342086	0.7142857142857143
G5	C(C(C(C)=O)C(CO)(CO)O)=O	GHNAZPQWJCSLPW	176.068473484	C7H12O5	7	12	5	-2.1279	-0.01	5	3	94.83	-3.6571	5	0.5178956673084517	0.7142857142857143
G5	C(C(C(C=C)(CO)O)O)(CO)=O	SALRRIZKWRXEEO	176.068473484	C7H12O5	7	12	5	-1.9601	0.048	5	4	97.99	-2.9009	5	0.7315719329778648	0.7142857142857143
G5	C=CC(C(C(CO)(CO)O)O)=O	PPWFGWLMYDVLDK	176.068473484	C7H12O5	7	12	5	-1.9601	0.048	5	4	97.99	-6.5808	5	0.7315719329778646	0.7142857142857143
G5	C(CO)(C(C(C=CCO)O)O)=O	ZHOHDEOMYIPMPZ	176.068473484	C7H12O5	7	12	5	-1.953	0.054	5	4	97.99	1.344	5	0.7315719329778648	0.7142857142857143
G5	C(C(CC)(C(C(CO)=O)O)O)=O	DYSDJJOLVLSYHZ	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-0.074098	5	0.4122071290998735	0.7142857142857143
G5	C(C(C(C(CC)=O)O)O)(CO)=O	QRYQNVXZYROOPV	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	2.736	5	0.4122071290998733	0.7142857142857143
G5	C(C(C(C)C(CO)(CO)O)=O)=O	PAVWOWZLSVOIHC	176.068473484	C7H12O5	7	12	5	-2.1279	-0.01	5	3	94.83	-1.9068	5	0.5178956673084517	0.7142857142857143
G5	C(CCC(C(C(CO)=O)O)O)=O	REGMTSUPOAFLBQ	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-2.9926	5	0.4156586746658313	0.7142857142857143
G5	C(C)(C(C)(C(C(CO)=O)O)O)=O	COZUUEGNYNJXKJ	176.068473484	C7H12O5	7	12	5	-1.9009	-0.172	5	3	94.83	4.0489	5	0.4087555835339156	0.7142857142857143
G5	C(C(C)=O)(CC(CO)(CO)O)=O	HDOKWYQLJPEIOV	176.068473484	C7H12O5	7	12	5	-1.8058	-0.064	5	3	94.83	-9.2955	5	0.4110204507761278	0.7142857142857143
G5	C(CO)(C(C(C=CC)O)O)=O	RYCHFSRHCLUTFG	160.073558864	C7H12O4	7	12	4	-1.0263	-0.453	4	3	77.76	-1.0966	4	0.071791776483492	0.5714285714285714
G5	C(CO)(C(C(CC=C)O)O)=O	JQKKLRZBJKKYKA	160.073558864	C7H12O4	7	12	4	-0.9596	-0.62	4	3	77.76	-1.0595	4	0.0752433220494496	0.5714285714285714
G5	C(C(C=C)C(CO)(CO)O)=O	HGCVVBPIYXZFHU	160.073558864	C7H12O4	7	12	4	-1.2604	-0.297	4	3	77.76	-7.0237	4	0.1809318602580284	0.5714285714285714
G5	C(CO)(C(C(C(C=O)=C)O)O)=O	IYKZIUJMOBRDFI	174.05282342	C7H10O5	7	10	5	-1.9466	-0.182	5	3	94.83	-3.7085	5	0.5916756861283502	0.7142857142857143
G5	C(CO)(C(C(C=C)O)O)=O	ZBDMIKWXYIEVBU	146.0579088	C6H10O4	6	10	4	-1.414	-0.35	4	3	77.76	-3.2511	4	0.4538917470147053	0.6666666666666666
G5	C(CO)(C(C(C(C=C)O)O)O)=O	BKLQNMIAHLNOEB	176.068473484	C7H12O5	7	12	5	-1.9814	-0.221	5	4	97.99	-2.9925	5	0.7327586113016101	0.7142857142857143
G5	C(C(C(C=C)O)O)(C(CO)O)=O	AQHRXDZMGQZWKF	176.068473484	C7H12O5	7	12	5	-1.9814	-0.221	5	4	97.99	-4.2135	5	0.7327586113016097	0.7142857142857143
G5	C(C(C=O)C(C(CO)CO)O)=O	NZIZLOQMRZGUNU	176.068473484	C7H12O5	7	12	5	-2.3762	-0.117	5	3	94.83	-4.6642	5	0.628222429406733	0.7142857142857143
G5	C(C(C=O)C(CO)(C(C)O)O)=O	CVVYSROVFIDVBZ	176.068473484	C7H12O5	7	12	5	-2.309	-0.174	5	3	94.83	-2.9071	5	0.519082345632197	0.7142857142857143
G5	C(CC(C(C(C(C)O)=O)O)O)=O	MZTLOGFHKWTTQY	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-2.3168	5	0.4133938074236186	0.7142857142857143
G5	C(C(CC(C(CO)CO)O)=O)=O	CKEMBEURRQDMCF	176.068473484	C7H12O5	7	12	5	-2.0541	-0.171	5	3	94.83	-3.9555	5	0.5213472128744098	0.7142857142857143
G5	C(C(CC(CO)(C(C)O)O)=O)=O	KBTGYPQTMNADHQ	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	-6.2634	5	0.4122071290998733	0.7142857142857143
G5	C(C(C)(C(C(C(C)O)=O)O)O)=O	OIILCOITUMULPY	176.068473484	C7H12O5	7	12	5	-2.082	-0.336	5	3	94.83	-2.4533	5	0.4099422618576609	0.7142857142857143
G5	C(C(C(CO)C(C(C)O)O)=O)=O	FBPOWCYMORMYAA	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-2.789	5	0.519082345632197	0.7142857142857143
G5	C(C(C(C(C)O)O)C(C=O)O)=O	YPVIHEJZZQJCIF	176.068473484	C7H12O5	7	12	5	-2.3303	-0.443	5	3	94.83	-3.3709	5	0.520269023955943	0.7142857142857143
G5	C(C(C(CO)=O)C(C(C)O)O)=O	WUFMXZHRPKZUHJ	176.068473484	C7H12O5	7	12	5	-2.1492	-0.279	5	3	94.83	-2.1635	5	0.519082345632197	0.7142857142857143
G5	C(CC(C(C(C(C)O)O)O)=O)=O	RLWPJOUGGSWHRX	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-1.9168	5	0.4133938074236188	0.7142857142857143
G5	C(C(C(CC(C(C)O)O)=O)O)=O	WWFFEXFQLXIKIW	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-1.4258	5	0.4133938074236191	0.7142857142857143
G5	C(CC1(CC(CC1O)O)O)=O	CTGJPXYQQPLCNA	160.073558864	C7H12O4	7	12	4	-1.2329	-0.77	4	3	77.76	-1.6157	4	0.0823921906268211	0.5714285714285714
G5	C(CC1(CC(C(C1O)O)O)O)=O	HUXGKHCUBABLLA	176.068473484	C7H12O5	7	12	5	-2.085	-0.371	5	4	97.99	-1.7613	5	0.7399074798789814	0.7142857142857143
G5	C(CC(CC(CCO)O)O)=O	CPHUXXKBQFVUCH	162.089208928	C7H14O4	7	14	4	-0.8601	-0.737	4	3	77.76	-4.3048	4	-0.1007736894130692	0.5714285714285714
G5	C(CC(C(CO)C(C)O)O)=O	IJELXDASVZBMMQ	162.089208928	C7H14O4	7	14	4	-1.0962	-0.627	4	3	77.76	-3.2191	4	0.0026499815532964	0.5714285714285714
G5	C(CC(CC(C(CO)=O)O)O)=O	SOGAVCGXUDYGJE	176.068473484	C7H12O5	7	12	5	-1.9131	-0.389	5	3	94.83	-0.21046	5	0.4156586746658313	0.7142857142857143
G5	C(CC(C(C(C(C)O)O)=O)O)=O	CERFZCXKHSEBOU	176.068473484	C7H12O5	7	12	5	-2.0082	-0.497	5	3	94.83	-1.5817	5	0.4133938074236188	0.7142857142857143
G5	C(C(C(C(C)O)O)(CC=O)O)=O	ZJCWVTVBEZYDBK	176.068473484	C7H12O5	7	12	5	-2.168	-0.392	5	3	94.83	-3.5554	5	0.4133938074236193	0.7142857142857143
G5	C(CC(CC(C)(CO)O)O)=O	VPOSKCJOFUMFNN	162.089208928	C7H14O4	7	14	4	-0.9339	-0.576	4	3	77.76	-7.4814	4	-0.1042252349790272	0.5714285714285714
G5	C(CC(CO)(CC(C)O)O)=O	XQOCTNYVINUMNW	162.089208928	C7H14O4	7	14	4	-0.9339	-0.576	4	3	77.76	-8.8088	4	-0.104225234979027	0.5714285714285714
G5	C(CO)(C(C(C)O)C(C)O)=O	ZVLSGHRAKRCHAQ	162.089208928	C7H14O4	7	14	4	-1.0102	-0.571	4	3	77.76	-0.1112	4	-0.0008015640126613	0.5714285714285714
G5	C(C(C(C)O)O)(CC(C)O)=O	GTILLUAFLQFQAG	162.089208928	C7H14O4	7	14	4	-0.8692	-0.789	4	3	77.76	-1.6733	4	-0.1064901022212394	0.5714285714285714
G5	C(CC(C)(C(C(C)O)O)O)=O	JYAQWANEOPJVEY	162.089208928	C7H14O4	7	14	4	-1.029	-0.684	4	3	77.76	-0.72326	4	-0.1064901022212397	0.5714285714285714
G5	C(CC(CC(CC=O)O)O)(O)=O	ZRWVYMYNRQBSNY	176.068473484	C7H12O5	7	12	5	-1.2097	-0.719	5	3	94.83	-1.3711	5	-0.2617121460071118	0.7142857142857143
G5	C(C(C(CC=O)O)C(C)O)(O)=O	LYOZQSQTEXUSOK	176.068473484	C7H12O5	7	12	5	-1.4458	-0.609	5	3	94.83	-2.4066	5	-0.1582884750407467	0.7142857142857143
G5	C(C(C)(CC(CC=O)O)O)(O)=O	DMMYGKQJPXLURW	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-0.6894	5	-0.2651636915730698	0.7142857142857143
G5	C(C(CC(C)O)(CC=O)O)(O)=O	VWVQXOPQCDMBFD	176.068473484	C7H12O5	7	12	5	-1.2835	-0.558	5	3	94.83	-5.1439	5	-0.2651636915730704	0.7142857142857143
G5	C(C(C(C(C)O)C(C)O)=O)(O)=O	DKTZGQOJHCXEEP	176.068473484	C7H12O5	7	12	5	-1.3598	-0.553	5	3	94.83	-8.0884	5	-0.1617400206067043	0.7142857142857143
G5	C(CC(C(CO)CO)O)=O	PFKBQYVPOPJVSC	148.073558864	C6H12O4	6	12	4	-1.4555	-0.249	4	3	77.76	-3.8012	4	0.3835632737607645	0.6666666666666666
G5	C(CC(C(CO)C(CO)O)O)=O	FKKJPZAQLNHBHE	178.084123548	C7H14O5	7	14	5	-2.0229	-0.12	5	4	97.99	-2.3893	5	0.662430138047669	0.7142857142857143
G5	C(C(C)(CC=O)O)(C(CO)O)=O	IZRRNNSEKFOZTM	176.068473484	C7H12O5	7	12	5	-1.9869	-0.228	5	3	94.83	0.17312	5	0.4122071290998735	0.7142857142857143
G5	C(C(C(CO)O)=O)(CC(C)O)=O	LKCQCQLYXDKAKU	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-7.7936	5	0.4122071290998735	0.7142857142857143
G5	C(CO)(C(CCO)(CC=O)O)=O	FMAAJJCGLIXHPM	176.068473484	C7H12O5	7	12	5	-1.8918	-0.12	5	3	94.83	-1.9471	5	0.4144719963420862	0.7142857142857143
G5	C(C(C(C(C)O)O)=O)(CCO)=O	YSIRXEOGVBFSQB	176.068473484	C7H12O5	7	12	5	-1.8271	-0.333	5	3	94.83	-7.1831	5	0.4122071290998735	0.7142857142857143
G5	C(C(CO)=O)(C(CO)C(C)O)=O	YMVHLZVFKZKSQB	176.068473484	C7H12O5	7	12	5	-1.9681	-0.115	5	3	94.83	-4.0383	5	0.5178956673084517	0.7142857142857143
G5	C(CC(CCO)(C(CO)O)O)=O	IRSUAVHMJVCNNW	178.084123548	C7H14O5	7	14	5	-1.8606	-0.069	5	4	97.99	-3.9648	5	0.5555549215153458	0.7142857142857143
G5	C(C(CO)O)(C(CO)C(C)O)=O	LAMOHTOCECBHPX	178.084123548	C7H14O5	7	14	5	-1.9369	-0.064	5	4	97.99	-0.59396	5	0.6589785924817103	0.7142857142857143
G5	C(CC(CO)(C(CO)CO)O)=O	STAMBDFZZRYALQ	178.084123548	C7H14O5	7	14	5	-2.0016	0.149	5	4	97.99	-6.6456	5	0.661243459723924	0.7142857142857143
G5	C(C(C(C)O)O)(C(CO)CO)=O	KTKYVNBBEGODJU	178.084123548	C7H14O5	7	14	5	-1.9369	-0.064	5	4	97.99	-1.5478	5	0.6589785924817119	0.7142857142857143
G5	C(C(CO)C(CC=O)O)(O)=O	BYFVAUICPMKDDJ	162.05282342	C6H10O5	6	10	5	-1.8051	-0.231	5	3	94.83	-1.8189	5	0.222624817166721	0.8333333333333334
G5	C(CC1(C(CO)OCC1O)O)=O	SPCFFQCSJREZRM	176.068473484	C7H12O5	7	12	5	-2.1468	-0.151	5	3	86.99	-3.4827	5	0.5463704237031963	0.7142857142857143
G5	C(CC1(C(O)OCC1CO)O)=O	MQCGQDBGIWMURN	176.068473484	C7H12O5	7	12	5	-1.7006	-0.146	5	3	86.99	-2.0052	5	0.3942530960780777	0.7142857142857143
G5	C(CC1(COC(C1CO)O)O)=O	DQAYUUCHRGTINY	176.068473484	C7H12O5	7	12	5	-1.7006	-0.146	5	3	86.99	-1.6228	5	0.3942530960780779	0.7142857142857143
G5	C1(C(C(C)O)OC(C1CO)O)=O	OWWRPAMXMSAOIO	176.068473484	C7H12O5	7	12	5	-1.413	-0.359	5	3	86.99	-0.22349	5	0.3919882288358657	0.7142857142857143
