Smiles	tag 
C(=C\[C@H]1CO[C@@H]([C@@H]1N([H])[H])O)\C(=O)O	omega_84799
[C@@H]1([C@H]([C@H](O[C@@H]1COC)O)O)O[H]	omega_42073
[C@@H]1([C@H]([C@H](O[C@@H]1COC)O)O)N([H])[H]	omega_42073
[C@H]1([C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)C)C	omega_33649
[C@H]1([C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)C)C	omega_33649
C\1(=C\CO)/CO[C@H]([C@@H]1CO)O[H]	omega_99284
C\1(=C\CO)/CO[C@H]([C@@H]1CO)N([H])[H]	omega_99284
[C@@H]1([C@H]([C@@H](O[C@@H]1CCO)O[H])O)CO	omega_60850
[C@@H]1([C@H]([C@@H](O[C@@H]1CCO)N([H])[H])O)CO	omega_60850
C1[C@H]([C@@H]([C@]([C@H]1OC)(C)O)O)O[H]	omega_39626
C1[C@H]([C@@H]([C@]([C@H]1OC)(C)O)O)N([H])[H]	omega_39626
C(=O)(C[C@H]1CO[C@@H]([C@]1(C)O[H])O)O	omega_40366
C(=O)(C[C@H]1CO[C@@H]([C@]1(C)N([H])[H])O)O	omega_40366
C(=O)C[C@@H]1C[C@H]([C@@H]([C@@H](O1)O)O)O[H]	omega_58315
C(=O)C[C@@H]1C[C@H]([C@@H]([C@@H](O1)O)O)N([H])[H]	omega_58315
[C@@H]1([C@H]([C@H](O[C@@H]1CCO)O)O)O[H]	omega_48598
[C@@H]1([C@H]([C@H](O[C@@H]1CCO)O)O)N([H])[H]	omega_48598
C\1(=C\CO)/C[C@H]([C@@H](OC1)O)O[H]	omega_101254
C\1(=C\CO)/C[C@H]([C@@H](OC1)O)N([H])[H]	omega_101254
C(=O)[C@H](C[C@@H]1[C@H](C[C@@H](O1)O[H])O)O	omega_84181
C(=O)[C@H](C[C@@H]1[C@H](C[C@@H](O1)N([H])[H])O)O	omega_84181
C(=C(\C(=O)O[H])/[C@H](CO)O)/COC	omega_63337
C(=C(\C(=O)N([H])[H])/[C@H](CO)O)/COC	omega_63337
C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)C)CO	omega_91728
C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)C)CO	omega_91728
C(=O)C[C@H]1[C@@H]([C@H]([C@@H]([C@@H]1O)O)O[H])O	omega_93772
C(=O)C[C@H]1[C@@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])O	omega_93772
C(=O)([C@H]1CO[C@H]([C@@H]1O)O[H])CCO	omega_53639
C(=O)([C@H]1CO[C@H]([C@@H]1O)N([H])[H])CCO	omega_53639
C1[C@H]([C@@H](O[C@@H]1CCCO)O[H])O	omega_74358
C1[C@H]([C@@H](O[C@@H]1CCCO)N([H])[H])O	omega_74358
C(=C(\C(=O)O[H])/[C@H](CO)O)/CC=O	omega_92387
C(=C(\C(=O)N([H])[H])/[C@H](CO)O)/CC=O	omega_92387
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)CO)O[H])O	omega_40434
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)CO)N([H])[H])O	omega_40434
C1[C@H]([C@H]([C@@H]([C@@H]1O)O)O[H])OCCO	omega_80492
C1[C@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])OCCO	omega_80492
C1(=O)[C@@H](C[C@@H]([C@H]1O)OCCO)O[H]	omega_101937
C1(=O)[C@@H](C[C@@H]([C@H]1O)OCCO)N([H])[H]	omega_101937
C(=O)(C[C@@H]1CCO[C@@]1(CO)O[H])O	omega_73134
C(=O)(C[C@@H]1CCO[C@@]1(CO)N([H])[H])O	omega_73134
C1[C@H]([C@@H]([C@@H]([C@H]1OCC)O)O)O[H]	omega_45042
C1[C@H]([C@@H]([C@@H]([C@H]1OCC)O)O)N([H])[H]	omega_45042
C(=O)(CC[C@@H]1[C@H](C[C@@H](O1)O[H])O)O	omega_83757
C(=O)(CC[C@@H]1[C@H](C[C@@H](O1)N([H])[H])O)O	omega_83757
C1(=C([C@H]([C@H](C1)O)O)O[H])[C@H](C=O)O	omega_6659
C1(=C([C@H]([C@H](C1)O)O)N([H])[H])[C@H](C=O)O	omega_6659
C(=C\CO)\[C@H]1CO[C@@H]([C@@H]1O[H])O	omega_96599
C(=C\CO)\[C@H]1CO[C@@H]([C@@H]1N([H])[H])O	omega_96599
C(=O)[C@]1([C@H]([C@H]([C@@H]([C@@H]1O)O)O[H])C)O	omega_87984
C(=O)[C@]1([C@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])C)O	omega_87984
C1[C@@H]([C@](C)(O[C@H]1O[H])OCCO)O	omega_91991
C1[C@@H]([C@](C)(O[C@H]1N([H])[H])OCCO)O	omega_91991
C1[C@H]2[C@H]([C@H]([C@@H]([C@@H]2O)O)O[H])O[C@@H]1O	omega_93301
C1[C@H]2[C@H]([C@H]([C@@H]([C@@H]2O)O)N([H])[H])O[C@@H]1O	omega_93301
C(=O)[C@H]1C[C@H]([C@@H]([C@@H]1O)O)O[H]	omega_14119
C(=O)[C@H]1C[C@H]([C@@H]([C@@H]1O)O)N([H])[H]	omega_14119
C1(=C)[C@H]([C@H]([C@H]([C@@H](O1)O[H])O)O)C	omega_71296
C1(=C)[C@H]([C@H]([C@H]([C@@H](O1)N([H])[H])O)O)C	omega_71296
C(=O)(CC[C@H]1CO[C@@H]([C@@H]1O[H])O)O	omega_58914
C(=O)(CC[C@H]1CO[C@@H]([C@@H]1N([H])[H])O)O	omega_58914
C1[C@@H]([C@H]([C@@H](O1)O[H])O)OC[C@H](C)O	omega_31899
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)OC[C@H](C)O	omega_31899
[C@@H]1([C@H]([C@@](C)(O[C@@H]1OC)O[H])O)O	omega_41450
[C@@H]1([C@H]([C@@](C)(O[C@@H]1OC)N([H])[H])O)O	omega_41450
C1(=C)[C@H](C(=O)O)[C@H]([C@H]([C@@H]1O[H])O)O	omega_21509
C1(=C)[C@H](C(=O)O)[C@H]([C@H]([C@@H]1N([H])[H])O)O	omega_21509
C(=C\[C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)O)\C=O	omega_73322
C(=C\[C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)O)\C=O	omega_73322
C1[C@@H]([C@H]([C@@H](O1)O[H])O)CCO	omega_39410
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)CCO	omega_39410
C(=O)[C@@H]([C@H]1C[C@H]([C@@H]([C@@H]1O)O)O[H])O	omega_98595
C(=O)[C@@H]([C@H]1C[C@H]([C@@H]([C@@H]1O)O)N([H])[H])O	omega_98595
C(=O)(C[C@@]1([C@H](C[C@@H](O1)O[H])O)C)O	omega_38414
C(=O)(C[C@@]1([C@H](C[C@@H](O1)N([H])[H])O)C)O	omega_38414
C\1(=C/C=O)/C(=O)[C@@H]([C@@H]([C@@H]1O[H])O)O	omega_68974
C\1(=C/C=O)/C(=O)[C@@H]([C@@H]([C@@H]1N([H])[H])O)O	omega_68974
C(=O)CC[C@@]1(CO[C@@H]([C@H]1O[H])O)O	omega_19995
C(=O)CC[C@@]1(CO[C@@H]([C@H]1N([H])[H])O)O	omega_19995
C1(=O)[C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)C	omega_12466
C1(=O)[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)C	omega_12466
C(=C\[C@@H]1[C@@H](C[C@@H](O1)O[H])O)/C(=O)O	omega_97164
C(=C\[C@@H]1[C@@H](C[C@@H](O1)N([H])[H])O)/C(=O)O	omega_97164
C(=O)([C@@H]1C[C@H]([C@@H](O1)O[H])O)CCO	omega_65343
C(=O)([C@@H]1C[C@H]([C@@H](O1)N([H])[H])O)CCO	omega_65343
C=C[C@@]1([C@H]([C@H]([C@@H](O1)O[H])O)O)OC	omega_66473
C=C[C@@]1([C@H]([C@H]([C@@H](O1)N([H])[H])O)O)OC	omega_66473
C1(=C)C[C@H]([C@@H]([C@@H](C1)O)O)O[H]	omega_47728
C1(=C)C[C@H]([C@@H]([C@@H](C1)O)O)N([H])[H]	omega_47728
C1=C([C@H]([C@H]([C@@H]1O[H])O)O)CC(=O)O	omega_5690
C1=C([C@H]([C@H]([C@@H]1N([H])[H])O)O)CC(=O)O	omega_5690
C(=O)(C[C@H]1CO[C@@H]([C@@H]1O[H])O)O	omega_30310
C(=O)(C[C@H]1CO[C@@H]([C@@H]1N([H])[H])O)O	omega_30310
C1[C@H]([C@H]([C@@H](O[C@H]1COC)O[H])O)O	omega_8033
C1[C@H]([C@H]([C@@H](O[C@H]1COC)N([H])[H])O)O	omega_8033
C(=O)(CO)O[C@H]1C[C@H]([C@@H](C1)O)O[H]	omega_83045
C(=O)(CO)O[C@H]1C[C@H]([C@@H](C1)O)N([H])[H]	omega_83045
C(=O)(C[C@H]1CO[C@@H]([C@@H]1O[H])O)CO	omega_58958
C(=O)(C[C@H]1CO[C@@H]([C@@H]1N([H])[H])O)CO	omega_58958
C(=O)(C[C@H]1CC[C@@H]([C@@H]1O[H])O)O	omega_9982
C(=O)(C[C@H]1CC[C@@H]([C@@H]1N([H])[H])O)O	omega_9982
C(=C\C[C@H]([C@H](CO[H])O)O)/C(=O)O	omega_86301
C(=C\C[C@H]([C@H](CN([H])[H])O)O)/C(=O)O	omega_86301
C(=C\[C@H]([C@H](CO[H])O)O)/[C@H](C=O)O	omega_86093
C(=C\[C@H]([C@H](CN([H])[H])O)O)/[C@H](C=O)O	omega_86093
C(=O)([C@@H]1C[C@H]([C@@H](O1)O[H])O)CO	omega_31015
C(=O)([C@@H]1C[C@H]([C@@H](O1)N([H])[H])O)CO	omega_31015
[C@H]1([C@H]([C@H]([C@@H]([C@@]1(C)O)O[H])O)O)CO	omega_92210
[C@H]1([C@H]([C@H]([C@@H]([C@@]1(C)O)N([H])[H])O)O)CO	omega_92210
C=CC[C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)O	omega_61364
C=CC[C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)O	omega_61364
[C@@H]1([C@@H]([C@@H](O[C@@]1(C)COC)O)O)O[H]	omega_94980
[C@@H]1([C@@H]([C@@H](O[C@@]1(C)COC)O)O)N([H])[H]	omega_94980
C1(=O)[C@H](C[C@H]([C@@H]([C@@H]1O)O)O[H])CO	omega_95573
C1(=O)[C@H](C[C@H]([C@@H]([C@@H]1O)O)N([H])[H])CO	omega_95573
C1(=C)[C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)CO	omega_71515
C1(=C)[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)CO	omega_71515
[C@@H]1([C@H]([C@@](C)(O[C@H]1C)O[H])O)O	omega_36407
[C@@H]1([C@H]([C@@](C)(O[C@H]1C)N([H])[H])O)O	omega_36407
COCC[C@@]([C@@H](CO)O)(OC)O[H]	omega_97947
COCC[C@@]([C@@H](CO)O)(OC)N([H])[H]	omega_97947
C1(=C([C@H](OC1)O)O[H])C[C@H](CO)O	omega_58953
C1(=C([C@H](OC1)O)N([H])[H])C[C@H](CO)O	omega_58953
C1(=O)[C@H]([C@@H]([C@H](CCCO)O1)O[H])O	omega_42510
C1(=O)[C@H]([C@@H]([C@H](CCCO)O1)N([H])[H])O	omega_42510
C=C([C@@H]([C@@H](/C=C\C=O)O)O)O[H]	omega_87810
C=C([C@@H]([C@@H](/C=C\C=O)O)O)N([H])[H]	omega_87810
C1=C[C@@H](C(=C1CC(=O)O)O[H])O	omega_55924
C1=C[C@@H](C(=C1CC(=O)O)N([H])[H])O	omega_55924
C(=C\[C@H](C(=O)O[H])[C@H](CO)O)\CO	omega_72404
C(=C\[C@H](C(=O)N([H])[H])[C@H](CO)O)\CO	omega_72404
C1(=O)CO[C@@](/C=C/CO)([C@@H]1O)O[H]	omega_85553
C1(=O)CO[C@@](/C=C/CO)([C@@H]1O)N([H])[H]	omega_85553
C1[C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)[C@H](CO)O	omega_79426
C1[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)[C@H](CO)O	omega_79426
C(=O)(CO[C@@H]1CC[C@H]([C@@H]1O[H])O)O	omega_1709
C(=O)(CO[C@@H]1CC[C@H]([C@@H]1N([H])[H])O)O	omega_1709
C(=O)(C[C@@H]1[C@H](C[C@@H](O1)O[H])O)CO	omega_84189
C(=O)(C[C@@H]1[C@H](C[C@@H](O1)N([H])[H])O)CO	omega_84189
C(=O)(CC[C@H]1CO[C@H]([C@@H]1O)O[H])O	omega_53560
C(=O)(CC[C@H]1CO[C@H]([C@@H]1O)N([H])[H])O	omega_53560
C(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)CO	omega_29551
C(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)CO	omega_29551
C1[C@H]([C@@H]([C@@H]([C@]1(CCO)O)O)O)O[H]	omega_60174
C1[C@H]([C@@H]([C@@H]([C@]1(CCO)O)O)O)N([H])[H]	omega_60174
C(=C\C[C@H]([C@@H](CO)O)O[H])/C=O	omega_4690
C(=C\C[C@H]([C@@H](CO)O)N([H])[H])/C=O	omega_4690
C(=O)CO[C@H]1C[C@H]([C@@H]([C@H]1O)O)O[H]	omega_101911
C(=O)CO[C@H]1C[C@H]([C@@H]([C@H]1O)O)N([H])[H]	omega_101911
C1[C@@H]([C@@H]([C@@H](COC)O)O[C@H]1O[H])O	omega_8268
C1[C@@H]([C@@H]([C@@H](COC)O)O[C@H]1N([H])[H])O	omega_8268
C1[C@@H]([C@@H]([C@H](CCO)O)O[C@H]1O[H])O	omega_83205
C1[C@@H]([C@@H]([C@H](CCO)O)O[C@H]1N([H])[H])O	omega_83205
C1[C@H]([C@H]([C@H]([C@H]1O)O)O[H])OCOC	omega_9204
C1[C@H]([C@H]([C@H]([C@H]1O)O)N([H])[H])OCOC	omega_9204
C1(=C)[C@@H](C(=O)CO)O[C@H]([C@@H]1O)O[H]	omega_34398
C1(=C)[C@@H](C(=O)CO)O[C@H]([C@@H]1O)N([H])[H]	omega_34398
C(=O)[C@H]1C[C@H]([C@](C1)(CO)O)O[H]	omega_100975
C(=O)[C@H]1C[C@H]([C@](C1)(CO)O)N([H])[H]	omega_100975
C(=O)[C@@H]([C@@H]1C[C@H]([C@@H](OC1)O[H])O)O	omega_64931
C(=O)[C@@H]([C@@H]1C[C@H]([C@@H](OC1)N([H])[H])O)O	omega_64931
C(=C\[C@](C)([C@@H](CO)O)O[H])/C(=O)O	omega_41045
C(=C\[C@](C)([C@@H](CO)O)N([H])[H])/C(=O)O	omega_41045
C1[C@H]([C@@H](C[C@H]1OCCO)O)O[H]	omega_77769
C1[C@H]([C@@H](C[C@H]1OCCO)O)N([H])[H]	omega_77769
C(=C(\C(=O)O[H])/[C@H](CO)O)/C=O	omega_10681
C(=C(\C(=O)N([H])[H])/[C@H](CO)O)/C=O	omega_10681
C1[C@H]([C@@H](O[C@@H]1[C@H](CO)OC)O[H])O	omega_10894
C1[C@H]([C@@H](O[C@@H]1[C@H](CO)OC)N([H])[H])O	omega_10894
[C@@H]1([C@@H]([C@H]([C@@H]([C@@H]1O)O)O[H])OC)CO	omega_12894
[C@@H]1([C@@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])OC)CO	omega_12894
C(=O)C[C@]1([C@@H]([C@H]([C@@H](O1)O)O)O[H])C	omega_26935
C(=O)C[C@]1([C@@H]([C@H]([C@@H](O1)O)O)N([H])[H])C	omega_26935
C1=C([C@@H]2C(=O)[C@]1([C@@H](O2)O[H])O)CO	omega_73215
C1=C([C@@H]2C(=O)[C@]1([C@@H](O2)N([H])[H])O)CO	omega_73215
C1[C@@H]([C@H]([C@H](O1)O)O[H])CCCO	omega_74049
C1[C@@H]([C@H]([C@H](O1)O)N([H])[H])CCCO	omega_74049
C(=C(\C(=O)O[H])/[C@H](CO)O)/CCO	omega_72406
C(=C(\C(=O)N([H])[H])/[C@H](CO)O)/CCO	omega_72406
C1[C@H]([C@@H](O[C@]1(C)OCCO)O[H])O	omega_91986
C1[C@H]([C@@H](O[C@]1(C)OCCO)N([H])[H])O	omega_91986
[C@@H]1([C@H]([C@@H]([C@@H]([C@H]1OC)O)O)O[H])C	omega_53436
[C@@H]1([C@H]([C@@H]([C@@H]([C@H]1OC)O)O)N([H])[H])C	omega_53436
C=C(C(=O)O)[C@H]1CO[C@@H]([C@@H]1O[H])O	omega_24712
C=C(C(=O)O)[C@H]1CO[C@@H]([C@@H]1N([H])[H])O	omega_24712
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)CCO)O[H])O	omega_89456
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)CCO)N([H])[H])O	omega_89456
C=C([C@H]1[C@H]([C@@H]([C@@H](O1)O)O)O[H])OC	omega_77772
C=C([C@H]1[C@H]([C@@H]([C@@H](O1)O)O)N([H])[H])OC	omega_77772
C\1(=C/CCO)/CO[C@@H]([C@@H]1O[H])O	omega_96606
C\1(=C/CCO)/CO[C@@H]([C@@H]1N([H])[H])O	omega_96606
C\1(=C/C=O)/CO[C@H]([C@@H]([C@H]1O)O[H])O	omega_74488
C\1(=C/C=O)/CO[C@H]([C@@H]([C@H]1O)N([H])[H])O	omega_74488
C(=C\[C@H]1[C@H]([C@@H]([C@H](O1)O)O)O[H])/C=O	omega_74325
C(=C\[C@H]1[C@H]([C@@H]([C@H](O1)O)O)N([H])[H])/C=O	omega_74325
C(=O)[C@H]([C@](CCOC)(CO)O)O[H]	omega_14559
C(=O)[C@H]([C@](CCOC)(CO)O)N([H])[H]	omega_14559
C1=C(CO[C@@]1(CO)O[H])CC(=O)O	omega_92734
C1=C(CO[C@@]1(CO)N([H])[H])CC(=O)O	omega_92734
C1[C@@H]([C@H]([C@@H](O1)O[H])O)OCCCO	omega_62849
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)OCCCO	omega_62849
[C@H]1([C@@H]([C@](CC)(O[C@H]1O[H])OC)O)O	omega_17592
[C@H]1([C@@H]([C@](CC)(O[C@H]1N([H])[H])OC)O)O	omega_17592
C(=O)(C[C@H]1CO[C@H]([C@@H]1O)O[H])O	omega_29560
C(=O)(C[C@H]1CO[C@H]([C@@H]1O)N([H])[H])O	omega_29560
C(=C\CO)/[C@]1([C@@H](COCO1)O)O[H]	omega_72307
C(=C\CO)/[C@]1([C@@H](COCO1)O)N([H])[H]	omega_72307
COCC[C@](CO)([C@@H](OC)O[H])O	omega_97943
COCC[C@](CO)([C@@H](OC)N([H])[H])O	omega_97943
C1[C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)[C@@H](CO)O	omega_79434
C1[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)[C@@H](CO)O	omega_79434
C(=O)(C[C@H]1C[C@H]([C@@H]([C@@H]1O[H])O)O)O	omega_99779
C(=O)(C[C@H]1C[C@H]([C@@H]([C@@H]1N([H])[H])O)O)O	omega_99779
C(=O)C[C@H](C(=O)O[H])[C@H](CO)O	omega_31763
C(=O)C[C@H](C(=O)N([H])[H])[C@H](CO)O	omega_31763
C(=O)(C[C@H]1[C@@H](C[C@](C)(O1)O[H])O)O	omega_38375
C(=O)(C[C@H]1[C@@H](C[C@](C)(O1)N([H])[H])O)O	omega_38375
C(=O)[C@@H](C[C@H]1CO[C@@H]([C@@H]1O[H])O)O	omega_58938
C(=O)[C@@H](C[C@H]1CO[C@@H]([C@@H]1N([H])[H])O)O	omega_58938
C(=C\[C@H]1[C@@H]([C@H]([C@H](O1)O)O)O[H])/C=O	omega_74329
C(=C\[C@H]1[C@@H]([C@H]([C@H](O1)O)O)N([H])[H])/C=O	omega_74329
C\1(=C/CCO)/[C@H](CO[C@@H]1O[H])O	omega_99057
C\1(=C/CCO)/[C@H](CO[C@@H]1N([H])[H])O	omega_99057
C(=O)(CC[C@H]1[C@H](C[C@@H](O1)O[H])O)O	omega_83761
C(=O)(CC[C@H]1[C@H](C[C@@H](O1)N([H])[H])O)O	omega_83761
C(=C\[C@@H]([C@H]([C@@H](CO)O)O[H])O)/C=O	omega_6090
C(=C\[C@@H]([C@H]([C@@H](CO)O)N([H])[H])O)/C=O	omega_6090
C1[C@@H]([C@@H]([C@H](CO)OC)O[C@H]1O[H])O	omega_9698
C1[C@@H]([C@@H]([C@H](CO)OC)O[C@H]1N([H])[H])O	omega_9698
C(=O)CO[C@@H]1C[C@@H]([C@@H]([C@@H]1O[H])O)O	omega_102604
C(=O)CO[C@@H]1C[C@@H]([C@@H]([C@@H]1N([H])[H])O)O	omega_102604
C(=O)[C@H]1[C@H]([C@H]([C@@H]([C@@H]1O)O)O[H])C	omega_71494
C(=O)[C@H]1[C@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])C	omega_71494
C1(=O)[C@@H]([C@H]([C@H]([C@]1(C)O[H])O)O)C	omega_72632
C1(=O)[C@@H]([C@H]([C@H]([C@]1(C)N([H])[H])O)O)C	omega_72632
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)[C@@H](C)O)O[H])O	omega_21144
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)[C@@H](C)O)N([H])[H])O	omega_21144
C\1(=C/[C@H](C)O)/CO[C@H]([C@@H]1O)O[H]	omega_75539
C\1(=C/[C@H](C)O)/CO[C@H]([C@@H]1O)N([H])[H]	omega_75539
[C@H]1([C@H]([C@@H](O[C@@H]1CCOC)O[H])O)O	omega_7929
[C@H]1([C@H]([C@@H](O[C@@H]1CCOC)N([H])[H])O)O	omega_7929
C(=C\[C@]1([C@@H](CCO1)O)O[H])/C(=O)O	omega_92628
C(=C\[C@]1([C@@H](CCO1)O)N([H])[H])/C(=O)O	omega_92628
C(=O)([C@@]1([C@H](C[C@@H](O1)O[H])O)C)CO	omega_41263
C(=O)([C@@]1([C@H](C[C@@H](O1)N([H])[H])O)C)CO	omega_41263
C1(=O)[C@H]([C@@H]([C@@H]([C@@]1(C)CO)O)O)O[H]	omega_26612
C1(=O)[C@H]([C@@H]([C@@H]([C@@]1(C)CO)O)O)N([H])[H]	omega_26612
C[C@H](CO)OC[C@H]([C@H](CO[H])O)O	omega_104507
C[C@H](CO)OC[C@H]([C@H](CN([H])[H])O)O	omega_104507
C(=O)(C[C@@H]1C[C@H]([C@@H](CO1)O[H])O)O	omega_83421
C(=O)(C[C@@H]1C[C@H]([C@@H](CO1)N([H])[H])O)O	omega_83421
C(=O)[C@H]1[C@H]([C@@H](O[C@@H]1CCO)O[H])O	omega_53551
C(=O)[C@H]1[C@H]([C@@H](O[C@@H]1CCO)N([H])[H])O	omega_53551
C1[C@H]([C@@H]([C@H]([C@H]1OCOC)O)O)O[H]	omega_9235
C1[C@H]([C@@H]([C@H]([C@H]1OCOC)O)O)N([H])[H]	omega_9235
C1=C(C=O)[C@@]([C@H]([C@@H]1O)O)(OC)O[H]	omega_19818
C1=C(C=O)[C@@]([C@H]([C@@H]1O)O)(OC)N([H])[H]	omega_19818
C(=O)(CO)O[C@H]1C[C@H]([C@H](C1)O)O[H]	omega_83047
C(=O)(CO)O[C@H]1C[C@H]([C@H](C1)O)N([H])[H]	omega_83047
C\1(=C/CO)/CO[C@@H]([C@]1(OC)O[H])O	omega_55518
C\1(=C/CO)/CO[C@@H]([C@]1(OC)N([H])[H])O	omega_55518
C1=C([C@H]([C@H]([C@@H]1O[H])O)O)CC=O	omega_100686
C1=C([C@H]([C@H]([C@@H]1N([H])[H])O)O)CC=O	omega_100686
[C@@H]1([C@@H]([C@@H]([C@H]([C@H]1O)OCC)O)O)O[H]	omega_448
[C@@H]1([C@@H]([C@@H]([C@H]([C@H]1O)OCC)O)O)N([H])[H]	omega_448
C1[C@@H](O[C@@](CCCO)(CO)O1)O[H]	omega_71653
C1[C@@H](O[C@@](CCCO)(CO)O1)N([H])[H]	omega_71653
C(=O)[C@@H]1[C@@H]([C@@H](CCO)O[C@H]1O[H])O	omega_52971
C(=O)[C@@H]1[C@@H]([C@@H](CCO)O[C@H]1N([H])[H])O	omega_52971
C(=O)(C[C@@H]1C[C@@H]([C@@H](O1)O[H])O)CO	omega_65591
C(=O)(C[C@@H]1C[C@@H]([C@@H](O1)N([H])[H])O)CO	omega_65591
C(=O)[C@]1(C[C@H]([C@@H]([C@@H](O1)O)O)O[H])C	omega_36292
C(=O)[C@]1(C[C@H]([C@@H]([C@@H](O1)O)O)N([H])[H])C	omega_36292
C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)O[H])O)(CC)O	omega_46183
C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)N([H])[H])O)(CC)O	omega_46183
C1=C2[C@H]([C@H]([C@@H]([C@@H]2O)O)O[H])OC1=O	omega_68853
C1=C2[C@H]([C@H]([C@@H]([C@@H]2O)O)N([H])[H])OC1=O	omega_68853
C1(=C([C@H](OC1)O)O[H])C[C@@H](CO)O	omega_58954
C1(=C([C@H](OC1)O)N([H])[H])C[C@@H](CO)O	omega_58954
C1[C@@H]2[C@@H]([C@H]([C@@H](O2)O[H])O)O[C@@H]1CO	omega_34928
C1[C@@H]2[C@@H]([C@H]([C@@H](O2)N([H])[H])O)O[C@@H]1CO	omega_34928
C1(=O)[C@@H]([C@H]([C@H]([C@H]1O)O)O[H])COC	omega_63034
C1(=O)[C@@H]([C@H]([C@H]([C@H]1O)O)N([H])[H])COC	omega_63034
C1(=C([C@H](OC1)O)O[H])CC(=O)CO	omega_84843
C1(=C([C@H](OC1)O)N([H])[H])CC(=O)CO	omega_84843
C1(=C)[C@@H]([C@@H](C(=O)CO)O[C@H]1O[H])O	omega_34427
C1(=C)[C@@H]([C@@H](C(=O)CO)O[C@H]1N([H])[H])O	omega_34427
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)COC)O[H])O	omega_86048
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)COC)N([H])[H])O	omega_86048
C(=O)C[C@@H]1[C@H]([C@@H]([C@@H](O1)O[H])O)O	omega_28379
C(=O)C[C@@H]1[C@H]([C@@H]([C@@H](O1)N([H])[H])O)O	omega_28379
C1[C@H]([C@@H](O[C@@H]1COCCO)O[H])O	omega_67277
C1[C@H]([C@@H](O[C@@H]1COCCO)N([H])[H])O	omega_67277
C1(=C)C(=C)[C@H]([C@H]([C@@H]1O[H])O)O	omega_77698
C1(=C)C(=C)[C@H]([C@H]([C@@H]1N([H])[H])O)O	omega_77698
C\1(=C/C(=O)O)/C[C@H]([C@@H]([C@H]1O)O[H])O	omega_6754
C\1(=C/C(=O)O)/C[C@H]([C@@H]([C@H]1O)N([H])[H])O	omega_6754
[C@@H]1([C@H]([C@H](O[C@@H]1CCCO)O)O)O[H]	omega_60264
[C@@H]1([C@H]([C@H](O[C@@H]1CCCO)O)O)N([H])[H]	omega_60264
C=C[C@]1([C@@H](C=O)O[C@H]([C@@H]1O)O[H])O	omega_14309
C=C[C@]1([C@@H](C=O)O[C@H]([C@@H]1O)N([H])[H])O	omega_14309
C\1(=C/C(=O)O)/C[C@@](CO)(OC1)O[H]	omega_92730
C\1(=C/C(=O)O)/C[C@@](CO)(OC1)N([H])[H]	omega_92730
C(=O)[C@H](C[C@H]1CO[C@@H]([C@@H]1O[H])O)O	omega_58946
C(=O)[C@H](C[C@H]1CO[C@@H]([C@@H]1N([H])[H])O)O	omega_58946
C1[C@@H]2[C@@H]([C@H]([C@@H](O2)O[H])O)[C@H](CO)O1	omega_45648
C1[C@@H]2[C@@H]([C@H]([C@@H](O2)N([H])[H])O)[C@H](CO)O1	omega_45648
C(=O)([C@@H]1[C@H](C[C@@H](O1)O[H])O)CCO	omega_5882
C(=O)([C@@H]1[C@H](C[C@@H](O1)N([H])[H])O)CCO	omega_5882
