Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms	ESOL	Heteroatoms/Carbons
G4	SOGAVCGXUDYGJE	C(CC(CC(C(CO)=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9131	-0.389	5	3	94.83	-0.21046	5	0.4156586746658313	0.7142857142857143
G4	AKPFQQOYLJSYAD	C(CC(C(CO)(CC=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-5.0215	5	0.4156586746658311	0.7142857142857143
G4	CERFZCXKHSEBOU	C(CC(C(C(C(C)O)O)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0082	-0.497	5	3	94.83	-1.5817	5	0.4133938074236188	0.7142857142857143
G4	BREKIIHZOSTXLT	C(C(C(C)O)O)(CC(CO)=O)=O	176.068473484	C7H12O5	7	12	5.0	-1.8271	-0.333	5	3	94.83	-7.5739	5	0.4122071290998735	0.7142857142857143
G4	WNMBYZROQLALDX	C(CO)(C(C(CO)=O)C(C)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9681	-0.115	5	3	94.83	0.17879	5	0.5178956673084517	0.7142857142857143
G4	ZQQYMVSBOBDHFL	C(C(C(C)O)O)(C(C(C)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9222	-0.441	5	3	94.83	-1.4458	5	0.4099422618576609	0.7142857142857143
G4	MVYPTZOLMHEXPZ	C(CC(C)O)(C(C(CO)=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.8271	-0.333	5	3	94.83	-1.3762	5	0.4122071290998735	0.7142857142857143
G4	XFKFMPQXTMCJLY	C(CC(CO)(C(C)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.3883	-0.306	4	3	77.76	-5.7274	4	0.2744231899862284	0.6666666666666666
G4	FDTIIDYFOGWXFM	C(C(C(C)O)O)(C(C)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.3236	-0.519	4	3	77.76	-0.093851	4	0.2721583227440161	0.6666666666666666
G4	HOUWFESYFJASCF	C(CC(CC(C(CO)=O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3109	-0.465	5	3	100.62	-4.44	5	0.4470869820819699	0.7142857142857143
G4	ZQRQCGZTVVLTTF	C(CC(C(CO)(CC=O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4707	-0.36	5	3	100.62	-5.2216	5	0.4470869820819697	0.7142857142857143
G4	SVGCTSRNSUZMAR	C(C(C(C)O)C(C(CO)=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.547	-0.355	5	3	100.62	-4.6306	5	0.5505106530483354	0.7142857142857143
G4	IRBGKXQHJBEUSS	C(CC(C(C(C(C)O)O)=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.406	-0.573	5	3	100.62	-5.6119	5	0.4448221148397572	0.7142857142857143
G4	HCTBZFBSKRVFIR	C(C(C(C)O)N)(CC(CO)=O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.2249	-0.409	5	3	100.62	-14.063	5	0.4436354365160119	0.7142857142857143
G4	LTHRYEQATOPKRD	C(CN)(C(C(CO)=O)C(C)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3659	-0.191	5	3	100.62	0.2105	5	0.5493239747245905	0.7142857142857143
G4	RIEDCMUWBPOFCG	C(C(C(C)O)O)(CC(CN)=O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.2249	-0.409	5	3	100.62	-5.0693	5	0.4436354365160114	0.7142857142857143
G4	RCUNVVQXZLCWER	C(C(C(C)O)N)(C(C(C)=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.32	-0.517	5	3	100.62	-7.3468	5	0.4413705692737992	0.7142857142857143
G4	JBKDHETVUFTCJW	C(CC(C)O)(C(C(CN)=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.2249	-0.409	5	3	100.62	-2.1973	5	0.4436354365160116	0.7142857142857143
G4	SSKHRJPICIWROW	C(CC(CO)(C(C)N)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7861	-0.382	4	3	83.55	-4.476	4	0.3058514974023671	0.6666666666666666
G4	RXJNXXNCWQTDGR	C(C(C(C)O)O)(C(C)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7214	-0.595	4	3	83.55	-0.91686	4	0.3035866301601554	0.6666666666666666
G4	SIFPJKCYEYFXCL	C(CC(C(CCO)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.3145	-0.467	4	3	77.76	-4.1942	4	0.2778747355521861	0.6666666666666666
G4	VIWDAXXSVNVDGE	C(CC(CO)(CC=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6428	-0.18	5	3	94.83	-4.3438	5	0.1157496006343973	0.8333333333333334
G4	GNECLWBGNFHSKH	C(CC(C)(C(C(O)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7379	-0.288	5	3	94.83	1.6551	5	0.1134847333921851	0.8333333333333334
G4	WNQQMTOQQGYXCH	C(CC(C(C(O)=O)O)O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1185	-0.179	5	3	94.83	-0.6535	5	0.4955847039233982	1.0
G4	GKZSNHCHIRPUAP	C(CC(C(CC=O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6641	-0.449	5	3	94.83	-1.0839	5	0.1169362789581426	0.8333333333333334
G4	HNNXJLJNJGLFEF	C(CC(C)(C(CO)N)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7861	-0.382	4	3	83.55	-5.789	4	0.3058514974023671	0.6666666666666666
G4	XYESJUILIPPUJQ	C(C(CO)N)(CC(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	-7.9996	4	0.3058514974023671	0.6666666666666666
G4	HRGSCEMJPQREHW	C(CC(CC(C=O)O)(CN)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4707	-0.36	5	3	100.62	-3.2235	5	0.4470869820819699	0.7142857142857143
G4	JJFMGEKMKJTAFA	C(CN)(C(C(C)O)C(C=O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.547	-0.355	5	3	100.62	-2.9049	5	0.5505106530483351	0.7142857142857143
G4	UVCLBFXCULOZLN	C(CC(C=O)O)(C(C(C)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.406	-0.573	5	3	100.62	-8.6965	5	0.4448221148397572	0.7142857142857143
G4	BZTHOJMDNRICMN	C(CC(CN)(CCO)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.691	-0.274	4	3	83.55	-4.2625	4	0.3081163646445798	0.6666666666666666
G4	MAUULFXNWRBXHY	C(C(C(C)O)N)(CCO)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	-8.2307	4	0.3058514974023671	0.6666666666666666
G4	WJLRBCUMHIINSE	C(CN)(C(CO)C(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7673	-0.269	4	3	83.55	-0.69532	4	0.4115400356109456	0.6666666666666666
G4	LEDZMBOOFSEBCN	C(CC(C)(C(C(C=O)O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-1.7611	5	0.4448221148397576	0.7142857142857143
G4	NGSGZTIUBVIBPY	C(C(C(C=O)O)N)(CC(C)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.406	-0.573	5	3	100.62	-6.3056	5	0.4448221148397576	0.7142857142857143
G4	DRNGNOYROXRARD	C(CC1(COC(C(C1)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.5533	-0.364	5	3	86.99	-1.5172	5	0.285113012303542	0.7142857142857143
G4	WEGDESKMDWZWET	C1(COC(C(C1C(C)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.3211	-0.359	5	3	86.99	0.15037	5	0.3885366832699077	0.7142857142857143
G4	DWURBBQNOHEURW	C1(C(C(C)O)OC(C(C1)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.2657	-0.577	5	3	86.99	0.88	5	0.2828481450613293	0.7142857142857143
G4	UNXPPCYGEDYELX	C(CC(C(CC(CO)=O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3109	-0.465	5	3	100.62	-3.6041	5	0.4470869820819697	0.7142857142857143
G4	QJTPZUQEUNWIER	C(CC(CC(C=O)N)(CO)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4707	-0.36	5	3	100.62	-6.6796	5	0.4470869820819692	0.7142857142857143
G4	YYOLETBWGUYYMN	C(CO)(C(C(C)O)C(C=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.547	-0.355	5	3	100.62	-2.2775	5	0.5505106530483358	0.7142857142857143
G4	AIFINIUJEGDRSZ	C(CC(C=O)N)(C(C(C)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.406	-0.573	5	3	100.62	-3.0949	5	0.4448221148397574	0.7142857142857143
G4	PMBWFWOTFJVIFS	C(CC(C)(C(CN)O)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7861	-0.382	4	3	83.55	0.24295	4	0.3058514974023671	0.6666666666666666
G4	KNZUDEAVOJYMMI	C(C(CN)O)(CC(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	-2.3819	4	0.3058514974023673	0.6666666666666666
G4	FACQYTVNXCRWCH	C(CC(CO)(CCN)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.691	-0.274	4	3	83.55	-5.703	4	0.3081163646445798	0.6666666666666666
G4	DXOFKEVPDOBYER	C(C(C(C)O)O)(CCN)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	0.15772	4	0.3058514974023673	0.6666666666666666
G4	KKBKNIYXNQKAIM	C(CO)(C(CN)C(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7673	-0.269	4	3	83.55	-0.082291	4	0.4115400356109453	0.6666666666666666
G4	GRAYIZYZTZDMHO	C(CC(C(CN)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-2.229	4	0.68795146793358	0.8
G4	BIDZBIIAOBMEPO	C(CC(C(CC(C=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0942	-0.553	5	3	94.83	-3.4916	5	0.4168453529895766	0.7142857142857143
G4	ZWIRVMBWWHTRNB	C(CC(C(C)O)(C(C=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-2.2825	5	0.4133938074236188	0.7142857142857143
G4	CSSPLVSTPCEDOC	C(CC(C(CC(C=O)N)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.492	-0.629	5	3	100.62	-3.2876	5	0.448273660405715	0.7142857142857143
G4	SYOYTSWJEKWRDT	C(CC(C(CC(C=O)O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.492	-0.629	5	3	100.62	-2.5976	5	0.4482736604057154	0.7142857142857143
G4	HPYWDYPYLJPHDG	C(CC(C(CCO)N)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7123	-0.543	4	3	83.55	-3.3066	4	0.3093030429683249	0.6666666666666666
G4	AISTYEGBOGRBLC	C(CC(C(C)N)(C(C=O)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-0.95909	5	0.4448221148397572	0.7142857142857143
G4	OTZRLOUETUNNPF	C(C(C(CO)C(C)O)=O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7191	-0.175	5	3	94.83	-8.0314	5	0.219173271600763	0.8333333333333334
G4	HQMRFNOKWQUHQC	C(CC(C(CO)(CO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.315	0.201	5	4	97.99	-3.4615	5	0.9342033464806008	0.8333333333333334
G4	KJTFNELEAPNECE	C(CC(C(CO)(C(C)O)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.9557	-0.177	5	4	97.99	-2.2507	5	0.553290054273133	0.7142857142857143
G4	FKJHJSVDLYGKBA	C(CC(C(C(C)=O)(CO)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-0.57849	5	0.4122071290998731	0.7142857142857143
G4	NOKSGELYQQILHW	C(C(CO)(C(C)(CC=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.1467	-0.123	5	3	94.83	-0.17277	5	0.4122071290998731	0.7142857142857143
G4	MCFBWNRZQFNMCW	C(C(C(CC(C)O)=O)(CO)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-4.3705	5	0.4122071290998735	0.7142857142857143
G4	WIHHNTHXABJSJI	C(CC(C)(C(CO)(CO)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.9344	0.092	5	4	97.99	-1.5172	5	0.5521033759493877	0.7142857142857143
G4	PONWDZJHWSQENJ	C(CC(C)O)(C(CO)(CO)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.7746	-0.013	5	4	97.99	-3.5792	5	0.552103375949388	0.7142857142857143
G4	KMZKNPYVLFCBJR	C(C(CO)(C(CC=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5273	-0.014	5	3	94.83	-2.1049	5	0.7943070996310865	0.8333333333333334
G4	YBWDFRMSPDXLFD	C(C(C(CC=O)O)(C(C)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-2.1438	5	0.4133938074236188	0.7142857142857143
G4	JOSOCCWADUOCPZ	C(C(CO)(CC(CC=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-6.3381	5	0.4156586746658311	0.7142857142857143
G4	LFWBNPVOBHJXIB	C(CC(C=C(CO)N)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.1094	-0.645	4	3	83.55	-3.0838	4	0.2263275102734022	0.6666666666666666
G4	PCWNXZAFHBMWLC	C(CC(C(C(N)=C)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.1378	-0.92	4	3	83.55	-4.0909	4	0.2275141885971475	0.6666666666666666
G4	JULGDXZUNOFTFL	C(CC(C(N)=C)(CO)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.1165	-0.651	4	3	83.55	-8.1345	4	0.2263275102734017	0.6666666666666666
G4	JQGCJJYRGNGBJT	C=C(C(C(C(C)O)O)=O)N	145.073893212	C6H11NO3	6	11	3.0	-1.0518	-0.864	4	3	83.55	-5.1826	4	0.2240626430311898	0.6666666666666666
G4	CKSCPMNNXYZAII	C(CC(C(N)=C)(C(C=O)O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-1.8962	-0.737	5	3	100.62	-4.5384	5	0.3652981277107922	0.7142857142857143
G4	LFYBADCGLSVTHK	C(CC(C=CN)(CO)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.9374	-0.498	4	3	83.55	-5.2811	4	0.2263275102734017	0.6666666666666666
G4	JSZFLEGJKZNEEC	C(N)=CC(C(C(C)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.8727	-0.711	4	3	83.55	0.68024	4	0.2240626430311897	0.6666666666666666
G4	RGXMTCQHYFCSNG	C(CC(C=CN)(C(C=O)O)O)=O	173.068807832	C7H11NO4	7	11	4.0	-2.7171	-0.584	5	3	100.62	-1.7052	5	0.3652981277107922	0.7142857142857143
G4	SGHHGENKDJUHGV	C(C(CC(C)O)(C(C=O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-6.343	5	0.4448221148397574	0.7142857142857143
G4	YJCHJRQKHBIGQW	C(C(C(CC(C(C)=O)O)O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.406	-0.573	5	3	100.62	-0.26341	5	0.4448221148397572	0.7142857142857143
G4	QZSSCELMHJIKEK	C(C(C)(CC(C(C=O)N)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5658	-0.468	5	3	100.62	-2.63	5	0.4448221148397572	0.7142857142857143
G4	YXJLBXMTNNWRPY	C(C(C(CCO)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-3.3964	4	0.6879514679335799	0.8
G4	ZIIYGFMFFXPSCB	C(C(C(CO)(CC(C)O)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3535	-0.253	5	4	103.78	-8.4228	5	0.5847183616892714	0.7142857142857143
G4	OXVXPRCWXKIGNV	C(C(C(C)(C(C(C)O)O)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.4486	-0.361	5	4	103.78	-3.244	5	0.5824534944470596	0.7142857142857143
G4	OWYBXJOPZDJPOF	C(C(C(CC(C)(CO)O)O)N)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3535	-0.253	5	4	103.78	-6.7335	5	0.584718361689272	0.7142857142857143
G4	ULIUVWGUSQMJDY	C(C(C(CC(C)O)O)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.8074	-0.651	4	3	83.55	-4.6892	4	0.3070381757261134	0.6666666666666666
G4	NTBYIQWZAVDRHA	C(C(C(C(C(C)O)O)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8292	-0.252	5	4	103.78	-2.3776	5	0.9645534649782724	0.8333333333333334
G4	OOICXFVDYHNEAD	C(C(C(CC(CO)O)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-6.0131	5	0.9668183322204852	0.8333333333333334
G4	BAFZPOKIFBKLFL	C(C(CO)(C(C=O)N)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.3795	0.18	5	3	100.62	-2.765	5	1.2043838320124804	1.0
G4	OTIZFTAFGDCDNI	C(C(C(C(CO)=O)O)N)=O	147.053157768	C5H9NO4	5	9	4.0	-3.2197	0.075	5	3	100.62	-0.53299	5	1.204383832012481	1.0
G4	NQVRFRHQQCMYAW	C(C(C(C(CN)O)O)=O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.2197	0.075	5	3	100.62	-2.0469	5	1.2043838320124804	1.0
G4	CNJNPNKLPVYHHQ	C(C)(C(CO)(C(C=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.1984	5	0.8222838614812673	0.8333333333333334
G4	ZEIPCGQPTGKBNY	C(CO)(C(C)(C(C=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.635	5	0.8222838614812673	0.8333333333333334
G4	XDOMFHAPKUFYJM	C(C(C)=O)(C(C(CN)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-3.6275	5	0.8222838614812666	0.8333333333333334
G4	LQRJLDSOUYFQKQ	C(C(CO)=O)(CC(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-3.5562	5	0.8245487287234797	0.8333333333333334
G4	CCRINQRBXOFHBO	C(C(C(C)O)(C(C=O)N)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0202	-0.198	5	3	100.62	-2.7723	5	0.8234705398050126	0.8333333333333334
G4	OZBYPDXPQFCNDR	C(C(C(CO)(C(C)O)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-2.8993	5	0.9633667866545276	0.8333333333333334
G4	HIOOPCJHOCOVDG	C(C(C(CN)O)O)(C(C)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6481	-0.088	5	4	103.78	-0.62727	5	0.9633667866545268	0.8333333333333334
G4	JEDHRDQRQUAZDW	C(C(C(C(CCO)O)O)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-3.2269	5	0.966818332220485	0.8333333333333334
G4	XGJDFHCAJOOPNC	C(C(C)(C(C=O)N)O)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.3169	-0.094	5	3	100.62	-2.1715	5	0.5235614657735786	1.0
G4	ICMJZHFYQVZYQN	C(C(CC(CN)O)=O)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.062	-0.091	5	3	100.62	-8.7433	5	0.5258263330157913	1.0
G4	XMBMVGJVXDZAAF	C(C(C(C=O)N)O)(O)=O	133.037507704	C4H7NO4	4	7	4.0	-4.6975	0.015	5	3	100.62	-0.9362	5	0.905661436304792	1.25
G4	CIMLINBHCBQTHT	C(C(C1(COC(C1)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4628	-0.17	5	3	92.78	-1.4481	5	0.6986412902508933	0.8333333333333334
G4	FDVBHLQJOMNADX	C1(COC(C1C(CN)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1355	-0.057	5	3	92.78	0.9325	5	0.8043298284594712	0.8333333333333334
G4	KTQKONRNYUIXDJ	C1(C(C(CN)O)OC(C1)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.0801	-0.275	5	3	92.78	0.31957	5	0.6986412902508937	0.8333333333333334
G4	SOWOYSHFPWJARR	C(C(C(C=CC(CO)=O)O)N)=O	173.068807832	C7H11NO4	7	11	4.0	-2.5631	-0.237	5	3	100.62	-0.30938	5	0.6231039935444883	0.7142857142857143
G4	XWTGNKOVYBRIQY	C(C(C(C=CC=O)(CO)O)N)=O	173.068807832	C7H11NO4	7	11	4.0	-2.7229	-0.132	5	3	100.62	-4.0598	5	0.6231039935444883	0.7142857142857143
G4	GNPRWIPNEGXEAS	C(C=CC(C(C(CN)O)O)=O)=O	173.068807832	C7H11NO4	7	11	4.0	-2.5631	-0.237	5	3	100.62	-2.5762	5	0.6231039935444883	0.7142857142857143
G4	XAYALPUZHLPUPY	C(C(C(C=C)(CO)O)N)=O	145.073893212	C6H11NO3	6	11	3.0	-1.9716	-0.321	4	3	83.55	-7.1278	4	0.4853200544308443	0.6666666666666666
G4	LHZCRTMDHAEOQE	C=CC(C(C(CN)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.8118	-0.426	4	3	83.55	-5.2581	4	0.4853200544308437	0.6666666666666666
G4	GAYFWCNPEWYWSI	C(C(C(C(C)O)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2618	-0.381	4	3	83.55	-2.3623	4	0.6856866006913678	0.8
G4	VRSVNYQPLBQQLG	C(C(C1(COCC1O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9644	0.043	5	3	92.78	-5.5804	5	0.9564471560845896	0.8333333333333334
G4	CUYPOEFLOIHEAP	C1(C(C(CN)O)OCC1O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5817	-0.062	5	3	92.78	0.87941	5	0.9564471560845904	0.8333333333333334
G4	DVFUAJOTBROEBV	C(C(C1(C(O)OCC1)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.4628	-0.17	5	3	92.78	-2.0587	5	0.6986412902508937	0.8333333333333334
G4	WLUUZPCPSXOXQE	C1(C(O)OCC1C(CN)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1355	-0.057	5	3	92.78	0.4165	5	0.8043298284594719	0.8333333333333334
G4	CDGDPVXTKBNCBU	C(C1(CC(C(C1)O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.8246	-0.267	5	4	97.99	0.49313	5	0.4399984058475476	0.8333333333333334
G4	LHBXRYGOYMYCDX	C(C(C)(CC(C(O)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7379	-0.288	5	3	94.83	-3.8423	5	0.1134847333921851	0.8333333333333334
G4	FXKSHIOEPZKJMP	C(C(CC(C=O)O)O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1185	-0.179	5	3	94.83	-3.9114	5	0.4955847039233984	1.0
G4	QJYGPSDMRNNKES	C(C(CC(CO)(C)O)O)(O)=O	164.068473484	C6H12O5	6	12	5.0	-1.5256	-0.073	5	4	97.99	-5.6817	5	0.2533809802416997	0.8333333333333334
G4	VGAFMEAWKVZZIM	C(C(CC(C)O)O)(O)=O	134.0579088	C5H10O4	5	10	4.0	-0.9795	-0.471	4	3	77.76	-3.6397	4	-0.0242992057214596	0.8
G4	CSLCLLUJTJKWCG	C(C(CC(CN)O)O)(O)=O	149.068807832	C5H11NO4	5	11	4.0	-4.0308	-0.04	5	4	103.78	-0.51224	5	0.6669092581890508	1.0
G4	RXVSUXOYOCJMAP	C(C(C(CO)CO)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-2.0472	0.254	5	4	97.99	-1.2775	5	0.7411694889814906	1.0
G4	IGXYCUHSNRFWGT	C(C(C(CO)C(C)O)O)(O)=O	164.068473484	C6H12O5	6	12	5.0	-1.6879	-0.124	5	4	97.99	-0.69784	5	0.3602561967740232	0.8333333333333334
G4	RSKGLBJVIAQRMC	C(C(CC(CO)O)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-1.9062	0.036	5	4	97.99	-5.0613	5	0.6354809507729127	1.0
G4	DGADNPLBVRLJGD	C(C(CO)(C)O)(O)=O	120.042258736	C4H8O4	4	8	4.0	-1.4126	0.068	4	3	77.76	-2.2005	4	0.35316254092005	1.0
G4	ZOUFWABTGGIWTK	C(C(C)(CN)O)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.5372	-0.008	4	3	83.55	-0.44514	4	0.384590848336189	1.0
G4	BMYNFMYTOJXKLE	C(C(CN)O)(O)=O	105.042593084	C3H7NO3	3	7	3.0	-3.9178	0.101	4	3	83.55	-0.22742	4	0.766690818867402	1.3333333333333333
G4	QTRAXZHIRXYYPP	C(C(C(C)N)O)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.5585	-0.277	4	3	83.55	1.5731	4	0.3857775266599342	1.0
G4	IVUOMFWNDGNLBJ	C(C(CCN)O)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.4634	-0.169	4	3	83.55	-0.57833	4	0.388042393902147	1.0
G4	LIXZOXMOZGPDSX	C(C(CCC(C=O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6641	-0.449	5	3	94.83	-6.3669	5	0.1169362789581426	0.8333333333333334
G4	YYEQJYJUENXSIE	C(CC(C(O)=O)O)(C(C)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5781	-0.393	5	3	94.83	-0.66134	5	0.1134847333921848	0.8333333333333334
G4	LNKOAMWTAGISQQ	C(C(C)(C(CC=O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7379	-0.288	5	3	94.83	0.7867	5	0.1134847333921846	0.8333333333333334
G4	OTBADMZLEPDSEJ	C(C(C(C)O)(CC=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7379	-0.288	5	3	94.83	-1.9721	5	0.1134847333921851	0.8333333333333334
G4	FWTHSBGIUMKHFK	C(C(CO)(CC(C)=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5568	-0.124	5	3	94.83	-3.775	5	0.1122980550684393	0.8333333333333334
G4	ZPTDYJGYQHXWMU	C(C(C(CC(C)=O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5781	-0.393	5	3	94.83	0.81369	5	0.1134847333921846	0.8333333333333334
G4	IPAAXHJSEGYJRS	C(C(CO)(CCC=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6428	-0.18	5	3	94.83	-6.0251	5	0.1157496006343973	0.8333333333333334
